Subject	Context	SessionDate	SessionTime	proposer	receivor	type	choose	Wait2.RT	targettext
130	gain	02-01-2021	17:09:49						
130	gain	02-01-2021	17:09:49	5.0	5.0	fair	接受	4799.0	5.0
130	gain	02-01-2021	17:09:49	8.0	2.0	unfair	拒绝	1857.0	5.0
130	gain	02-01-2021	17:09:49	9.0	1.0	unfair	拒绝	2943.0	5.0
130	gain	02-01-2021	17:09:49	6.0	4.0	fair	接受	4572.0	3.0
130	gain	02-01-2021	17:09:49	7.0	3.0	7月3日	拒绝	1729.0	5.0
130	gain	02-01-2021	17:09:49	9.0	1.0	unfair	拒绝	1368.0	3.0
130	gain	02-01-2021	17:09:49	8.0	2.0	unfair	拒绝	1201.0	5.0
130	gain	02-01-2021	17:09:49	5.0	5.0	fair	接受	1564.0	5.0
130	gain	02-01-2021	17:09:49	7.0	3.0	7月3日	拒绝	2313.0	3.0
130	gain	02-01-2021	17:09:49	6.0	4.0	fair	拒绝	2195.0	3.0
130	gain	02-01-2021	17:09:49						
130	gain	02-01-2021	17:09:49						
130	gain	02-01-2021	17:09:49	7.0	3.0	7月3日	拒绝	2196.0	3.0
130	gain	02-01-2021	17:09:49	5.0	5.0	fair	接受	1379.0	3.0
130	gain	02-01-2021	17:09:49	6.0	4.0	fair	拒绝	1045.0	3.0
130	gain	02-01-2021	17:09:49	8.0	2.0	unfair	拒绝	1092.0	3.0
130	gain	02-01-2021	17:09:49	9.0	1.0	unfair	拒绝	635.0	3.0
130	gain	02-01-2021	17:09:49	6.0	4.0	fair	接受	1605.0	3.0
130	gain	02-01-2021	17:09:49	5.0	5.0	fair	接受	794.0	3.0
130	gain	02-01-2021	17:09:49	7.0	3.0	7月3日	拒绝	2875.0	3.0
130	gain	02-01-2021	17:09:49	8.0	2.0	unfair	拒绝	711.0	3.0
130	gain	02-01-2021	17:09:49	9.0	1.0	unfair	拒绝	299.0	3.0
130	gain	02-01-2021	17:09:49						
130	gain	02-01-2021	17:09:49						
130	gain	02-01-2021	17:09:49	5.0	5.0	fair	接受	885.0	3.0
