Subject	Context	SessionDate	SessionTime	proposer	receivor	type	choose	Wait2.RT	targettext
78	loss	11-21-2020	11:32:31						
78	loss	11-21-2020	11:32:31	-2.0	-8.0	unfair	接受	3927.0	2.0
78	loss	11-21-2020	11:32:31	-3.0	-7.0	7月3日	接受	4160.0	3.0
78	loss	11-21-2020	11:32:31	-1.0	-9.0	unfair	拒绝	1483.0	4.0
78	loss	11-21-2020	11:32:31	-5.0	-5.0	fair	接受	1190.0	5.0
78	loss	11-21-2020	11:32:31	-4.0	-6.0	fair	接受	1353.0	3.0
78	loss	11-21-2020	11:32:31	-5.0	-5.0	fair	接受	1304.0	5.0
78	loss	11-21-2020	11:32:31	-2.0	-8.0	unfair	拒绝	1079.0	5.0
78	loss	11-21-2020	11:32:31	-1.0	-9.0	unfair	拒绝	1083.0	5.0
78	loss	11-21-2020	11:32:31	-3.0	-7.0	7月3日	拒绝	1629.0	5.0
78	loss	11-21-2020	11:32:31	-4.0	-6.0	fair	拒绝	1322.0	5.0
78	loss	11-21-2020	11:32:31						
78	loss	11-21-2020	11:32:31						
78	loss	11-21-2020	11:32:31	-1.0	-9.0	unfair	拒绝	3225.0	4.0
78	loss	11-21-2020	11:32:31	-4.0	-6.0	fair	拒绝	3171.0	3.0
78	loss	11-21-2020	11:32:31	-5.0	-5.0	fair	接受	858.0	5.0
78	loss	11-21-2020	11:32:31	-3.0	-7.0	7月3日	拒绝	4600.0	4.0
78	loss	11-21-2020	11:32:31	-2.0	-8.0	unfair	拒绝	2562.0	4.0
78	loss	11-21-2020	11:32:31	-2.0	-8.0	unfair	拒绝	1336.0	4.0
78	loss	11-21-2020	11:32:31	-1.0	-9.0	unfair	拒绝	1451.0	5.0
78	loss	11-21-2020	11:32:31	-3.0	-7.0	7月3日	拒绝	2888.0	3.0
78	loss	11-21-2020	11:32:31	-4.0	-6.0	fair	接受	1057.0	3.0
78	loss	11-21-2020	11:32:31	-5.0	-5.0	fair	接受	904.0	5.0
78	loss	11-21-2020	11:32:31						
78	loss	11-21-2020	11:32:31						
78	loss	11-21-2020	11:32:31	-3.0	-7.0	7月3日	拒绝	6758.0	3.0
78	loss	11-21-2020	11:32:31	-1.0	-9.0	unfair	拒绝	2140.0	5.0
78	loss	11-21-2020	11:32:31	-2.0	-8.0	unfair	拒绝	1690.0	3.0
78	loss	11-21-2020	11:32:31	-5.0	-5.0	fair	接受	871.0	5.0
78	loss	11-21-2020	11:32:31	-4.0	-6.0	fair	接受	1533.0	4.0
78	loss	11-21-2020	11:32:31	-2.0	-8.0	unfair	拒绝	942.0	5.0
78	loss	11-21-2020	11:32:31	-1.0	-9.0	unfair	拒绝	1007.0	4.0
78	loss	11-21-2020	11:32:31	-3.0	-7.0	7月3日	接受	710.0	3.0
78	loss	11-21-2020	11:32:31	-4.0	-6.0	fair	接受	603.0	3.0
78	loss	11-21-2020	11:32:31	-5.0	-5.0	fair	接受	742.0	3.0
78	loss	11-21-2020	11:32:31						
78	loss	11-21-2020	11:32:31						
78	loss	11-21-2020	11:32:31	-5.0	-5.0	fair	接受	1136.0	5.0
78	loss	11-21-2020	11:32:31	-3.0	-7.0	7月3日	接受	833.0	4.0
78	loss	11-21-2020	11:32:31	-4.0	-6.0	fair	接受	502.0	3.0
78	loss	11-21-2020	11:32:31	-1.0	-9.0	unfair	接受	534.0	3.0
78	loss	11-21-2020	11:32:31	-2.0	-8.0	unfair	接受	839.0	3.0
78	loss	11-21-2020	11:32:31	-4.0	-6.0	fair	接受	1491.0	4.0
78	loss	11-21-2020	11:32:31	-3.0	-7.0	7月3日	拒绝	2083.0	3.0
78	loss	11-21-2020	11:32:31	-1.0	-9.0	unfair	拒绝	678.0	5.0
78	loss	11-21-2020	11:32:31	-5.0	-5.0	fair	接受	725.0	5.0
78	loss	11-21-2020	11:32:31	-2.0	-8.0	unfair	拒绝	1017.0	5.0
78	gain	11-21-2020	11:38:07						
78	gain	11-21-2020	11:38:07	8.0	2.0	unfair	接受	4434.0	3.0
78	gain	11-21-2020	11:38:07	6.0	4.0	fair	接受	1740.0	4.0
78	gain	11-21-2020	11:38:07	7.0	3.0	unfair	接受	2126.0	2.0
78	gain	11-21-2020	11:38:07	9.0	1.0	unfair	拒绝	1179.0	5.0
78	gain	11-21-2020	11:38:07	5.0	5.0	fair	接受	952.0	5.0
78	gain	11-21-2020	11:38:07	9.0	1.0	unfair	拒绝	1056.0	4.0
78	gain	11-21-2020	11:38:07	6.0	4.0	fair	拒绝	2394.0	2.0
78	gain	11-21-2020	11:38:07	8.0	2.0	unfair	拒绝	3342.0	4.0
78	gain	11-21-2020	11:38:07	7.0	3.0	unfair	拒绝	946.0	4.0
78	gain	11-21-2020	11:38:07	5.0	5.0	fair	接受	898.0	5.0
78	gain	11-21-2020	11:38:07						
78	gain	11-21-2020	11:38:07						
78	gain	11-21-2020	11:38:07	8.0	2.0	unfair	拒绝	2091.0	4.0
78	gain	11-21-2020	11:38:07	6.0	4.0	fair	接受	2255.0	4.0
78	gain	11-21-2020	11:38:07	5.0	5.0	fair	接受	1133.0	5.0
78	gain	11-21-2020	11:38:07	9.0	1.0	unfair	拒绝	728.0	5.0
78	gain	11-21-2020	11:38:07	7.0	3.0	unfair	拒绝	2431.0	4.0
78	gain	11-21-2020	11:38:07	6.0	4.0	fair	接受	863.0	4.0
78	gain	11-21-2020	11:38:07	5.0	5.0	fair	接受	674.0	5.0
78	gain	11-21-2020	11:38:07	9.0	1.0	unfair	拒绝	825.0	5.0
78	gain	11-21-2020	11:38:07	8.0	2.0	unfair	拒绝	1054.0	4.0
78	gain	11-21-2020	11:38:07	7.0	3.0	unfair	拒绝	1641.0	3.0
78	gain	11-21-2020	11:38:07						
78	gain	11-21-2020	11:38:07						
78	gain	11-21-2020	11:38:07	6.0	4.0	fair	接受	1241.0	5.0
78	gain	11-21-2020	11:38:07	9.0	1.0	unfair	拒绝	748.0	5.0
78	gain	11-21-2020	11:38:07	5.0	5.0	fair	接受	659.0	5.0
78	gain	11-21-2020	11:38:07	8.0	2.0	unfair	拒绝	648.0	4.0
78	gain	11-21-2020	11:38:07	7.0	3.0	unfair	拒绝	1366.0	4.0
78	gain	11-21-2020	11:38:07	9.0	1.0	unfair	拒绝	611.0	5.0
78	gain	11-21-2020	11:38:07	8.0	2.0	unfair	拒绝	1154.0	3.0
78	gain	11-21-2020	11:38:07	6.0	4.0	fair	接受	727.0	4.0
78	gain	11-21-2020	11:38:07	5.0	5.0	fair	接受	1533.0	5.0
78	gain	11-21-2020	11:38:07	7.0	3.0	unfair	接受	6860.0	2.0
78	gain	11-21-2020	11:38:07						
78	gain	11-21-2020	11:38:07						
78	gain	11-21-2020	11:38:07	9.0	1.0	unfair	拒绝	755.0	4.0
78	gain	11-21-2020	11:38:07	8.0	2.0	unfair	拒绝	584.0	4.0
78	gain	11-21-2020	11:38:07	7.0	3.0	unfair	拒绝	801.0	3.0
78	gain	11-21-2020	11:38:07	5.0	5.0	fair	接受	868.0	5.0
78	gain	11-21-2020	11:38:07	6.0	4.0	fair	接受	1505.0	4.0
78	gain	11-21-2020	11:38:07	5.0	5.0	fair	接受	1660.0	5.0
78	gain	11-21-2020	11:38:07	6.0	4.0	fair	拒绝	3568.0	2.0
78	gain	11-21-2020	11:38:07	9.0	1.0	unfair	拒绝	735.0	4.0
78	gain	11-21-2020	11:38:07	8.0	2.0	unfair	拒绝	1115.0	4.0
78	gain	11-21-2020	11:38:07	7.0	3.0	unfair	拒绝	1964.0	4.0
