Subject	SessionDate	SessionTime	Block	choose	outcome	partnerlabel	slideInvestment.RT	targettext
9	10-07-2020	16:01:24	1					
9	10-07-2020	16:01:24	2	分享	CD	人	2890.0	3.0
9	10-07-2020	16:01:24	3	独占	DC	人	921.0	4.0
9	10-07-2020	16:01:24	4	分享	CD	人	1495.0	2.0
9	10-07-2020	16:01:24	5	独占	DC	人	495.0	3.0
9	10-07-2020	16:01:24	6	独占	DD	人	706.0	5.0
9	10-07-2020	16:01:24	7	分享	CC	人	1019.0	4.0
9	10-07-2020	16:01:24	8	分享	CC	人	1593.0	5.0
9	10-07-2020	16:01:24	9	独占	DC	人	1298.0	5.0
9	10-07-2020	16:01:24	10	分享	CD	人	883.0	4.0
9	10-07-2020	16:01:24	11	分享	CC	人	351.0	5.0
9	10-07-2020	16:01:24	12					
9	10-07-2020	16:01:24	13					
9	10-07-2020	16:01:24	14	独占	DC	电脑	591.0	5.0
9	10-07-2020	16:01:24	15	独占	DD	电脑	336.0	3.0
9	10-07-2020	16:01:24	16	独占	DD	电脑	296.0	3.0
9	10-07-2020	16:01:24	17	独占	DD	电脑	349.0	3.0
9	10-07-2020	16:01:24	18	独占	DC	电脑	344.0	5.0
9	10-07-2020	16:01:24	19	独占	DC	电脑	625.0	5.0
9	10-07-2020	16:01:24	20	分享	CD	电脑	333.0	2.0
9	10-07-2020	16:01:24	21	独占	DC	电脑	158.0	5.0
9	10-07-2020	16:01:24	22	独占	DC	电脑	560.0	5.0
9	10-07-2020	16:01:24	23	分享	CC	电脑	333.0	5.0
9	10-07-2020	16:01:24	24					
9	10-07-2020	16:01:24	25					
9	10-07-2020	16:01:24	26	分享	CD	人	372.0	5.0
9	10-07-2020	16:01:24	27	独占	DD	人	224.0	4.0
9	10-07-2020	16:01:24	28	独占	DC	人	382.0	4.0
9	10-07-2020	16:01:24	29	分享	CD	人	676.0	4.0
9	10-07-2020	16:01:24	30	分享	CC	人	250.0	3.0
9	10-07-2020	16:01:24	31	分享	CD	人	470.0	2.0
9	10-07-2020	16:01:24	32	独占	DC	人	900.0	5.0
9	10-07-2020	16:01:24	33	分享	CD	人	797.0	5.0
9	10-07-2020	16:01:24	34	独占	DC	人	523.0	3.0
9	10-07-2020	16:01:24	35	分享	CD	人	2754.0	5.0
9	10-07-2020	16:01:24	36					
9	10-07-2020	16:01:24	37					
9	10-07-2020	16:01:24	38	独占	DD	电脑	188.0	3.0
9	10-07-2020	16:01:24	39	独占	DC	电脑	334.0	5.0
9	10-07-2020	16:01:24	40	独占	DC	电脑	687.0	5.0
9	10-07-2020	16:01:24	41	分享	CC	电脑	773.0	5.0
9	10-07-2020	16:01:24	42	分享	CD	电脑	396.0	2.0
9	10-07-2020	16:01:24	43	独占	DC	电脑	245.0	4.0
9	10-07-2020	16:01:24	44	分享	CD	电脑	345.0	2.0
9	10-07-2020	16:01:24	45	分享	CD	电脑	594.0	2.0
9	10-07-2020	16:01:24	46	独占	DD	电脑	373.0	4.0
9	10-07-2020	16:01:24	47	独占	DD	电脑	446.0	5.0
