Subject	SessionDate	SessionTime	SVO_angle	SVO_type	DAL	DIA	DIC	DJG	IA_Index
11	08-17-2018	13:39:17	0.5776699	2	0.6666667	0.1666667	0.3333333	0.2291667	0.4210526
