Subject	SessionDate	SessionTime	Block	choose	outcome	partnerlabel	slideInvestment.RT	targettext
108	07-16-2019	14:32:37	1					
108	07-16-2019	14:32:37	2	独占	DC	人	2374.0	5.0
108	07-16-2019	14:32:37	3	分享	CC	人	3594.0	3.0
108	07-16-2019	14:32:37	4	独占	DC	人	9175.0	5.0
108	07-16-2019	14:32:37	5	分享	CD	人	1731.0	1.0
108	07-16-2019	14:32:37	6	独占	DD	人	1874.0	2.0
108	07-16-2019	14:32:37	7	独占	DC	人	3242.0	4.0
108	07-16-2019	14:32:37	8	独占	DD	人	6969.0	2.0
108	07-16-2019	14:32:37	9	分享	CD	人	6887.0	1.0
108	07-16-2019	14:32:37	10	独占	DC	人	4107.0	5.0
108	07-16-2019	14:32:37	11	独占	DC	人	3296.0	5.0
108	07-16-2019	14:32:37	12					
108	07-16-2019	14:32:37	13					
108	07-16-2019	14:32:37	14	独占	DD	电脑	2137.0	3.0
108	07-16-2019	14:32:37	15	分享	CD	电脑	1890.0	1.0
108	07-16-2019	14:32:37	16	独占	DD	电脑	6776.0	2.0
108	07-16-2019	14:32:37	17	分享	CC	电脑	3693.0	3.0
108	07-16-2019	14:32:37	18	分享	CC	电脑	6447.0	3.0
108	07-16-2019	14:32:37	19	独占	DC	电脑	1333.0	5.0
108	07-16-2019	14:32:37	20	独占	DD	电脑	1471.0	2.0
108	07-16-2019	14:32:37	21	分享	CC	电脑	3664.0	3.0
108	07-16-2019	14:32:37	22	分享	CC	电脑	2936.0	3.0
108	07-16-2019	14:32:37	23	独占	DC	电脑	1504.0	5.0
108	07-16-2019	14:32:37	24					
108	07-16-2019	14:32:37	25					
108	07-16-2019	14:32:37	26	独占	DC	人	28955.0	3.0
108	07-16-2019	14:32:37	27	分享	CD	人	2886.0	1.0
108	07-16-2019	14:32:37	28	独占	DC	人	4434.0	5.0
108	07-16-2019	14:32:37	29	分享	CD	人	5317.0	1.0
108	07-16-2019	14:32:37	30	独占	DD	人	1785.0	2.0
108	07-16-2019	14:32:37	31	分享	CD	人	4436.0	1.0
108	07-16-2019	14:32:37	32	独占	DC	人	537.0	5.0
108	07-16-2019	14:32:37	33	独占	DD	人	5593.0	3.0
108	07-16-2019	14:32:37	34	独占	DD	人	2064.0	3.0
108	07-16-2019	14:32:37	35	独占	DC	人	491.0	5.0
108	07-16-2019	14:32:37	36					
108	07-16-2019	14:32:37	37					
108	07-16-2019	14:32:37	38	独占	DC	电脑	4704.0	5.0
108	07-16-2019	14:32:37	39	独占	DC	电脑	3308.0	5.0
108	07-16-2019	14:32:37	40	独占	DD	电脑	3154.0	3.0
108	07-16-2019	14:32:37	41	分享	CC	电脑	7357.0	3.0
108	07-16-2019	14:32:37	42	独占	DD	电脑	1554.0	3.0
108	07-16-2019	14:32:37	43	独占	DC	电脑	2257.0	5.0
108	07-16-2019	14:32:37	44	独占	DD	电脑	523.0	3.0
108	07-16-2019	14:32:37	45	分享	CD	电脑	490.0	1.0
108	07-16-2019	14:32:37	46	独占	DD	电脑	2215.0	3.0
108	07-16-2019	14:32:37	47	独占	DD	电脑	1194.0	3.0
108	01-27-2021	16:26:29	1					
108	01-27-2021	16:26:29	2	分享	CD	人	982.0	2.0
108	01-27-2021	16:26:29	3	独占	DC	人	1250.0	5.0
108	01-27-2021	16:26:29	4	分享	CC	人	677.0	4.0
108	01-27-2021	16:26:29	5	分享	CC	人	377.0	3.0
108	01-27-2021	16:26:29	6	独占	DC	人	377.0	4.0
108	01-27-2021	16:26:29	7	分享	CC	人	964.0	3.0
108	01-27-2021	16:26:29	8	分享	CD	人	275.0	1.0
108	01-27-2021	16:26:29	9	独占	DD	人	438.0	3.0
108	01-27-2021	16:26:29	10	独占	DC	人	644.0	3.0
108	01-27-2021	16:26:29	11	独占	DC	人	365.0	3.0
108	01-27-2021	16:26:29	12					
108	01-27-2021	16:26:29	13					
108	01-27-2021	16:26:29	14	独占	DC	电脑	530.0	3.0
108	01-27-2021	16:26:29	15	独占	DC	电脑	277.0	3.0
108	01-27-2021	16:26:29	16	独占	DD	电脑	262.0	3.0
108	01-27-2021	16:26:29	17	独占	DD	电脑	808.0	3.0
108	01-27-2021	16:26:29	18	独占	DD	电脑	468.0	3.0
108	01-27-2021	16:26:29	19	独占	DC	电脑	284.0	3.0
108	01-27-2021	16:26:29	20	独占	DC	电脑	550.0	3.0
108	01-27-2021	16:26:29	21	独占	DC	电脑	279.0	3.0
108	01-27-2021	16:26:29	22	独占	DD	电脑	287.0	3.0
108	01-27-2021	16:26:29	23	独占	DC	电脑	219.0	3.0
108	01-27-2021	16:26:29	24					
108	01-27-2021	16:26:29	25					
108	01-27-2021	16:26:29	26	独占	DD	人	356.0	3.0
108	01-27-2021	16:26:29	27	独占	DD	人	386.0	3.0
108	01-27-2021	16:26:29	28	独占	DC	人	486.0	3.0
108	01-27-2021	16:26:29	29	独占	DD	人	381.0	3.0
108	01-27-2021	16:26:29	30	独占	DD	人	706.0	3.0
108	01-27-2021	16:26:29	31	独占	DC	人	365.0	3.0
108	01-27-2021	16:26:29	32	独占	DD	人	3501.0	3.0
108	01-27-2021	16:26:29	33	独占	DD	人	2071.0	3.0
108	01-27-2021	16:26:29	34	独占	DD	人	1776.0	5.0
108	01-27-2021	16:26:29	35	独占	DC	人	658.0	3.0
108	01-27-2021	16:26:29	36					
108	01-27-2021	16:26:29	37					
108	01-27-2021	16:26:29	38	独占	DD	电脑	435.0	4.0
108	01-27-2021	16:26:29	39	独占	DD	电脑	272.0	4.0
108	01-27-2021	16:26:29	40	独占	DC	电脑	454.0	5.0
108	01-27-2021	16:26:29	41	独占	DD	电脑	377.0	3.0
108	01-27-2021	16:26:29	42	独占	DC	电脑	578.0	4.0
108	01-27-2021	16:26:29	43	独占	DC	电脑	493.0	3.0
108	01-27-2021	16:26:29	44	独占	DD	电脑	5099.0	3.0
108	01-27-2021	16:26:29	45	独占	DD	电脑	1257.0	3.0
108	01-27-2021	16:26:29	46	独占	DC	电脑	407.0	3.0
108	01-27-2021	16:26:29	47	独占	DD	电脑	701.0	3.0
