ExperimentName,Subject,Session,Clock.Information,DataFile.Basename,Display.RefreshRate,ExperimentVersion,Group,R1Color[Session],R2Color[Session],R3Color[Session],R4Color[Session],R5Color[Session],R6Color[Session],R7Color[Session],R8Color[Session],R9Color[Session],RandomSeed,RuntimeVersion,SessionDate,SessionStartDateTimeUtc,SessionTime,StudioVersion,Block,DAL,DIA,DIC,DJG,IA_Index,ListQues,ListSess,ListSess.Cycle,ListSess.Sample,other1,other2,other3,other4,other5,other6,other7,other8,other9,otherScore,Procedure,R0Color,R1Color[Block],R2Color[Block],R3Color[Block],R4Color[Block],R5Color[Block],R6Color[Block],R7Color[Block],R8Color[Block],R9Color[Block],RespDur,Running,SlideTarget.ACC,SlideTarget.CRESP,SlideTarget.DurationError,SlideTarget.OnsetDelay,SlideTarget.OnsetTime,SlideTarget.RESP,SlideTarget.RT,SlideTarget.RTTime,SVO_angle,SVO_type,Trialnum,version,you1,you2,you3,you4,you5,you6,you7,you8,you9,yourScore
SVO,25,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-01-07T10:33:37Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3507587</Frequency><Timestamp dt:dt=""r8"">114816665239</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-01-07T10:33:37Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",SVO-25-1,60.024,1.0.0.15,1,black,black,black,black,black,black,black,black,black,-1146764010,2.0.10.182,01-07-2020,2020/1/7 10:33,18:33:37,2.0.10.92,9,,,,,,9,1,2,9,70,74,78,81,85,89,93,96,100,,ProcTrial,,cyan,black,black,black,black,black,black,black,black,2449,ListSess,0,,-999999,50,43330,1,1051,44381,,,9,2,100,94,88,81,75,69,63,56,50,
SVO,25,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-01-07T10:33:37Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3507587</Frequency><Timestamp dt:dt=""r8"">114816665239</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-01-07T10:33:37Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",SVO-25-1,60.024,1.0.0.15,1,black,black,black,black,black,black,black,black,black,-1146764010,2.0.10.182,01-07-2020,2020/1/7 10:33,18:33:37,2.0.10.92,10,,,,,,10,1,2,10,70,74,78,81,85,89,93,96,100,,ProcTrial,,cyan,black,black,black,black,black,black,black,black,2236,ListSess,0,,-999999,67,45413,1,1264,46677,,,10,2,100,99,98,96,95,94,93,91,90,
SVO,25,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-01-07T10:33:37Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3507587</Frequency><Timestamp dt:dt=""r8"">114816665239</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-01-07T10:33:37Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",SVO-25-1,60.024,1.0.0.15,1,black,black,black,black,black,black,black,black,black,-1146764010,2.0.10.182,01-07-2020,2020/1/7 10:33,18:33:37,2.0.10.92,11,,,,,,11,1,2,11,100,96,93,89,85,81,78,74,70,,ProcTrial,,black,black,black,black,black,black,black,black,cyan,2105,ListSess,0,,-999999,67,48362,9,1395,49757,,,11,2,70,74,78,81,85,89,93,96,100,
SVO,25,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-01-07T10:33:37Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3507587</Frequency><Timestamp dt:dt=""r8"">114816665239</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-01-07T10:33:37Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",SVO-25-1,60.024,1.0.0.15,1,black,black,black,black,black,black,black,black,black,-1146764010,2.0.10.182,01-07-2020,2020/1/7 10:33,18:33:37,2.0.10.92,12,,,,,,12,1,2,12,100,99,98,96,95,94,93,91,90,,ProcTrial,,black,black,black,black,black,black,black,black,cyan,2299,ListSess,0,,-999999,83,51244,9,1201,52445,,,12,2,50,56,63,69,75,81,88,94,100,
SVO,25,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-01-07T10:33:37Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3507587</Frequency><Timestamp dt:dt=""r8"">114816665239</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-01-07T10:33:37Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",SVO-25-1,60.024,1.0.0.15,1,black,black,black,black,black,black,black,black,black,-1146764010,2.0.10.182,01-07-2020,2020/1/7 10:33,18:33:37,2.0.10.92,13,,,,,,13,1,2,13,100,94,88,81,75,69,63,56,50,,ProcTrial,,black,black,black,black,black,black,black,black,cyan,2551,ListSess,0,,-999999,66,53376,9,949,54325,,,13,2,50,56,63,69,75,81,88,94,100,
SVO,25,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-01-07T10:33:37Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3507587</Frequency><Timestamp dt:dt=""r8"">114816665239</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-01-07T10:33:37Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",SVO-25-1,60.024,1.0.0.15,1,black,black,black,black,black,black,black,black,black,-1146764010,2.0.10.182,01-07-2020,2020/1/7 10:33,18:33:37,2.0.10.92,14,,,,,,14,1,2,14,90,91,93,94,95,96,98,99,100,,ProcTrial,,cyan,black,black,black,black,black,black,black,black,2769,ListSess,0,,-999999,66,55242,1,731,55973,,,14,2,100,96,93,89,85,81,78,74,70,
SVO,25,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-01-07T10:33:37Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3507587</Frequency><Timestamp dt:dt=""r8"">114816665239</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-01-07T10:33:37Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",SVO-25-1,60.024,1.0.0.15,1,black,black,black,black,black,black,black,black,black,-1146764010,2.0.10.182,01-07-2020,2020/1/7 10:33,18:33:37,2.0.10.92,15,1,0.5,0,0.5,999,15,1,2,15,100,94,88,81,75,69,63,56,50,55.83333,ProcTrial,,black,black,black,black,black,black,black,black,cyan,2290,ListSess,0,,-999999,67,56875,9,1210,58085,0.1372549,3,15,2,90,91,93,94,95,96,98,99,100,92.5
SVO,26,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-01-07T12:05:25Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3507587</Frequency><Timestamp dt:dt=""r8"">134135551730</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-01-07T12:05:25Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",SVO-26-1,60.024,1.0.0.16,1,black,black,black,black,black,black,black,black,black,992263617,2.0.10.182,01-07-2020,2020/1/7 12:05,20:05:25,2.0.10.92,1,,,,,,1,1,2,1,85,76,68,59,50,41,33,24,15,,ProcTrial,,cyan,black,black,black,black,black,black,black,black,-3635,ListSess,0,,-999999,83,12137,1,7135,19272,,,1,1,85,85,85,85,85,85,85,85,85,
SVO,26,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-01-07T12:05:25Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3507587</Frequency><Timestamp dt:dt=""r8"">134135551730</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-01-07T12:05:25Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",SVO-26-1,60.024,1.0.0.16,1,black,black,black,black,black,black,black,black,black,992263617,2.0.10.182,01-07-2020,2020/1/7 12:05,20:05:25,2.0.10.92,2,,,,,,2,1,2,2,15,19,24,28,33,37,41,46,50,,ProcTrial,,black,black,black,black,black,black,black,black,cyan,-17348,ListSess,0,,-999999,67,21167,9,20848,42015,,,2,1,85,87,89,91,93,94,96,98,100,
SVO,26,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-01-07T12:05:25Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3507587</Frequency><Timestamp dt:dt=""r8"">134135551730</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-01-07T12:05:25Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",SVO-26-1,60.024,1.0.0.16,1,black,black,black,black,black,black,black,black,black,992263617,2.0.10.182,01-07-2020,2020/1/7 12:05,20:05:25,2.0.10.92,3,,,,,,3,1,2,3,100,98,96,94,93,91,89,87,85,,ProcTrial,,black,black,black,black,black,black,black,cyan,black,-9740,ListSess,0,,-999999,67,44191,8,13240,57431,,,3,1,50,54,59,63,68,72,76,81,85,
SVO,26,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-01-07T12:05:25Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3507587</Frequency><Timestamp dt:dt=""r8"">134135551730</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-01-07T12:05:25Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",SVO-26-1,60.024,1.0.0.16,1,black,black,black,black,black,black,black,black,black,992263617,2.0.10.182,01-07-2020,2020/1/7 12:05,20:05:25,2.0.10.92,4,,,,,,4,1,2,4,100,89,79,68,58,47,36,26,15,,ProcTrial,,black,black,black,black,cyan,black,black,black,black,-9825,ListSess,0,,-999999,67,58802,5,13325,72127,,,4,1,50,54,59,63,68,72,76,81,85,
SVO,26,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-01-07T12:05:25Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3507587</Frequency><Timestamp dt:dt=""r8"">134135551730</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-01-07T12:05:25Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",SVO-26-1,60.024,1.0.0.16,1,black,black,black,black,black,black,black,black,black,992263617,2.0.10.182,01-07-2020,2020/1/7 12:05,20:05:25,2.0.10.92,5,,,,,,5,1,2,5,50,56,63,69,75,81,88,94,100,,ProcTrial,,black,black,black,cyan,black,black,black,black,black,-5346,ListSess,0,,-999999,50,74096,4,8846,82942,,,5,1,100,94,88,81,75,69,63,56,50,
SVO,26,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-01-07T12:05:25Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3507587</Frequency><Timestamp dt:dt=""r8"">134135551730</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-01-07T12:05:25Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",SVO-26-1,60.024,1.0.0.16,1,black,black,black,black,black,black,black,black,black,992263617,2.0.10.182,01-07-2020,2020/1/7 12:05,20:05:25,2.0.10.92,6,,,,,,6,1,2,6,50,54,59,63,68,72,76,81,85,,ProcTrial,,black,black,black,black,black,black,black,cyan,black,-5447,ListSess,0,,-999999,50,83859,8,8947,92806,,,6,1,100,98,96,94,93,91,89,87,85,
SVO,26,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-01-07T12:05:25Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3507587</Frequency><Timestamp dt:dt=""r8"">134135551730</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-01-07T12:05:25Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",SVO-26-1,60.024,1.0.0.16,1,black,black,black,black,black,black,black,black,black,992263617,2.0.10.182,01-07-2020,2020/1/7 12:05,20:05:25,2.0.10.92,7,,,,,,7,1,2,7,50,56,63,69,75,81,88,94,100,,ProcTrial,,black,black,black,black,cyan,black,black,black,black,-1227,ListSess,0,,-999999,66,93671,5,4727,98398,,,7,2,100,96,93,89,85,81,78,74,70,
SVO,26,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-01-07T12:05:25Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3507587</Frequency><Timestamp dt:dt=""r8"">134135551730</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-01-07T12:05:25Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",SVO-26-1,60.024,1.0.0.16,1,black,black,black,black,black,black,black,black,black,992263617,2.0.10.182,01-07-2020,2020/1/7 12:05,20:05:25,2.0.10.92,8,,,,,,8,1,2,8,100,99,98,96,95,94,93,91,90,,ProcTrial,,black,black,black,cyan,black,black,black,black,black,-6421,ListSess,0,,-999999,116,99469,4,9921,109390,,,8,2,90,91,93,94,95,96,98,99,100,
SVO,26,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-01-07T12:05:25Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3507587</Frequency><Timestamp dt:dt=""r8"">134135551730</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-01-07T12:05:25Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",SVO-26-1,60.024,1.0.0.16,1,black,black,black,black,black,black,black,black,black,992263617,2.0.10.182,01-07-2020,2020/1/7 12:05,20:05:25,2.0.10.92,9,,,,,,9,1,2,9,70,74,78,81,85,89,93,96,100,,ProcTrial,black,black,black,cyan,black,black,black,black,black,black,2415,ListSess,0,,-999999,66,125992,3,1085,127077,,,9,2,100,94,88,81,75,69,63,56,50,
SVO,26,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-01-07T12:05:25Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3507587</Frequency><Timestamp dt:dt=""r8"">134135551730</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-01-07T12:05:25Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",SVO-26-1,60.024,1.0.0.16,1,black,black,black,black,black,black,black,black,black,992263617,2.0.10.182,01-07-2020,2020/1/7 12:05,20:05:25,2.0.10.92,10,,,,,,10,1,2,10,70,74,78,81,85,89,93,96,100,,ProcTrial,,black,black,black,black,black,black,cyan,black,black,-1712,ListSess,0,,-999999,83,128241,7,5212,133453,,,10,2,100,99,98,96,95,94,93,91,90,
SVO,26,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-01-07T12:05:25Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3507587</Frequency><Timestamp dt:dt=""r8"">134135551730</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-01-07T12:05:25Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",SVO-26-1,60.024,1.0.0.16,1,black,black,black,black,black,black,black,black,black,992263617,2.0.10.182,01-07-2020,2020/1/7 12:05,20:05:25,2.0.10.92,11,,,,,,11,1,2,11,100,96,93,89,85,81,78,74,70,,ProcTrial,,black,black,black,cyan,black,black,black,black,black,-5267,ListSess,0,,-999999,83,134638,4,8767,143405,,,11,2,70,74,78,81,85,89,93,96,100,
SVO,26,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-01-07T12:05:25Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3507587</Frequency><Timestamp dt:dt=""r8"">134135551730</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-01-07T12:05:25Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",SVO-26-1,60.024,1.0.0.16,1,black,black,black,black,black,black,black,black,black,992263617,2.0.10.182,01-07-2020,2020/1/7 12:05,20:05:25,2.0.10.92,12,,,,,,12,1,2,12,100,99,98,96,95,94,93,91,90,,ProcTrial,,black,black,black,black,black,black,black,cyan,black,73,ListSess,0,,-999999,50,144218,8,3427,147645,,,12,2,50,56,63,69,75,81,88,94,100,
SVO,26,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-01-07T12:05:25Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3507587</Frequency><Timestamp dt:dt=""r8"">134135551730</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-01-07T12:05:25Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",SVO-26-1,60.024,1.0.0.16,1,black,black,black,black,black,black,black,black,black,992263617,2.0.10.182,01-07-2020,2020/1/7 12:05,20:05:25,2.0.10.92,13,,,,,,13,1,2,13,100,94,88,81,75,69,63,56,50,,ProcTrial,,black,black,black,black,cyan,black,black,black,black,-2911,ListSess,0,,-999999,66,148466,5,6411,154877,,,13,2,50,56,63,69,75,81,88,94,100,
SVO,26,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-01-07T12:05:25Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3507587</Frequency><Timestamp dt:dt=""r8"">134135551730</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-01-07T12:05:25Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",SVO-26-1,60.024,1.0.0.16,1,black,black,black,black,black,black,black,black,black,992263617,2.0.10.182,01-07-2020,2020/1/7 12:05,20:05:25,2.0.10.92,14,,,,,,14,1,2,14,90,91,93,94,95,96,98,99,100,,ProcTrial,,black,black,black,cyan,black,black,black,black,black,-2471,ListSess,0,,-999999,66,155730,4,5971,161701,,,14,2,100,96,93,89,85,81,78,74,70,
SVO,26,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-01-07T12:05:25Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3507587</Frequency><Timestamp dt:dt=""r8"">134135551730</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-01-07T12:05:25Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",SVO-26-1,60.024,1.0.0.16,1,black,black,black,black,black,black,black,black,black,992263617,2.0.10.182,01-07-2020,2020/1/7 12:05,20:05:25,2.0.10.92,15,0.5,8.33E-02,0.5,0.2916667,0.2222222,15,1,2,15,100,94,88,81,75,69,63,56,50,71.66666,ProcTrial,,black,black,cyan,black,black,black,black,black,black,-2202,ListSess,0,,-999999,66,163110,3,5702,168812,0.6435643,2,15,2,90,91,93,94,95,96,98,99,100,83.66666
SVO,27,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-01-08T07:15:31Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3507558</Frequency><Timestamp dt:dt=""r8"">11161864577</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-01-08T07:15:31Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",SVO-27-1,60.023,1.0.0.17,1,black,black,black,black,black,black,black,black,black,-1722332688,2.0.10.182,01-08-2020,2020/1/8 7:15,15:15:32,2.0.10.92,1,,,,,,1,1,2,1,85,76,68,59,50,41,33,24,15,,ProcTrial,,cyan,black,black,black,black,black,black,black,black,1911,ListSess,0,,-999999,67,8007,1,1589,9596,,,1,1,85,85,85,85,85,85,85,85,85,
SVO,27,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-01-08T07:15:31Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3507558</Frequency><Timestamp dt:dt=""r8"">11161864577</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-01-08T07:15:31Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",SVO-27-1,60.023,1.0.0.17,1,black,black,black,black,black,black,black,black,black,-1722332688,2.0.10.182,01-08-2020,2020/1/8 7:15,15:15:32,2.0.10.92,2,,,,,,2,1,2,2,15,19,24,28,33,37,41,46,50,,ProcTrial,,black,black,black,black,black,black,black,black,cyan,-3594,ListSess,0,,-999999,66,10822,9,7094,17916,,,2,1,85,87,89,91,93,94,96,98,100,
SVO,27,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-01-08T07:15:31Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3507558</Frequency><Timestamp dt:dt=""r8"">11161864577</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-01-08T07:15:31Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",SVO-27-1,60.023,1.0.0.17,1,black,black,black,black,black,black,black,black,black,-1722332688,2.0.10.182,01-08-2020,2020/1/8 7:15,15:15:32,2.0.10.92,3,,,,,,3,1,2,3,100,98,96,94,93,91,89,87,85,,ProcTrial,,black,black,black,black,black,black,black,black,cyan,-570,ListSess,0,,-999999,66,19902,9,4070,23972,,,3,1,50,54,59,63,68,72,76,81,85,
SVO,27,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-01-08T07:15:31Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3507558</Frequency><Timestamp dt:dt=""r8"">11161864577</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-01-08T07:15:31Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",SVO-27-1,60.023,1.0.0.17,1,black,black,black,black,black,black,black,black,black,-1722332688,2.0.10.182,01-08-2020,2020/1/8 7:15,15:15:32,2.0.10.92,4,,,,,,4,1,2,4,100,89,79,68,58,47,36,26,15,,ProcTrial,,cyan,black,black,black,black,black,black,black,black,91,ListSess,0,,-999999,67,25067,1,3409,28476,,,4,1,50,54,59,63,68,72,76,81,85,
