ExperimentName,Subject,Session,Clock.Information,DataFile.Basename,Display.RefreshRate,ExperimentVersion,Group,R1Color[Session],R2Color[Session],R3Color[Session],R4Color[Session],R5Color[Session],R6Color[Session],R7Color[Session],R8Color[Session],R9Color[Session],RandomSeed,RuntimeVersion,SessionDate,SessionStartDateTimeUtc,SessionTime,StudioVersion,Block,DAL,DIA,DIC,DJG,IA_Index,ListQues,ListSess,ListSess.Cycle,ListSess.Sample,other1,other2,other3,other4,other5,other6,other7,other8,other9,otherScore,Procedure,R0Color,R1Color[Block],R2Color[Block],R3Color[Block],R4Color[Block],R5Color[Block],R6Color[Block],R7Color[Block],R8Color[Block],R9Color[Block],RespDur,Running,SlideTarget.ACC,SlideTarget.CRESP,SlideTarget.DurationError,SlideTarget.OnsetDelay,SlideTarget.OnsetTime,SlideTarget.RESP,SlideTarget.RT,SlideTarget.RTTime,SVO_angle,SVO_type,Trialnum,version,you1,you2,you3,you4,you5,you6,you7,you8,you9,yourScore
SVO,52,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-11-21T02:47:45Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3215292</Frequency><Timestamp dt:dt=""r8"">18537479503</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-11-21T02:47:45Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",SVO-52-1,60.005,1.0.0.11,1,black,black,black,black,black,black,black,black,black,1358249760,2.0.10.182,11-21-2020,2020/11/21 2:47,10:47:46,2.0.10.92,4,,,,,,4,1,2,4,100,89,79,68,58,47,36,26,15,,ProcTrial,,black,black,black,black,cyan,black,black,black,black,-3168,ListSess,0,,-999999,67,85308,5,6668,91976,,,4,1,50,54,59,63,68,72,76,81,85,
SVO,52,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-11-21T02:47:45Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3215292</Frequency><Timestamp dt:dt=""r8"">18537479503</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-11-21T02:47:45Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",SVO-52-1,60.005,1.0.0.11,1,black,black,black,black,black,black,black,black,black,1358249760,2.0.10.182,11-21-2020,2020/11/21 2:47,10:47:46,2.0.10.92,5,,,,,,5,1,2,5,50,56,63,69,75,81,88,94,100,,ProcTrial,,black,black,black,cyan,black,black,black,black,black,-5905,ListSess,0,,-999999,67,93074,4,9405,102479,,,5,1,100,94,88,81,75,69,63,56,50,
SVO,52,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-11-21T02:47:45Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3215292</Frequency><Timestamp dt:dt=""r8"">18537479503</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-11-21T02:47:45Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",SVO-52-1,60.005,1.0.0.11,1,black,black,black,black,black,black,black,black,black,1358249760,2.0.10.182,11-21-2020,2020/11/21 2:47,10:47:46,2.0.10.92,6,,,,,,6,1,2,6,50,54,59,63,68,72,76,81,85,,ProcTrial,,black,black,black,black,black,black,black,cyan,black,-3670,ListSess,0,,-999999,67,104173,8,7170,111343,,,6,1,100,98,96,94,93,91,89,87,85,
SVO,52,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-11-21T02:47:45Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3215292</Frequency><Timestamp dt:dt=""r8"">18537479503</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-11-21T02:47:45Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",SVO-52-1,60.005,1.0.0.11,1,black,black,black,black,black,black,black,black,black,1358249760,2.0.10.182,11-21-2020,2020/11/21 2:47,10:47:46,2.0.10.92,7,,,,,,7,1,2,7,50,56,63,69,75,81,88,94,100,,ProcTrial,,black,black,black,black,cyan,black,black,black,black,-4032,ListSess,0,,-999999,67,112939,5,7532,120471,,,7,2,100,96,93,89,85,81,78,74,70,
SVO,52,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-11-21T02:47:45Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3215292</Frequency><Timestamp dt:dt=""r8"">18537479503</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-11-21T02:47:45Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",SVO-52-1,60.005,1.0.0.11,1,black,black,black,black,black,black,black,black,black,1358249760,2.0.10.182,11-21-2020,2020/11/21 2:47,10:47:46,2.0.10.92,8,,,,,,8,1,2,8,100,99,98,96,95,94,93,91,90,,ProcTrial,,black,black,black,black,black,cyan,black,black,black,-2427,ListSess,0,,-999999,66,121488,6,5927,127415,,,8,2,90,91,93,94,95,96,98,99,100,
SVO,52,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-11-21T02:47:45Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3215292</Frequency><Timestamp dt:dt=""r8"">18537479503</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-11-21T02:47:45Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",SVO-52-1,60.005,1.0.0.11,1,black,black,black,black,black,black,black,black,black,1358249760,2.0.10.182,11-21-2020,2020/11/21 2:47,10:47:46,2.0.10.92,9,,,,,,9,1,2,9,70,74,78,81,85,89,93,96,100,,ProcTrial,black,black,black,black,black,cyan,black,black,black,black,2226,ListSess,0,,-999999,69,144020,5,1274,145294,,,9,2,100,94,88,81,75,69,63,56,50,
SVO,52,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-11-21T02:47:45Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3215292</Frequency><Timestamp dt:dt=""r8"">18537479503</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-11-21T02:47:45Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",SVO-52-1,60.005,1.0.0.11,1,black,black,black,black,black,black,black,black,black,1358249760,2.0.10.182,11-21-2020,2020/11/21 2:47,10:47:46,2.0.10.92,10,,,,,,10,1,2,10,70,74,78,81,85,89,93,96,100,,ProcTrial,black,black,black,black,black,black,cyan,black,black,black,3079,ListSess,0,,-999999,67,158169,6,421,158590,,,10,2,100,99,98,96,95,94,93,91,90,
SVO,52,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-11-21T02:47:45Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3215292</Frequency><Timestamp dt:dt=""r8"">18537479503</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-11-21T02:47:45Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",SVO-52-1,60.005,1.0.0.11,1,black,black,black,black,black,black,black,black,black,1358249760,2.0.10.182,11-21-2020,2020/11/21 2:47,10:47:46,2.0.10.92,11,,,,,,11,1,2,11,100,96,93,89,85,81,78,74,70,,ProcTrial,,black,black,black,cyan,black,black,black,black,black,-4156,ListSess,0,,-999999,67,159702,4,7656,167358,,,11,2,70,74,78,81,85,89,93,96,100,
SVO,52,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-11-21T02:47:45Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3215292</Frequency><Timestamp dt:dt=""r8"">18537479503</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-11-21T02:47:45Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",SVO-52-1,60.005,1.0.0.11,1,black,black,black,black,black,black,black,black,black,1358249760,2.0.10.182,11-21-2020,2020/11/21 2:47,10:47:46,2.0.10.92,12,,,,,,12,1,2,12,100,99,98,96,95,94,93,91,90,,ProcTrial,,black,black,black,black,black,black,black,cyan,black,-4163,ListSess,0,,-999999,66,168351,8,7663,176014,,,12,2,50,56,63,69,75,81,88,94,100,
SVO,52,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-11-21T02:47:45Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3215292</Frequency><Timestamp dt:dt=""r8"">18537479503</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-11-21T02:47:45Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",SVO-52-1,60.005,1.0.0.11,1,black,black,black,black,black,black,black,black,black,1358249760,2.0.10.182,11-21-2020,2020/11/21 2:47,10:47:46,2.0.10.92,13,,,,,,13,1,2,13,100,94,88,81,75,69,63,56,50,,ProcTrial,,black,black,black,black,black,cyan,black,black,black,-8336,ListSess,0,,-999999,66,177017,6,11836,188853,,,13,2,50,56,63,69,75,81,88,94,100,
SVO,52,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-11-21T02:47:45Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3215292</Frequency><Timestamp dt:dt=""r8"">18537479503</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-11-21T02:47:45Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",SVO-52-1,60.005,1.0.0.11,1,black,black,black,black,black,black,black,black,black,1358249760,2.0.10.182,11-21-2020,2020/11/21 2:47,10:47:46,2.0.10.92,14,,,,,,14,1,2,14,90,91,93,94,95,96,98,99,100,,ProcTrial,,black,cyan,black,black,black,black,black,black,black,-3865,ListSess,0,,-999999,67,189800,2,7365,197165,,,14,2,100,96,93,89,85,81,78,74,70,
SVO,52,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-11-21T02:47:45Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3215292</Frequency><Timestamp dt:dt=""r8"">18537479503</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-11-21T02:47:45Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",SVO-52-1,60.005,1.0.0.11,1,black,black,black,black,black,black,black,black,black,1358249760,2.0.10.182,11-21-2020,2020/11/21 2:47,10:47:46,2.0.10.92,15,0.5555556,0.1111111,0.4444444,0.3125,0.2622951,15,1,2,15,100,94,88,81,75,69,63,56,50,65.5,ProcTrial,,black,black,cyan,black,black,black,black,black,black,-1065,ListSess,0,,-999999,66,198032,3,4565,202597,0.4514563,2,15,2,90,91,93,94,95,96,98,99,100,84.33334
SVO,53,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-11-21T03:57:01Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3215292</Frequency><Timestamp dt:dt=""r8"">31899069033</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-11-21T03:57:01Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",SVO-53-1,60.005,1.0.0.11,1,black,black,black,black,black,black,black,black,black,1834904166,2.0.10.182,11-21-2020,2020/11/21 3:57,11:57:01,2.0.10.92,1,,,,,,1,1,2,1,85,76,68,59,50,41,33,24,15,,ProcTrial,,cyan,black,black,black,black,black,black,black,black,-44304,ListSess,0,,-999999,83,38472,1,47804,86276,,,1,1,85,85,85,85,85,85,85,85,85,
SVO,53,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-11-21T03:57:01Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3215292</Frequency><Timestamp dt:dt=""r8"">31899069033</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-11-21T03:57:01Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",SVO-53-1,60.005,1.0.0.11,1,black,black,black,black,black,black,black,black,black,1834904166,2.0.10.182,11-21-2020,2020/11/21 3:57,11:57:01,2.0.10.92,2,,,,,,2,1,2,2,15,19,24,28,33,37,41,46,50,,ProcTrial,,black,black,black,black,black,black,black,black,cyan,-10419,ListSess,0,,-999999,66,89501,9,13919,103420,,,2,1,85,87,89,91,93,94,96,98,100,
SVO,53,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-11-21T03:57:01Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3215292</Frequency><Timestamp dt:dt=""r8"">31899069033</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-11-21T03:57:01Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",SVO-53-1,60.005,1.0.0.11,1,black,black,black,black,black,black,black,black,black,1834904166,2.0.10.182,11-21-2020,2020/11/21 3:57,11:57:01,2.0.10.92,3,,,,,,3,1,2,3,100,98,96,94,93,91,89,87,85,,ProcTrial,,black,black,black,black,black,black,black,cyan,black,-5999,ListSess,0,,-999999,67,105817,8,9499,115316,,,3,1,50,54,59,63,68,72,76,81,85,
SVO,53,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-11-21T03:57:01Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3215292</Frequency><Timestamp dt:dt=""r8"">31899069033</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-11-21T03:57:01Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",SVO-53-1,60.005,1.0.0.11,1,black,black,black,black,black,black,black,black,black,1834904166,2.0.10.182,11-21-2020,2020/11/21 3:57,11:57:01,2.0.10.92,4,,,,,,4,1,2,4,100,89,79,68,58,47,36,26,15,,ProcTrial,,black,black,black,black,black,black,black,cyan,black,-14984,ListSess,0,,-999999,67,116599,8,18484,135083,,,4,1,50,54,59,63,68,72,76,81,85,
SVO,53,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-11-21T03:57:01Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3215292</Frequency><Timestamp dt:dt=""r8"">31899069033</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-11-21T03:57:01Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",SVO-53-1,60.005,1.0.0.11,1,black,black,black,black,black,black,black,black,black,1834904166,2.0.10.182,11-21-2020,2020/11/21 3:57,11:57:01,2.0.10.92,5,,,,,,5,1,2,5,50,56,63,69,75,81,88,94,100,,ProcTrial,,black,black,cyan,black,black,black,black,black,black,-5467,ListSess,0,,-999999,66,136164,3,8967,145131,,,5,1,100,94,88,81,75,69,63,56,50,
SVO,53,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-11-21T03:57:01Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3215292</Frequency><Timestamp dt:dt=""r8"">31899069033</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-11-21T03:57:01Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",SVO-53-1,60.005,1.0.0.11,1,black,black,black,black,black,black,black,black,black,1834904166,2.0.10.182,11-21-2020,2020/11/21 3:57,11:57:01,2.0.10.92,6,,,,,,6,1,2,6,50,54,59,63,68,72,76,81,85,,ProcTrial,,black,black,black,black,black,black,cyan,black,black,-5295,ListSess,0,,-999999,67,146480,7,8795,155275,,,6,1,100,98,96,94,93,91,89,87,85,
SVO,53,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-11-21T03:57:01Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3215292</Frequency><Timestamp dt:dt=""r8"">31899069033</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-11-21T03:57:01Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",SVO-53-1,60.005,1.0.0.11,1,black,black,black,black,black,black,black,black,black,1834904166,2.0.10.182,11-21-2020,2020/11/21 3:57,11:57:01,2.0.10.92,7,,,,,,7,1,2,7,50,56,63,69,75,81,88,94,100,,ProcTrial,,black,cyan,black,black,black,black,black,black,black,-6722,ListSess,0,,-999999,66,156212,2,10222,166434,,,7,2,100,96,93,89,85,81,78,74,70,
SVO,53,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-11-21T03:57:01Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3215292</Frequency><Timestamp dt:dt=""r8"">31899069033</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-11-21T03:57:01Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",SVO-53-1,60.005,1.0.0.11,1,black,black,black,black,black,black,black,black,black,1834904166,2.0.10.182,11-21-2020,2020/11/21 3:57,11:57:01,2.0.10.92,8,,,,,,8,1,2,8,100,99,98,96,95,94,93,91,90,,ProcTrial,,black,black,black,black,black,black,black,black,cyan,-3445,ListSess,0,,-999999,67,167545,9,6945,174490,,,8,2,90,91,93,94,95,96,98,99,100,
SVO,53,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-11-21T03:57:01Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3215292</Frequency><Timestamp dt:dt=""r8"">31899069033</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-11-21T03:57:01Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",SVO-53-1,60.005,1.0.0.11,1,black,black,black,black,black,black,black,black,black,1834904166,2.0.10.182,11-21-2020,2020/11/21 3:57,11:57:01,2.0.10.92,9,,,,,,9,1,2,9,70,74,78,81,85,89,93,96,100,,ProcTrial,,black,cyan,black,black,black,black,black,black,black,-5062,ListSess,0,,-999999,67,175528,2,8562,184090,,,9,2,100,94,88,81,75,69,63,56,50,
SVO,53,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-11-21T03:57:01Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3215292</Frequency><Timestamp dt:dt=""r8"">31899069033</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-11-21T03:57:01Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",SVO-53-1,60.005,1.0.0.11,1,black,black,black,black,black,black,black,black,black,1834904166,2.0.10.182,11-21-2020,2020/11/21 3:57,11:57:01,2.0.10.92,10,,,,,,10,1,2,10,70,74,78,81,85,89,93,96,100,,ProcTrial,,black,black,cyan,black,black,black,black,black,black,-2435,ListSess,0,,-999999,66,185043,3,5935,190978,,,10,2,100,99,98,96,95,94,93,91,90,
SVO,53,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-11-21T03:57:01Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3215292</Frequency><Timestamp dt:dt=""r8"">31899069033</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-11-21T03:57:01Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",SVO-53-1,60.005,1.0.0.11,1,black,black,black,black,black,black,black,black,black,1834904166,2.0.10.182,11-21-2020,2020/11/21 3:57,11:57:01,2.0.10.92,11,,,,,,11,1,2,11,100,96,93,89,85,81,78,74,70,,ProcTrial,,black,black,black,black,black,black,black,black,cyan,-3599,ListSess,0,,-999999,67,191943,9,7099,199042,,,11,2,70,74,78,81,85,89,93,96,100,
SVO,53,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-11-21T03:57:01Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3215292</Frequency><Timestamp dt:dt=""r8"">31899069033</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-11-21T03:57:01Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",SVO-53-1,60.005,1.0.0.11,1,black,black,black,black,black,black,black,black,black,1834904166,2.0.10.182,11-21-2020,2020/11/21 3:57,11:57:01,2.0.10.92,12,,,,,,12,1,2,12,100,99,98,96,95,94,93,91,90,,ProcTrial,,black,black,black,black,black,black,black,black,cyan,715,ListSess,0,,-999999,67,200009,9,2785,202794,,,12,2,50,56,63,69,75,81,88,94,100,
SVO,53,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-11-21T03:57:01Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3215292</Frequency><Timestamp dt:dt=""r8"">31899069033</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-11-21T03:57:01Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",SVO-53-1,60.005,1.0.0.11,1,black,black,black,black,black,black,black,black,black,1834904166,2.0.10.182,11-21-2020,2020/11/21 3:57,11:57:01,2.0.10.92,13,,,,,,13,1,2,13,100,94,88,81,75,69,63,56,50,,ProcTrial,,black,black,black,black,black,black,cyan,black,black,-9727,ListSess,0,,-999999,67,203742,7,13227,216969,,,13,2,50,56,63,69,75,81,88,94,100,
SVO,53,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-11-21T03:57:01Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3215292</Frequency><Timestamp dt:dt=""r8"">31899069033</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-11-21T03:57:01Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",SVO-53-1,60.005,1.0.0.11,1,black,black,black,black,black,black,black,black,black,1834904166,2.0.10.182,11-21-2020,2020/11/21 3:57,11:57:01,2.0.10.92,14,,,,,,14,1,2,14,90,91,93,94,95,96,98,99,100,,ProcTrial,,cyan,black,black,black,black,black,black,black,black,708,ListSess,0,,-999999,67,217841,1,2792,220633,,,14,2,100,96,93,89,85,81,78,74,70,
