Subject	SessionDate	SessionTime	Block	choose	outcome	partnerlabel	slideInvestment.RT	targettext
189	08-03-2021	10:57:28	1					
189	08-03-2021	10:57:28	2	独占	DD	人	2816.0	5.0
189	08-03-2021	10:57:28	3	分享	CD	人	4635.0	1.0
189	08-03-2021	10:57:28	4	独占	DC	人	1138.0	5.0
189	08-03-2021	10:57:28	5	独占	DC	人	6710.0	5.0
189	08-03-2021	10:57:28	6	独占	DC	人	4614.0	5.0
189	08-03-2021	10:57:28	7	独占	DC	人	2140.0	5.0
189	08-03-2021	10:57:28	8	独占	DD	人	1045.0	3.0
189	08-03-2021	10:57:28	9	独占	DD	人	1788.0	3.0
189	08-03-2021	10:57:28	10	独占	DC	人	1382.0	3.0
189	08-03-2021	10:57:28	11	独占	DD	人	2451.0	3.0
189	08-03-2021	10:57:28	12					
189	08-03-2021	10:57:28	13					
189	08-03-2021	10:57:28	14	独占	DC	电脑	2232.0	3.0
189	08-03-2021	10:57:28	15	独占	DD	电脑	489.0	3.0
189	08-03-2021	10:57:28	16	独占	DD	电脑	655.0	3.0
189	08-03-2021	10:57:28	17	独占	DC	电脑	53.0	3.0
189	08-03-2021	10:57:28	18	独占	DC	电脑	2550.0	3.0
189	08-03-2021	10:57:28	19	独占	DC	电脑	1385.0	3.0
189	08-03-2021	10:57:28	20	独占	DD	电脑	1557.0	3.0
189	08-03-2021	10:57:28	21	分享	CD	电脑	2185.0	3.0
189	08-03-2021	10:57:28	22	分享	CD	电脑	535.0	3.0
189	08-03-2021	10:57:28	23	分享	CC	电脑	165.0	3.0
189	08-03-2021	10:57:28	24					
189	08-03-2021	10:57:28	25					
189	08-03-2021	10:57:28	26	独占	DC	人	747.0	5.0
189	08-03-2021	10:57:28	27	独占	DD	人	2028.0	3.0
189	08-03-2021	10:57:28	28	独占	DD	人	6327.0	5.0
189	08-03-2021	10:57:28	29	独占	DD	人	756.0	5.0
189	08-03-2021	10:57:28	30	独占	DC	人	1426.0	3.0
189	08-03-2021	10:57:28	31	独占	DC	人	1752.0	5.0
189	08-03-2021	10:57:28	32	独占	DC	人	1032.0	3.0
189	08-03-2021	10:57:28	33	独占	DC	人	899.0	3.0
189	08-03-2021	10:57:28	34	独占	DD	人	553.0	3.0
189	08-03-2021	10:57:28	35	独占	DD	人	1326.0	4.0
189	08-03-2021	10:57:28	36					
189	08-03-2021	10:57:28	37					
189	08-03-2021	10:57:28	38	独占	DD	电脑	1428.0	3.0
189	08-03-2021	10:57:28	39	分享	CC	电脑	2369.0	3.0
189	08-03-2021	10:57:28	40	独占	DD	电脑	983.0	3.0
189	08-03-2021	10:57:28	41	独占	DD	电脑	192.0	4.0
189	08-03-2021	10:57:28	42	独占	DC	电脑	1187.0	3.0
189	08-03-2021	10:57:28	43	独占	DC	电脑	271.0	3.0
189	08-03-2021	10:57:28	44	分享	CD	电脑	993.0	4.0
189	08-03-2021	10:57:28	45	独占	DC	电脑	851.0	3.0
189	08-03-2021	10:57:28	46	独占	DD	电脑	821.0	3.0
189	08-03-2021	10:57:28	47	独占	DC	电脑	91.0	5.0
