Subject	SessionDate	SessionTime	Block	choose	outcome	partnerlabel	slideInvestment.RT	targettext
152	07-31-2021	15:52:12	1					
152	07-31-2021	15:52:12	2	独占	DD	人	5017.0	4.0
152	07-31-2021	15:52:12	3	分享	CC	人	2890.0	3.0
152	07-31-2021	15:52:12	4	独占	DD	人	5875.0	3.0
152	07-31-2021	15:52:12	5	独占	DD	人	4843.0	3.0
152	07-31-2021	15:52:12	6	独占	DD	人	2435.0	3.0
152	07-31-2021	15:52:12	7	独占	DD	人	1604.0	4.0
152	07-31-2021	15:52:12	8	独占	DC	人	756.0	4.0
152	07-31-2021	15:52:12	9	独占	DC	人	836.0	3.0
152	07-31-2021	15:52:12	10	独占	DD	人	879.0	3.0
152	07-31-2021	15:52:12	11	独占	DC	人	3245.0	4.0
152	07-31-2021	15:52:12	12					
152	07-31-2021	15:52:12	13					
152	07-31-2021	15:52:12	14	独占	DC	电脑	3953.0	3.0
152	07-31-2021	15:52:12	15	分享	CC	电脑	3187.0	3.0
152	07-31-2021	15:52:12	16	独占	DC	电脑	545.0	3.0
152	07-31-2021	15:52:12	17	独占	DD	电脑	559.0	4.0
152	07-31-2021	15:52:12	18	独占	DD	电脑	719.0	4.0
152	07-31-2021	15:52:12	19	独占	DD	电脑	852.0	4.0
152	07-31-2021	15:52:12	20	独占	DD	电脑	501.0	4.0
152	07-31-2021	15:52:12	21	独占	DC	电脑	461.0	4.0
152	07-31-2021	15:52:12	22	独占	DD	电脑	435.0	4.0
152	07-31-2021	15:52:12	23	独占	DC	电脑	1600.0	4.0
152	07-31-2021	15:52:12	24					
152	07-31-2021	15:52:12	25					
152	07-31-2021	15:52:12	26	独占	DD	人	487.0	4.0
152	07-31-2021	15:52:12	27	独占	DD	人	1464.0	3.0
152	07-31-2021	15:52:12	28	独占	DC	人	376.0	4.0
152	07-31-2021	15:52:12	29	独占	DD	人	816.0	4.0
152	07-31-2021	15:52:12	30	独占	DC	人	498.0	4.0
152	07-31-2021	15:52:12	31	独占	DC	人	791.0	4.0
152	07-31-2021	15:52:12	32	独占	DC	人	699.0	4.0
152	07-31-2021	15:52:12	33	独占	DC	人	917.0	4.0
152	07-31-2021	15:52:12	34	独占	DC	人	457.0	4.0
152	07-31-2021	15:52:12	35	独占	DD	人	868.0	4.0
152	07-31-2021	15:52:12	36					
152	07-31-2021	15:52:12	37					
152	07-31-2021	15:52:12	38	独占	DC	电脑	647.0	4.0
152	07-31-2021	15:52:12	39	独占	DC	电脑	1369.0	4.0
152	07-31-2021	15:52:12	40	独占	DD	电脑	2548.0	4.0
152	07-31-2021	15:52:12	41	独占	DC	电脑	855.0	4.0
152	07-31-2021	15:52:12	42	独占	DC	电脑	959.0	4.0
152	07-31-2021	15:52:12	43	独占	DC	电脑	541.0	4.0
152	07-31-2021	15:52:12	44	独占	DD	电脑	510.0	4.0
152	07-31-2021	15:52:12	45	独占	DD	电脑	681.0	4.0
152	07-31-2021	15:52:12	46	独占	DD	电脑	770.0	4.0
152	07-31-2021	15:52:12	47	独占	DD	电脑	785.0	4.0
