Subject	SessionDate	SessionTime	Block	choose	outcome	partnerlabel	slideInvestment.RT	targettext
259	11-27-2021	11:19:32	1					
259	11-27-2021	11:19:32	2	分享	CC	人	13306.0	5.0
259	11-27-2021	11:19:32	3	独占	DC	人	9374.0	4.0
259	11-27-2021	11:19:32	4	分享	CC	人	7491.0	5.0
259	11-27-2021	11:19:32	5	分享	CD	人	3759.0	4.0
259	11-27-2021	11:19:32	6	分享	CC	人	4885.0	5.0
259	11-27-2021	11:19:32	7	分享	CC	人	6551.0	5.0
259	11-27-2021	11:19:32	8	独占	DD	人	4096.0	3.0
259	11-27-2021	11:19:32	9	分享	CD	人	7047.0	2.0
259	11-27-2021	11:19:32	10	分享	CD	人	4581.0	2.0
259	11-27-2021	11:19:32	11	独占	DD	人	3265.0	4.0
259	11-27-2021	11:19:32	12					
259	11-27-2021	11:19:32	13					
259	11-27-2021	11:19:32	14	独占	DD	电脑	4791.0	2.0
259	11-27-2021	11:19:32	15	独占	DD	电脑	2882.0	3.0
259	11-27-2021	11:19:32	16	分享	CD	电脑	4189.0	2.0
259	11-27-2021	11:19:32	17	独占	DD	电脑	2774.0	3.0
259	11-27-2021	11:19:32	18	独占	DC	电脑	2300.0	3.0
259	11-27-2021	11:19:32	19	分享	CC	电脑	1750.0	5.0
259	11-27-2021	11:19:32	20	分享	CD	电脑	1533.0	1.0
259	11-27-2021	11:19:32	21	独占	DC	电脑	2368.0	3.0
259	11-27-2021	11:19:32	22	独占	DD	电脑	2000.0	3.0
259	11-27-2021	11:19:32	23	分享	CD	电脑	4024.0	2.0
259	11-27-2021	11:19:32	24					
259	11-27-2021	11:19:32	25					
259	11-27-2021	11:19:32	26	分享	CC	人	10171.0	5.0
259	11-27-2021	11:19:32	27	分享	CC	人	11955.0	5.0
259	11-27-2021	11:19:32	28	独占	DD	人	2411.0	4.0
259	11-27-2021	11:19:32	29	独占	DD	人	2647.0	3.0
259	11-27-2021	11:19:32	30	分享	CC	人	1890.0	3.0
259	11-27-2021	11:19:32	31	分享	CC	人	6343.0	5.0
259	11-27-2021	11:19:32	32	独占	DD	人	3958.0	4.0
259	11-27-2021	11:19:32	33	分享	CC	人	24293.0	5.0
259	11-27-2021	11:19:32	34	独占	DD	人	3663.0	3.0
259	11-27-2021	11:19:32	35	独占	DD	人	3267.0	3.0
259	11-27-2021	11:19:32	36					
259	11-27-2021	11:19:32	37					
259	11-27-2021	11:19:32	38	独占	DD	电脑	2964.0	4.0
259	11-27-2021	11:19:32	39	独占	DC	电脑	1681.0	4.0
259	11-27-2021	11:19:32	40	分享	CC	电脑	2120.0	5.0
259	11-27-2021	11:19:32	41	分享	CD	电脑	2543.0	2.0
259	11-27-2021	11:19:32	42	独占	DD	电脑	3445.0	4.0
259	11-27-2021	11:19:32	43	独占	DC	电脑	2868.0	2.0
259	11-27-2021	11:19:32	44	分享	CC	电脑	1591.0	5.0
259	11-27-2021	11:19:32	45	独占	DC	电脑	4614.0	2.0
259	11-27-2021	11:19:32	46	分享	CC	电脑	2378.0	5.0
259	11-27-2021	11:19:32	47	独占	DC	电脑	2294.0	4.0
