Subject	SessionDate	SessionTime	Block	choose	outcome	partnerlabel	slideInvestment.RT	targettext
143	02-08-2021	14:46:24	1					
143	02-08-2021	14:46:24	2	独占	DC	人	3555.0	5.0
143	02-08-2021	14:46:24	3	独占	DD	人	5076.0	3.0
143	02-08-2021	14:46:24	4	独占	DC	人	5897.0	5.0
143	02-08-2021	14:46:24	5	分享	CD	人	9260.0	3.0
143	02-08-2021	14:46:24	6	独占	DD	人	3091.0	3.0
143	02-08-2021	14:46:24	7	独占	DD	人	2179.0	3.0
143	02-08-2021	14:46:24	8	独占	DC	人	1726.0	3.0
143	02-08-2021	14:46:24	9	独占	DC	人	1113.0	3.0
143	02-08-2021	14:46:24	10	独占	DC	人	1154.0	3.0
143	02-08-2021	14:46:24	11	独占	DD	人	1188.0	3.0
143	02-08-2021	14:46:24	12					
143	02-08-2021	14:46:24	13					
143	02-08-2021	14:46:24	14	独占	DD	电脑	1036.0	3.0
143	02-08-2021	14:46:24	15	独占	DC	电脑	1253.0	5.0
143	02-08-2021	14:46:24	16	独占	DC	电脑	1636.0	3.0
143	02-08-2021	14:46:24	17	独占	DC	电脑	2344.0	5.0
143	02-08-2021	14:46:24	18	独占	DD	电脑	2495.0	3.0
143	02-08-2021	14:46:24	19	独占	DD	电脑	1517.0	4.0
143	02-08-2021	14:46:24	20	独占	DC	电脑	2856.0	3.0
143	02-08-2021	14:46:24	21	独占	DC	电脑	1341.0	1.0
143	02-08-2021	14:46:24	22	独占	DD	电脑	2006.0	4.0
143	02-08-2021	14:46:24	23	独占	DC	电脑	1225.0	4.0
143	02-08-2021	14:46:24	24					
143	02-08-2021	14:46:24	25					
143	02-08-2021	14:46:24	26	独占	DD	人	1847.0	4.0
143	02-08-2021	14:46:24	27	独占	DC	人	1368.0	4.0
143	02-08-2021	14:46:24	28	独占	DC	人	875.0	4.0
143	02-08-2021	14:46:24	29	独占	DD	人	2090.0	4.0
143	02-08-2021	14:46:24	30	独占	DC	人	1794.0	4.0
143	02-08-2021	14:46:24	31	独占	DD	人	932.0	3.0
143	02-08-2021	14:46:24	32	独占	DC	人	2245.0	4.0
143	02-08-2021	14:46:24	33	独占	DC	人	1007.0	4.0
143	02-08-2021	14:46:24	34	独占	DD	人	1001.0	4.0
143	02-08-2021	14:46:24	35	独占	DD	人	1575.0	4.0
143	02-08-2021	14:46:24	36					
143	02-08-2021	14:46:24	37					
143	02-08-2021	14:46:24	38	独占	DD	电脑	1125.0	4.0
143	02-08-2021	14:46:24	39	独占	DD	电脑	630.0	5.0
143	02-08-2021	14:46:24	40	独占	DD	电脑	1193.0	3.0
143	02-08-2021	14:46:24	41	独占	DC	电脑	408.0	4.0
143	02-08-2021	14:46:24	42	独占	DC	电脑	1371.0	4.0
143	02-08-2021	14:46:24	43	独占	DC	电脑	1420.0	4.0
143	02-08-2021	14:46:24	44	独占	DD	电脑	1251.0	5.0
143	02-08-2021	14:46:24	45	独占	DC	电脑	454.0	4.0
143	02-08-2021	14:46:24	46	独占	DD	电脑	1227.0	4.0
143	02-08-2021	14:46:24	47	独占	DD	电脑	905.0	3.0
