Subject	SessionDate	SessionTime	Block	choose	outcome	partnerlabel	slideInvestment.RT	targettext
36	07-31-2018	15:03:44	1					
36	07-31-2018	15:03:44	2	独占	DC	人	1163.0	2.0
36	07-31-2018	15:03:44	3	分享	CD	人	1989.0	1.0
36	07-31-2018	15:03:44	4	分享	CC	人	828.0	5.0
36	07-31-2018	15:03:44	5	分享	CC	人	1617.0	4.0
36	07-31-2018	15:03:44	6	独占	DD	人	1040.0	2.0
36	07-31-2018	15:03:44	7	分享	CC	人	1330.0	5.0
36	07-31-2018	15:03:44	8	分享	CD	人	1261.0	4.0
36	07-31-2018	15:03:44	9	分享	CD	人	917.0	4.0
36	07-31-2018	15:03:44	10	独占	DC	人	665.0	1.0
36	07-31-2018	15:03:44	11	分享	CD	人	2203.0	4.0
36	07-31-2018	15:03:44	12					
36	07-31-2018	15:03:44	13					
36	07-31-2018	15:03:44	14	分享	CD	电脑	2091.0	4.0
36	07-31-2018	15:03:44	15	独占	DD	电脑	835.0	3.0
36	07-31-2018	15:03:44	16	分享	CD	电脑	1089.0	4.0
36	07-31-2018	15:03:44	17	独占	DD	电脑	1210.0	3.0
36	07-31-2018	15:03:44	18	独占	DC	电脑	1055.0	2.0
36	07-31-2018	15:03:44	19	分享	CD	电脑	1941.0	4.0
36	07-31-2018	15:03:44	20	独占	DD	电脑	1518.0	4.0
36	07-31-2018	15:03:44	21	独占	DD	电脑	1383.0	4.0
36	07-31-2018	15:03:44	22	独占	DC	电脑	821.0	1.0
36	07-31-2018	15:03:44	23	分享	CD	电脑	1392.0	4.0
36	07-31-2018	15:03:44	24					
36	07-31-2018	15:03:44	25					
36	07-31-2018	15:03:44	26	分享	CC	人	1319.0	5.0
36	07-31-2018	15:03:44	27	分享	CD	人	1173.0	4.0
36	07-31-2018	15:03:44	28	独占	DD	人	1021.0	3.0
36	07-31-2018	15:03:44	29	独占	DC	人	1111.0	2.0
36	07-31-2018	15:03:44	30	分享	CD	人	1048.0	3.0
36	07-31-2018	15:03:44	31	独占	DD	人	1207.0	3.0
