Subject	Context	SessionDate	SessionTime	proposer	receivor	type	choose	Wait2.RT	targettext
95	loss	09-21-2021	13:31:40						
95	loss	09-21-2021	13:31:40	-4.0	-6.0	fair	接受	2378.0	3.0
95	loss	09-21-2021	13:31:40	-3.0	-7.0	7月3日	接受	9561.0	2.0
95	loss	09-21-2021	13:31:40	-1.0	-9.0	unfair	拒绝	3386.0	3.0
95	loss	09-21-2021	13:31:40	-2.0	-8.0	unfair	拒绝	3167.0	3.0
95	loss	09-21-2021	13:31:40	-5.0	-5.0	fair	接受	1648.0	4.0
95	loss	09-21-2021	13:31:40	-5.0	-5.0	fair	接受	1275.0	4.0
95	loss	09-21-2021	13:31:40	-1.0	-9.0	unfair	拒绝	1581.0	3.0
95	loss	09-21-2021	13:31:40	-4.0	-6.0	fair	接受	2406.0	3.0
95	loss	09-21-2021	13:31:40	-2.0	-8.0	unfair	接受	3392.0	2.0
95	loss	09-21-2021	13:31:40	-3.0	-7.0	7月3日	接受	1426.0	3.0
95	loss	09-21-2021	13:31:40						
95	loss	09-21-2021	13:31:40						
95	loss	09-21-2021	13:31:40	-5.0	-5.0	fair	接受	1695.0	4.0
95	loss	09-21-2021	13:31:40	-2.0	-8.0	unfair	拒绝	2769.0	3.0
95	loss	09-21-2021	13:31:40	-1.0	-9.0	unfair	拒绝	866.0	3.0
95	loss	09-21-2021	13:31:40	-3.0	-7.0	7月3日	接受	1248.0	3.0
95	loss	09-21-2021	13:31:40	-4.0	-6.0	fair	接受	1361.0	3.0
95	loss	09-21-2021	13:31:40	-2.0	-8.0	unfair	拒绝	2172.0	2.0
95	loss	09-21-2021	13:31:40	-3.0	-7.0	7月3日	接受	2529.0	2.0
95	loss	09-21-2021	13:31:40	-1.0	-9.0	unfair	拒绝	1346.0	3.0
95	loss	09-21-2021	13:31:40	-4.0	-6.0	fair	接受	1325.0	3.0
95	loss	09-21-2021	13:31:40	-5.0	-5.0	fair	接受	1050.0	4.0
95	loss	09-21-2021	13:31:40						
95	loss	09-21-2021	13:31:40						
95	loss	09-21-2021	13:31:40	-2.0	-8.0	unfair	拒绝	2507.0	3.0
95	loss	09-21-2021	13:31:40	-5.0	-5.0	fair	接受	930.0	4.0
95	loss	09-21-2021	13:31:40	-3.0	-7.0	7月3日	接受	1145.0	3.0
95	loss	09-21-2021	13:31:40	-4.0	-6.0	fair	接受	854.0	4.0
95	loss	09-21-2021	13:31:40	-1.0	-9.0	unfair	拒绝	1036.0	3.0
95	loss	09-21-2021	13:31:40	-5.0	-5.0	fair	接受	893.0	4.0
95	loss	09-21-2021	13:31:40	-4.0	-6.0	fair	接受	3160.0	3.0
95	loss	09-21-2021	13:31:40	-2.0	-8.0	unfair	接受	915.0	2.0
95	loss	09-21-2021	13:31:40	-1.0	-9.0	unfair	拒绝	1245.0	3.0
95	loss	09-21-2021	13:31:40	-3.0	-7.0	7月3日	接受	1949.0	2.0
95	loss	09-21-2021	13:31:40						
95	loss	09-21-2021	13:31:40						
95	loss	09-21-2021	13:31:40	-3.0	-7.0	7月3日	接受	1183.0	2.0
95	loss	09-21-2021	13:31:40	-4.0	-6.0	fair	接受	4430.0	3.0
95	loss	09-21-2021	13:31:40	-1.0	-9.0	unfair	拒绝	684.0	2.0
95	loss	09-21-2021	13:31:40	-5.0	-5.0	fair	接受	573.0	4.0
95	loss	09-21-2021	13:31:40	-2.0	-8.0	unfair	接受	7135.0	2.0
95	loss	09-21-2021	13:31:40	-2.0	-8.0	unfair	拒绝	5337.0	4.0
95	loss	09-21-2021	13:31:40	-4.0	-6.0	fair	接受	941.0	3.0
95	loss	09-21-2021	13:31:40	-1.0	-9.0	unfair	拒绝	906.0	4.0
95	loss	09-21-2021	13:31:40	-5.0	-5.0	fair	接受	663.0	4.0
95	loss	09-21-2021	13:31:40	-3.0	-7.0	7月3日	接受	787.0	3.0
95	gain	09-21-2021	14:03:32						
95	gain	09-21-2021	14:03:32	6.0	4.0	fair	接受	4224.0	2.0
95	gain	09-21-2021	14:03:32	8.0	2.0	unfair	拒绝	1814.0	2.0
95	gain	09-21-2021	14:03:32	9.0	1.0	unfair	拒绝	1573.0	4.0
95	gain	09-21-2021	14:03:32	5.0	5.0	fair	接受	1157.0	5.0
95	gain	09-21-2021	14:03:32	7.0	3.0	unfair	接受	1984.0	2.0
95	gain	09-21-2021	14:03:32	8.0	2.0	unfair	拒绝	1635.0	3.0
95	gain	09-21-2021	14:03:32	9.0	1.0	unfair	拒绝	1110.0	3.0
95	gain	09-21-2021	14:03:32	6.0	4.0	fair	接受	1421.0	4.0
95	gain	09-21-2021	14:03:32	7.0	3.0	unfair	接受	1526.0	2.0
95	gain	09-21-2021	14:03:32	5.0	5.0	fair	接受	1143.0	5.0
95	gain	09-21-2021	14:03:32						
95	gain	09-21-2021	14:03:32						
95	gain	09-21-2021	14:03:32	8.0	2.0	unfair	接受	2818.0	1.0
95	gain	09-21-2021	14:03:32	9.0	1.0	unfair	拒绝	3576.0	3.0
95	gain	09-21-2021	14:03:32	7.0	3.0	unfair	接受	1500.0	2.0
95	gain	09-21-2021	14:03:32	6.0	4.0	fair	接受	1568.0	4.0
95	gain	09-21-2021	14:03:32	5.0	5.0	fair	接受	917.0	5.0
95	gain	09-21-2021	14:03:32	9.0	1.0	unfair	拒绝	5856.0	3.0
95	gain	09-21-2021	14:03:32	5.0	5.0	fair	接受	524.0	5.0
95	gain	09-21-2021	14:03:32	7.0	3.0	unfair	接受	1552.0	2.0
95	gain	09-21-2021	14:03:32	8.0	2.0	unfair	接受	1044.0	1.0
95	gain	09-21-2021	14:03:32	6.0	4.0	fair	接受	678.0	4.0
95	gain	09-21-2021	14:03:32						
95	gain	09-21-2021	14:03:32						
95	gain	09-21-2021	14:03:32	6.0	4.0	fair	接受	812.0	4.0
95	gain	09-21-2021	14:03:32	8.0	2.0	unfair	接受	885.0	2.0
95	gain	09-21-2021	14:03:32	9.0	1.0	unfair	拒绝	651.0	3.0
95	gain	09-21-2021	14:03:32	7.0	3.0	unfair	接受	760.0	2.0
95	gain	09-21-2021	14:03:32	5.0	5.0	fair	接受	396.0	5.0
95	gain	09-21-2021	14:03:32	8.0	2.0	unfair	接受	1251.0	2.0
95	gain	09-21-2021	14:03:32	6.0	4.0	fair	接受	4091.0	4.0
95	gain	09-21-2021	14:03:32	7.0	3.0	unfair	接受	1208.0	2.0
95	gain	09-21-2021	14:03:32	5.0	5.0	fair	接受	541.0	5.0
95	gain	09-21-2021	14:03:32	9.0	1.0	unfair	拒绝	972.0	3.0
95	gain	09-21-2021	14:03:32						
95	gain	09-21-2021	14:03:32						
95	gain	09-21-2021	14:03:32	9.0	1.0	unfair	拒绝	2431.0	2.0
95	gain	09-21-2021	14:03:32	8.0	2.0	unfair	接受	2157.0	2.0
95	gain	09-21-2021	14:03:32	6.0	4.0	fair	接受	2123.0	3.0
95	gain	09-21-2021	14:03:32	7.0	3.0	unfair	接受	911.0	3.0
95	gain	09-21-2021	14:03:32	5.0	5.0	fair	接受	798.0	5.0
95	gain	09-21-2021	14:03:32	8.0	2.0	unfair	接受	1302.0	2.0
95	gain	09-21-2021	14:03:32	9.0	1.0	unfair	拒绝	915.0	3.0
95	gain	09-21-2021	14:03:32	6.0	4.0	fair	接受	1775.0	4.0
95	gain	09-21-2021	14:03:32	5.0	5.0	fair	接受	764.0	5.0
95	gain	09-21-2021	14:03:32	7.0	3.0	unfair	接受	3270.0	3.0
