Subject	SessionDate	SessionTime	Block	choose	outcome	partnerlabel	slideInvestment.RT	targettext
193	05-30-2021	10:55:48	1					
193	05-30-2021	10:55:48	2	分享	CD	人	154.0	5.0
193	05-30-2021	10:55:48	3	分享	CC	人	3456.0	5.0
193	05-30-2021	10:55:48	4	分享	CD	人	1540.0	5.0
193	05-30-2021	10:55:48	5	独占	DD	人	2975.0	5.0
193	05-30-2021	10:55:48	6	分享	CD	人	2394.0	5.0
193	05-30-2021	10:55:48	7	独占	DD	人	4544.0	5.0
193	05-30-2021	10:55:48	8	独占	DD	人	1629.0	2.0
193	05-30-2021	10:55:48	9	独占	DD	人	2433.0	2.0
193	05-30-2021	10:55:48	10	分享	CC	人	1103.0	5.0
193	05-30-2021	10:55:48	11	分享	CC	人	1024.0	5.0
193	05-30-2021	10:55:48	12					
193	05-30-2021	10:55:48	13					
193	05-30-2021	10:55:48	14	独占	DD	电脑	1515.0	5.0
193	05-30-2021	10:55:48	15	分享	CD	电脑	4233.0	4.0
193	05-30-2021	10:55:48	16	独占	DD	电脑	3849.0	5.0
193	05-30-2021	10:55:48	17	独占	DC	电脑	3444.0	5.0
193	05-30-2021	10:55:48	18	分享	CD	电脑	1287.0	5.0
193	05-30-2021	10:55:48	19	独占	DD	电脑	850.0	5.0
193	05-30-2021	10:55:48	20	独占	DC	电脑	767.0	5.0
193	05-30-2021	10:55:48	21	独占	DD	电脑	1190.0	5.0
193	05-30-2021	10:55:48	22	分享	CC	电脑	482.0	5.0
193	05-30-2021	10:55:48	23	分享	CD	电脑	692.0	2.0
193	05-30-2021	10:55:48	24					
193	05-30-2021	10:55:48	25					
193	05-30-2021	10:55:48	26	独占	DC	人	2340.0	5.0
193	05-30-2021	10:55:48	27	分享	CC	人	1526.0	5.0
193	05-30-2021	10:55:48	28	分享	CC	人	1431.0	5.0
193	05-30-2021	10:55:48	29	分享	CD	人	1888.0	2.0
193	05-30-2021	10:55:48	30	独占	DC	人	1390.0	5.0
193	05-30-2021	10:55:48	31	独占	DC	人	2092.0	5.0
193	05-30-2021	10:55:48	32	分享	CD	人	895.0	2.0
193	05-30-2021	10:55:48	33	独占	DC	人	1377.0	5.0
193	05-30-2021	10:55:48	34	独占	DD	人	445.0	2.0
193	05-30-2021	10:55:48	35	分享	CC	人	1751.0	5.0
193	05-30-2021	10:55:48	36					
193	05-30-2021	10:55:48	37					
193	05-30-2021	10:55:48	38	独占	DC	电脑	558.0	5.0
193	05-30-2021	10:55:48	39	独占	DD	电脑	1837.0	5.0
193	05-30-2021	10:55:48	40	分享	CD	电脑	902.0	1.0
193	05-30-2021	10:55:48	41	独占	DC	电脑	891.0	5.0
193	05-30-2021	10:55:48	42	独占	DC	电脑	1054.0	5.0
193	05-30-2021	10:55:48	43	独占	DD	电脑	491.0	5.0
193	05-30-2021	10:55:48	44	独占	DC	电脑	553.0	5.0
193	05-30-2021	10:55:48	45	独占	DC	电脑	410.0	5.0
193	05-30-2021	10:55:48	46	独占	DC	电脑	683.0	5.0
193	05-30-2021	10:55:48	47	独占	DC	电脑	2725.0	5.0
