Subject	SessionDate	SessionTime	Block	choose	outcome	partnerlabel	slideInvestment.RT	targettext
188	09-05-2021	16:30:07	1					
188	09-05-2021	16:30:07	2	独占	DD	人	1540.0	4.0
188	09-05-2021	16:30:07	3	独占	DD	人	668.0	1.0
188	09-05-2021	16:30:07	4	分享	CC	人	2963.0	5.0
188	09-05-2021	16:30:07	5	独占	DC	人	1277.0	5.0
188	09-05-2021	16:30:07	6	分享	CD	人	1395.0	1.0
188	09-05-2021	16:30:07	7	独占	DD	人	725.0	3.0
188	09-05-2021	16:30:07	8	独占	DC	人	1316.0	3.0
188	09-05-2021	16:30:07	9	分享	CD	人	1152.0	1.0
188	09-05-2021	16:30:07	10	独占	DC	人	617.0	5.0
188	09-05-2021	16:30:07	11	独占	DC	人	1294.0	5.0
188	09-05-2021	16:30:07	12					
188	09-05-2021	16:30:07	13					
188	09-05-2021	16:30:07	14	独占	DC	电脑	5696.0	5.0
188	09-05-2021	16:30:07	15	分享	CD	电脑	425.0	1.0
188	09-05-2021	16:30:07	16	独占	DC	电脑	434.0	5.0
188	09-05-2021	16:30:07	17	独占	DD	电脑	391.0	5.0
188	09-05-2021	16:30:07	18	独占	DD	电脑	1612.0	4.0
188	09-05-2021	16:30:07	19	分享	CC	电脑	572.0	5.0
188	09-05-2021	16:30:07	20	独占	DD	电脑	387.0	5.0
188	09-05-2021	16:30:07	21	分享	CC	电脑	1020.0	5.0
188	09-05-2021	16:30:07	22	独占	DC	电脑	510.0	5.0
188	09-05-2021	16:30:07	23	独占	DC	电脑	1187.0	3.0
188	09-05-2021	16:30:07	24					
188	09-05-2021	16:30:07	25					
188	09-05-2021	16:30:07	26	独占	DC	人	246.0	3.0
188	09-05-2021	16:30:07	27	分享	CC	人	610.0	3.0
188	09-05-2021	16:30:07	28	独占	DD	人	416.0	3.0
188	09-05-2021	16:30:07	29	分享	CC	人	1213.0	5.0
188	09-05-2021	16:30:07	30	独占	DC	人	1459.0	5.0
188	09-05-2021	16:30:07	31	分享	CD	人	892.0	1.0
188	09-05-2021	16:30:07	32	独占	DD	人	650.0	4.0
188	09-05-2021	16:30:07	33	分享	CD	人	940.0	1.0
188	09-05-2021	16:30:07	34	独占	DD	人	1064.0	5.0
188	09-05-2021	16:30:07	35	分享	CC	人	18.0	4.0
188	09-05-2021	16:30:07	36					
188	09-05-2021	16:30:07	37					
188	09-05-2021	16:30:07	38	独占	DD	电脑	621.0	4.0
188	09-05-2021	16:30:07	39	分享	CD	电脑	671.0	4.0
188	09-05-2021	16:30:07	40	独占	DD	电脑	367.0	4.0
188	09-05-2021	16:30:07	41	分享	CC	电脑	418.0	3.0
188	09-05-2021	16:30:07	42	独占	DC	电脑	412.0	3.0
188	09-05-2021	16:30:07	43	独占	DC	电脑	422.0	5.0
188	09-05-2021	16:30:07	44	分享	CD	电脑	949.0	1.0
188	09-05-2021	16:30:07	45	独占	DD	电脑	583.0	4.0
188	09-05-2021	16:30:07	46	分享	CD	电脑	1435.0	3.0
188	09-05-2021	16:30:07	47	独占	DC	电脑	573.0	5.0
