Subject	Context	SessionDate	SessionTime	proposer	receivor	type	choose	Wait2.RT	targettext
178.0	loss	01-21-2021	14:42:31						
178.0	loss	01-21-2021	14:42:31	-2.0	-8.0	unfair	拒绝	5956.0	3.0
178.0	loss	01-21-2021	14:42:31	-4.0	-6.0	fair	接受	5615.0	3.0
178.0	loss	01-21-2021	14:42:31	-5.0	-5.0	fair	接受	1289.0	3.0
178.0	loss	01-21-2021	14:42:31	-3.0	-7.0	7月3日	拒绝	3094.0	3.0
178.0	loss	01-21-2021	14:42:31	-1.0	-9.0	unfair	拒绝	2413.0	3.0
178.0	loss	01-21-2021	14:42:31	-2.0	-8.0	unfair	拒绝	754.0	3.0
178.0	loss	01-21-2021	14:42:31	-3.0	-7.0	7月3日	拒绝	600.0	3.0
178.0	loss	01-21-2021	14:42:31	-4.0	-6.0	fair	接受	1364.0	3.0
178.0	loss	01-21-2021	14:42:31	-5.0	-5.0	fair	接受	772.0	3.0
178.0	loss	01-21-2021	14:42:31	-1.0	-9.0	unfair	拒绝	791.0	3.0
178.0	loss	01-21-2021	14:42:31						
178.0	loss	01-21-2021	14:42:31						
178.0	loss	01-21-2021	14:42:31	-2.0	-8.0	unfair	拒绝	4376.0	3.0
178.0	loss	01-21-2021	14:42:31	-3.0	-7.0	7月3日	拒绝	1262.0	3.0
178.0	loss	01-21-2021	14:42:31	-1.0	-9.0	unfair	拒绝	688.0	3.0
178.0	loss	01-21-2021	14:42:31	-4.0	-6.0	fair	接受	1215.0	3.0
178.0	loss	01-21-2021	14:42:31	-5.0	-5.0	fair	接受	1229.0	2.0
178.0	loss	01-21-2021	14:42:31	-1.0	-9.0	unfair	拒绝	2170.0	1.0
178.0	loss	01-21-2021	14:42:31	-4.0	-6.0	fair	接受	1678.0	3.0
178.0	loss	01-21-2021	14:42:31	-5.0	-5.0	fair	接受	1096.0	3.0
178.0	loss	01-21-2021	14:42:31	-3.0	-7.0	7月3日	拒绝	1197.0	3.0
178.0	loss	01-21-2021	14:42:31	-2.0	-8.0	unfair	拒绝	765.0	3.0
178.0	loss	01-21-2021	14:42:31						
178.0	loss	01-21-2021	14:42:31						
178.0	loss	01-21-2021	14:42:31	-5.0	-5.0	fair	接受	2009.0	3.0
178.0	loss	01-21-2021	14:42:31	-2.0	-8.0	unfair	拒绝	7081.0	2.0
178.0	loss	01-21-2021	14:42:31	-3.0	-7.0	7月3日	拒绝	748.0	3.0
178.0	loss	01-21-2021	14:42:31	-4.0	-6.0	fair	拒绝	929.0	3.0
178.0	loss	01-21-2021	14:42:31	-1.0	-9.0	unfair	拒绝	823.0	3.0
178.0	loss	01-21-2021	14:42:31	-3.0	-7.0	7月3日	接受	1337.0	3.0
178.0	loss	01-21-2021	14:42:31	-4.0	-6.0	fair	接受	1228.0	3.0
178.0	loss	01-21-2021	14:42:31	-2.0	-8.0	unfair	拒绝	743.0	3.0
178.0	loss	01-21-2021	14:42:31	-5.0	-5.0	fair	接受	1326.0	3.0
178.0	loss	01-21-2021	14:42:31	-1.0	-9.0	unfair	拒绝	683.0	3.0
178.0	loss	01-21-2021	14:42:31						
178.0	loss	01-21-2021	14:42:31						
178.0	loss	01-21-2021	14:42:31	-5.0	-5.0	fair	接受	930.0	3.0
178.0	loss	01-21-2021	14:42:31	-4.0	-6.0	fair	接受	2038.0	3.0
178.0	loss	01-21-2021	14:42:31	-2.0	-8.0	unfair	拒绝	850.0	2.0
178.0	loss	01-21-2021	14:42:31	-1.0	-9.0	unfair	拒绝	814.0	2.0
178.0	loss	01-21-2021	14:42:31	-3.0	-7.0	7月3日	接受	2945.0	3.0
178.0	loss	01-21-2021	14:42:31	-3.0	-7.0	7月3日	接受	891.0	3.0
178.0	loss	01-21-2021	14:42:31	-5.0	-5.0	fair	接受	716.0	3.0
178.0	loss	01-21-2021	14:42:31	-4.0	-6.0	fair	接受	718.0	3.0
178.0	loss	01-21-2021	14:42:31	-1.0	-9.0	unfair	拒绝	978.0	1.0
178.0	loss	01-21-2021	14:42:31	-2.0	-8.0	unfair	拒绝	1079.0	2.0
178.0	gain	01-21-2021	14:47:40						
178.0	gain	01-21-2021	14:47:40	9.0	1.0	unfair	拒绝	5245.0	2.0
178.0	gain	01-21-2021	14:47:40	6.0	4.0	fair	接受	1110.0	3.0
178.0	gain	01-21-2021	14:47:40	8.0	2.0	unfair	拒绝	1597.0	1.0
178.0	gain	01-21-2021	14:47:40	5.0	5.0	fair	接受	939.0	3.0
