Subject	Context	SessionDate	SessionTime	proposer	receivor	type	choose	Wait2.RT	targettext
187.0	loss	01-16-2021	16:20:40						
187.0	loss	01-16-2021	16:20:40	-1.0	-9.0	unfair	拒绝	4961.0	1.0
187.0	loss	01-16-2021	16:20:40	-2.0	-8.0	unfair	接受	5501.0	1.0
187.0	loss	01-16-2021	16:20:40	-3.0	-7.0	7月3日	拒绝	5404.0	1.0
187.0	loss	01-16-2021	16:20:40	-4.0	-6.0	fair	接受	3866.0	3.0
187.0	loss	01-16-2021	16:20:40	-5.0	-5.0	fair	接受	2948.0	3.0
187.0	loss	01-16-2021	16:20:40	-1.0	-9.0	unfair	拒绝	1812.0	1.0
187.0	loss	01-16-2021	16:20:40	-5.0	-5.0	fair	拒绝	2164.0	1.0
187.0	loss	01-16-2021	16:20:40	-3.0	-7.0	7月3日	拒绝	1455.0	1.0
187.0	loss	01-16-2021	16:20:40	-4.0	-6.0	fair	拒绝	1534.0	1.0
187.0	loss	01-16-2021	16:20:40	-2.0	-8.0	unfair	接受	2244.0	3.0
187.0	loss	01-16-2021	16:20:40						
187.0	loss	01-16-2021	16:20:40						
187.0	loss	01-16-2021	16:20:40	-2.0	-8.0	unfair	拒绝	1698.0	3.0
187.0	loss	01-16-2021	16:20:40	-3.0	-7.0	7月3日	接受	938.0	3.0
187.0	loss	01-16-2021	16:20:40	-1.0	-9.0	unfair	拒绝	1278.0	3.0
187.0	loss	01-16-2021	16:20:40	-5.0	-5.0	fair	接受	2031.0	3.0
187.0	loss	01-16-2021	16:20:40	-4.0	-6.0	fair	接受	1528.0	3.0
187.0	loss	01-16-2021	16:20:40	-2.0	-8.0	unfair	拒绝	814.0	3.0
187.0	loss	01-16-2021	16:20:40	-3.0	-7.0	7月3日	拒绝	2066.0	3.0
187.0	loss	01-16-2021	16:20:40	-5.0	-5.0	fair	接受	1341.0	3.0
187.0	loss	01-16-2021	16:20:40	-4.0	-6.0	fair	拒绝	1522.0	3.0
187.0	loss	01-16-2021	16:20:40	-1.0	-9.0	unfair	拒绝	919.0	3.0
187.0	loss	01-16-2021	16:20:40						
187.0	loss	01-16-2021	16:20:40						
187.0	loss	01-16-2021	16:20:40	-4.0	-6.0	fair	拒绝	1391.0	3.0
187.0	loss	01-16-2021	16:20:40	-1.0	-9.0	unfair	拒绝	912.0	3.0
187.0	loss	01-16-2021	16:20:40	-3.0	-7.0	7月3日	拒绝	778.0	3.0
187.0	loss	01-16-2021	16:20:40	-5.0	-5.0	fair	接受	2709.0	3.0
187.0	loss	01-16-2021	16:20:40	-2.0	-8.0	unfair	拒绝	827.0	3.0
187.0	loss	01-16-2021	16:20:40	-2.0	-8.0	unfair	拒绝	652.0	3.0
187.0	loss	01-16-2021	16:20:40	-4.0	-6.0	fair	拒绝	1001.0	3.0
187.0	loss	01-16-2021	16:20:40	-1.0	-9.0	unfair	拒绝	802.0	3.0
187.0	loss	01-16-2021	16:20:40	-5.0	-5.0	fair	接受	775.0	3.0
187.0	loss	01-16-2021	16:20:40	-3.0	-7.0	7月3日	拒绝	1219.0	3.0
187.0	loss	01-16-2021	16:20:40						
187.0	loss	01-16-2021	16:20:40						
187.0	loss	01-16-2021	16:20:40	-2.0	-8.0	unfair	拒绝	3112.0	3.0
187.0	loss	01-16-2021	16:20:40	-5.0	-5.0	fair	接受	685.0	3.0
187.0	loss	01-16-2021	16:20:40	-3.0	-7.0	7月3日	接受	1113.0	3.0
187.0	loss	01-16-2021	16:20:40	-1.0	-9.0	unfair	拒绝	1352.0	3.0
187.0	loss	01-16-2021	16:20:40	-4.0	-6.0	fair	接受	2332.0	3.0
187.0	loss	01-16-2021	16:20:40	-2.0	-8.0	unfair	拒绝	2652.0	3.0
187.0	loss	01-16-2021	16:20:40	-3.0	-7.0	7月3日	接受	1853.0	3.0
187.0	loss	01-16-2021	16:20:40	-5.0	-5.0	fair	接受	818.0	3.0
187.0	loss	01-16-2021	16:20:40	-4.0	-6.0	fair	拒绝	1658.0	3.0
187.0	loss	01-16-2021	16:20:40	-1.0	-9.0	unfair	拒绝	761.0	3.0
187.0	gain	01-16-2021	16:25:44						
187.0	gain	01-16-2021	16:25:44	8.0	2.0	unfair	接受	6348.0	1.0
187.0	gain	01-16-2021	16:25:44	9.0	1.0	unfair	拒绝	2546.0	3.0
187.0	gain	01-16-2021	16:25:44	7.0	3.0	unfair	接受	1830.0	3.0
187.0	gain	01-16-2021	16:25:44	5.0	5.0	fair	接受	1977.0	3.0
187.0	gain	01-16-2021	16:25:44	6.0	4.0	fair	接受	1573.0	3.0
187.0	gain	01-16-2021	16:25:44	7.0	3.0	unfair	接受	1693.0	3.0
187.0	gain	01-16-2021	16:25:44	9.0	1.0	unfair	拒绝	1838.0	3.0
187.0	gain	01-16-2021	16:25:44	5.0	5.0	fair	接受	982.0	3.0
187.0	gain	01-16-2021	16:25:44	8.0	2.0	unfair	接受	1387.0	3.0
187.0	gain	01-16-2021	16:25:44	6.0	4.0	fair	接受	1208.0	3.0
187.0	gain	01-16-2021	16:25:44						
187.0	gain	01-16-2021	16:25:44						
187.0	gain	01-16-2021	16:25:44	8.0	2.0	unfair	接受	1330.0	3.0
187.0	gain	01-16-2021	16:25:44	9.0	1.0	unfair	拒绝	1091.0	3.0
187.0	gain	01-16-2021	16:25:44	7.0	3.0	unfair	接受	1123.0	3.0
187.0	gain	01-16-2021	16:25:44	5.0	5.0	fair	接受	1320.0	3.0
187.0	gain	01-16-2021	16:25:44	6.0	4.0	fair	接受	921.0	3.0
187.0	gain	01-16-2021	16:25:44	9.0	1.0	unfair	拒绝	804.0	3.0
187.0	gain	01-16-2021	16:25:44	5.0	5.0	fair	接受	822.0	3.0
187.0	gain	01-16-2021	16:25:44	8.0	2.0	unfair	接受	985.0	3.0
187.0	gain	01-16-2021	16:25:44	7.0	3.0	unfair	接受	1214.0	3.0
187.0	gain	01-16-2021	16:25:44	6.0	4.0	fair	接受	838.0	3.0
187.0	gain	01-16-2021	16:25:44						
187.0	gain	01-16-2021	16:25:44						
187.0	gain	01-16-2021	16:25:44	7.0	3.0	unfair	接受	1177.0	3.0
187.0	gain	01-16-2021	16:25:44	8.0	2.0	unfair	接受	1237.0	3.0
187.0	gain	01-16-2021	16:25:44	6.0	4.0	fair	接受	1016.0	3.0
187.0	gain	01-16-2021	16:25:44	9.0	1.0	unfair	接受	1656.0	3.0
187.0	gain	01-16-2021	16:25:44	5.0	5.0	fair	接受	965.0	3.0
187.0	gain	01-16-2021	16:25:44	5.0	5.0	fair	接受	1057.0	3.0
187.0	gain	01-16-2021	16:25:44	6.0	4.0	fair	接受	869.0	3.0
187.0	gain	01-16-2021	16:25:44	8.0	2.0	unfair	接受	1029.0	3.0
187.0	gain	01-16-2021	16:25:44	9.0	1.0	unfair	接受	1786.0	3.0
187.0	gain	01-16-2021	16:25:44	7.0	3.0	unfair	接受	1148.0	3.0
187.0	gain	01-16-2021	16:25:44						
187.0	gain	01-16-2021	16:25:44						
187.0	gain	01-16-2021	16:25:44	8.0	2.0	unfair	接受	969.0	3.0
187.0	gain	01-16-2021	16:25:44	6.0	4.0	fair	接受	992.0	3.0
187.0	gain	01-16-2021	16:25:44	7.0	3.0	unfair	接受	1330.0	3.0
187.0	gain	01-16-2021	16:25:44	9.0	1.0	unfair	拒绝	1240.0	3.0
187.0	gain	01-16-2021	16:25:44	5.0	5.0	fair	接受	514.0	3.0
187.0	gain	01-16-2021	16:25:44	9.0	1.0	unfair	拒绝	1123.0	3.0
187.0	gain	01-16-2021	16:25:44	8.0	2.0	unfair	接受	979.0	3.0
187.0	gain	01-16-2021	16:25:44	6.0	4.0	fair	接受	677.0	3.0
187.0	gain	01-16-2021	16:25:44	7.0	3.0	unfair	接受	1228.0	3.0
187.0	gain	01-16-2021	16:25:44	5.0	5.0	fair	接受	1020.0	3.0
