ExperimentName	subjID	SessionDate	accept	offer	accept	Wait2.RT	targettext	trail
part1_UG_gain_f_red_1	58	11-22-2020	1	5.0	1	2260.0	3.0	23
part1_UG_gain_f_red_1	58	11-22-2020	0	3.0	0	1624.0	1.0	24
part1_UG_gain_f_red_1	58	11-22-2020	0	1.0	0	312.0	1.0	25
part1_UG_gain_f_red_1	58	11-22-2020	0	3.0	0	2032.0	2.0	26
part1_UG_gain_f_red_1	58	11-22-2020	1	5.0	1	1130.0	3.0	27
part1_UG_gain_f_red_1	58	11-22-2020	0	1.0	0	459.0	1.0	28
part1_UG_gain_f_red_1	58	11-22-2020	0	4.0	0	5135.0	2.0	29
part1_UG_gain_f_red_1	58	11-22-2020	0	2.0	0	803.0	1.0	30
part1_UG_gain_f_red_1	58	11-22-2020	0	4.0	0	1031.0	2.0	31
part1_UG_gain_f_red_1	58	11-22-2020	0	3.0	0	387.0	2.0	32
part1_UG_gain_f_red_1	58	11-22-2020	1	5.0	1	962.0	4.0	33
part1_UG_gain_f_red_1	58	11-22-2020	0	2.0	0	1178.0	2.0	34
part1_UG_gain_f_red_1	58	11-22-2020	0	1.0	0	867.0	1.0	35
part1_UG_gain_f_red_1	58	11-22-2020	1	5.0	1	1278.0	3.0	36
part1_UG_gain_f_red_1	58	11-22-2020	0	3.0	0	1933.0	2.0	37
part1_UG_gain_f_red_1	58	11-22-2020	0	4.0	0	1141.0	2.0	38
part1_UG_gain_f_red_1	58	11-22-2020	0	1.0	0	999.0	1.0	39
part1_UG_gain_f_red_1	58	11-22-2020	0	2.0	0	1053.0	2.0	40
part1_UG_gain_f_red_1	59	11-22-2020	1	3.0	1	5308.0	2.0	1
part1_UG_gain_f_red_1	59	11-22-2020	0	2.0	0	1778.0	3.0	2
part1_UG_gain_f_red_1	59	11-22-2020	0	1.0	0	1133.0	2.0	3
part1_UG_gain_f_red_1	59	11-22-2020	1	5.0	1	686.0	4.0	4
part1_UG_gain_f_red_1	59	11-22-2020	0	4.0	0	1044.0	3.0	5
part1_UG_gain_f_red_1	59	11-22-2020	1	4.0	1	912.0	3.0	6
part1_UG_gain_f_red_1	59	11-22-2020	1	5.0	1	551.0	3.0	7
part1_UG_gain_f_red_1	59	11-22-2020	0	1.0	0	931.0	2.0	8
part1_UG_gain_f_red_1	59	11-22-2020	1	2.0	1	1349.0	2.0	9
part1_UG_gain_f_red_1	59	11-22-2020	1	3.0	1	601.0	3.0	10
part1_UG_gain_f_red_1	59	11-22-2020	1	4.0	1	595.0	2.0	11
part1_UG_gain_f_red_1	59	11-22-2020	1	3.0	1	877.0	2.0	12
part1_UG_gain_f_red_1	59	11-22-2020	1	5.0	1	296.0	4.0	13
part1_UG_gain_f_red_1	59	11-22-2020	0	2.0	0	523.0	2.0	14
part1_UG_gain_f_red_1	59	11-22-2020	1	1.0	1	612.0	1.0	15
part1_UG_gain_f_red_1	59	11-22-2020	1	2.0	1	536.0	1.0	16
part1_UG_gain_f_red_1	59	11-22-2020	1	5.0	1	642.0	3.0	17
part1_UG_gain_f_red_1	59	11-22-2020	1	4.0	1	332.0	2.0	18
part1_UG_gain_f_red_1	59	11-22-2020	1	3.0	1	435.0	2.0	19
part1_UG_gain_f_red_1	59	11-22-2020	1	1.0	1	795.0	1.0	20
part1_UG_gain_f_red_1	59	11-22-2020	1	5.0	1	248.0	3.0	21
part1_UG_gain_f_red_1	59	11-22-2020	1	4.0	1	346.0	3.0	22
part1_UG_gain_f_red_1	59	11-22-2020	1	1.0	1	833.0	1.0	23
part1_UG_gain_f_red_1	59	11-22-2020	1	3.0	1	482.0	1.0	24
part1_UG_gain_f_red_1	59	11-22-2020	1	2.0	1	876.0	1.0	25
part1_UG_gain_f_red_1	59	11-22-2020	1	1.0	1	566.0	1.0	26
part1_UG_gain_f_red_1	59	11-22-2020	1	2.0	1	584.0	1.0	27
part1_UG_gain_f_red_1	59	11-22-2020	1	3.0	1	325.0	1.0	28
part1_UG_gain_f_red_1	59	11-22-2020	1	4.0	1	458.0	1.0	29
part1_UG_gain_f_red_1	59	11-22-2020	1	5.0	1	358.0	3.0	30
part1_UG_gain_f_red_1	59	11-22-2020	1	5.0	1	693.0	1.0	31
part1_UG_gain_f_red_1	59	11-22-2020	1	1.0	1	682.0	1.0	32
part1_UG_gain_f_red_1	59	11-22-2020	1	2.0	1	364.0	1.0	33
part1_UG_gain_f_red_1	59	11-22-2020	1	4.0	1	223.0	1.0	34
part1_UG_gain_f_red_1	59	11-22-2020	1	3.0	1	242.0	1.0	35
part1_UG_gain_f_red_1	59	11-22-2020	1	4.0	1	317.0	1.0	36
part1_UG_gain_f_red_1	59	11-22-2020	1	3.0	1	474.0	1.0	37
part1_UG_gain_f_red_1	59	11-22-2020	1	2.0	1	800.0	1.0	38
part1_UG_gain_f_red_1	59	11-22-2020	1	1.0	1	708.0	1.0	39
part1_UG_gain_f_red_1	59	11-22-2020	1	5.0	1	476.0	4.0	40
part1_UG_gain_f_red_1	62	11-22-2020	0	1.0	0	3338.0	3.0	1
part1_UG_gain_f_red_1	62	11-22-2020	1	5.0	1	2372.0	3.0	2
part1_UG_gain_f_red_1	62	11-22-2020	0	4.0	0	3074.0	3.0	3
part1_UG_gain_f_red_1	62	11-22-2020	0	2.0	0	1250.0	2.0	4
part1_UG_gain_f_red_1	62	11-22-2020	0	3.0	0	1643.0	2.0	5
part1_UG_gain_f_red_1	62	11-22-2020	0	3.0	0	5403.0	2.0	6
part1_UG_gain_f_red_1	62	11-22-2020	0	1.0	0	1017.0	2.0	7
part1_UG_gain_f_red_1	62	11-22-2020	0	4.0	0	4653.0	3.0	8
part1_UG_gain_f_red_1	62	11-22-2020	1	5.0	1	1161.0	4.0	9
part1_UG_gain_f_red_1	62	11-22-2020	0	2.0	0	1110.0	3.0	10
part1_UG_gain_f_red_1	62	11-22-2020	0	4.0	0	3967.0	3.0	11
part1_UG_gain_f_red_1	62	11-22-2020	0	2.0	0	914.0	2.0	12
part1_UG_gain_f_red_1	62	11-22-2020	0	1.0	0	817.0	2.0	13
part1_UG_gain_f_red_1	62	11-22-2020	0	3.0	0	1411.0	2.0	14
part1_UG_gain_f_red_1	62	11-22-2020	1	5.0	1	912.0	3.0	15
part1_UG_gain_f_red_1	62	11-22-2020	1	5.0	1	1515.0	3.0	16
part1_UG_gain_f_red_1	62	11-22-2020	1	4.0	1	4146.0	2.0	17
part1_UG_gain_f_red_1	62	11-22-2020	0	1.0	0	1327.0	2.0	18
part1_UG_gain_f_red_1	62	11-22-2020	0	3.0	0	523.0	2.0	19
part1_UG_gain_f_red_1	62	11-22-2020	0	2.0	0	689.0	2.0	20
part1_UG_gain_f_red_1	62	11-22-2020	1	5.0	1	821.0	4.0	21
part1_UG_gain_f_red_1	62	11-22-2020	0	1.0	0	593.0	2.0	22
part1_UG_gain_f_red_1	62	11-22-2020	0	3.0	0	715.0	2.0	23
part1_UG_gain_f_red_1	62	11-22-2020	0	4.0	0	2403.0	3.0	24
part1_UG_gain_f_red_1	62	11-22-2020	0	2.0	0	482.0	3.0	25
part1_UG_gain_f_red_1	62	11-22-2020	0	4.0	0	1106.0	3.0	26
part1_UG_gain_f_red_1	62	11-22-2020	0	3.0	0	429.0	3.0	27
part1_UG_gain_f_red_1	62	11-22-2020	1	5.0	1	922.0	3.0	28
part1_UG_gain_f_red_1	62	11-22-2020	0	2.0	0	442.0	2.0	29
part1_UG_gain_f_red_1	62	11-22-2020	0	1.0	0	522.0	2.0	30
part1_UG_gain_f_red_1	62	11-22-2020	0	3.0	0	1095.0	3.0	31
part1_UG_gain_f_red_1	62	11-22-2020	0	2.0	0	333.0	3.0	32
part1_UG_gain_f_red_1	62	11-22-2020	1	5.0	1	867.0	3.0	33
part1_UG_gain_f_red_1	62	11-22-2020	0	1.0	0	665.0	3.0	34
part1_UG_gain_f_red_1	62	11-22-2020	1	4.0	1	4183.0	2.0	35
part1_UG_gain_f_red_1	62	11-22-2020	0	4.0	0	1242.0	3.0	36
part1_UG_gain_f_red_1	62	11-22-2020	0	2.0	0	724.0	2.0	37
part1_UG_gain_f_red_1	62	11-22-2020	0	3.0	0	647.0	3.0	38
part1_UG_gain_f_red_1	62	11-22-2020	1	5.0	1	787.0	3.0	39
part1_UG_gain_f_red_1	62	11-22-2020	0	1.0	0	369.0	2.0	40
part1_UG_gain_f_red_1	66	12-03-2020	1	1.0	1	2380.0	2.0	1
part1_UG_gain_f_red_1	66	12-03-2020	1	5.0	1	709.0	4.0	2
part1_UG_gain_f_red_1	66	12-03-2020	1	2.0	1	646.0	2.0	3
part1_UG_gain_f_red_1	66	12-03-2020	1	3.0	1	323.0	3.0	4
part1_UG_gain_f_red_1	66	12-03-2020	1	4.0	1	672.0	3.0	5
part1_UG_gain_f_red_1	66	12-03-2020	1	3.0	1	15.0	3.0	6
part1_UG_gain_f_red_1	66	12-03-2020	1	4.0	1	549.0	3.0	7
part1_UG_gain_f_red_1	66	12-03-2020	1	2.0	1	889.0	2.0	8
part1_UG_gain_f_red_1	66	12-03-2020	1	5.0	1	455.0	4.0	9
part1_UG_gain_f_red_1	66	12-03-2020	1	1.0	1	503.0	2.0	10
part1_UG_gain_f_red_1	66	12-03-2020	1	2.0	1	631.0	2.0	11
part1_UG_gain_f_red_1	66	12-03-2020	1	4.0	1	338.0	3.0	12
part1_UG_gain_f_red_1	66	12-03-2020	1	1.0	1	967.0	2.0	13
part1_UG_gain_f_red_1	66	12-03-2020	1	3.0	1	203.0	3.0	14
part1_UG_gain_f_red_1	66	12-03-2020	1	5.0	1	62.0	4.0	15
part1_UG_gain_f_red_1	66	12-03-2020	1	5.0	1	253.0	4.0	16
part1_UG_gain_f_red_1	66	12-03-2020	1	3.0	1	271.0	3.0	17
part1_UG_gain_f_red_1	66	12-03-2020	1	4.0	1	125.0	3.0	18
part1_UG_gain_f_red_1	66	12-03-2020	1	2.0	1	156.0	2.0	19
part1_UG_gain_f_red_1	66	12-03-2020	1	1.0	1	254.0	2.0	20
part1_UG_gain_f_red_1	66	12-03-2020	1	2.0	1	282.0	2.0	21
part1_UG_gain_f_red_1	66	12-03-2020	1	3.0	1	111.0	3.0	22
part1_UG_gain_f_red_1	66	12-03-2020	1	1.0	1	101.0	2.0	23
part1_UG_gain_f_red_1	66	12-03-2020	1	4.0	1	606.0	4.0	24
part1_UG_gain_f_red_1	66	12-03-2020	1	5.0	1	320.0	4.0	25
part1_UG_gain_f_red_1	66	12-03-2020	1	1.0	1	144.0	2.0	26
part1_UG_gain_f_red_1	66	12-03-2020	1	2.0	1	1068.0	2.0	27
part1_UG_gain_f_red_1	66	12-03-2020	1	5.0	1	215.0	4.0	28
part1_UG_gain_f_red_1	66	12-03-2020	1	4.0	1	442.0	3.0	29
part1_UG_gain_f_red_1	66	12-03-2020	1	3.0	1	512.0	3.0	30
part1_UG_gain_f_red_1	66	12-03-2020	1	5.0	1	319.0	4.0	31
part1_UG_gain_f_red_1	66	12-03-2020	1	2.0	1	138.0	2.0	32
part1_UG_gain_f_red_1	66	12-03-2020	1	4.0	1	432.0	3.0	33
part1_UG_gain_f_red_1	66	12-03-2020	1	3.0	1	1529.0	3.0	34
part1_UG_gain_f_red_1	66	12-03-2020	1	1.0	1	4911.0	2.0	35
part1_UG_gain_f_red_1	66	12-03-2020	1	1.0	1	407.0	2.0	36
part1_UG_gain_f_red_1	66	12-03-2020	1	5.0	1	648.0	4.0	37
part1_UG_gain_f_red_1	66	12-03-2020	1	3.0	1	263.0	3.0	38
part1_UG_gain_f_red_1	66	12-03-2020	1	2.0	1	2676.0	2.0	39
part1_UG_gain_f_red_1	66	12-03-2020	1	4.0	1	3039.0	3.0	40
part1_UG_gain_f_red_1	67	12-03-2020	0	2.0	0	756.0	3.0	1
part1_UG_gain_f_red_1	67	12-03-2020	1	5.0	1	666.0	3.0	2
part1_UG_gain_f_red_1	67	12-03-2020	0	1.0	0	543.0	3.0	3
part1_UG_gain_f_red_1	67	12-03-2020	1	3.0	1	9547.0	3.0	4
part1_UG_gain_f_red_1	67	12-03-2020	1	4.0	1	921.0	3.0	5
part1_UG_gain_f_red_1	67	12-03-2020	1	5.0	1	346.0	3.0	6
part1_UG_gain_f_red_1	67	12-03-2020	1	4.0	1	666.0	3.0	7
part1_UG_gain_f_red_1	67	12-03-2020	0	1.0	0	854.0	1.0	8
part1_UG_gain_f_red_1	67	12-03-2020	0	2.0	0	1345.0	2.0	9
part1_UG_gain_f_red_1	67	12-03-2020	1	3.0	1	610.0	3.0	10
part1_UG_gain_f_red_1	67	12-03-2020	1	3.0	1	647.0	3.0	11
part1_UG_gain_f_red_1	67	12-03-2020	0	1.0	0	533.0	2.0	12
part1_UG_gain_f_red_1	67	12-03-2020	1	4.0	1	1160.0	3.0	13
part1_UG_gain_f_red_1	67	12-03-2020	0	2.0	0	1254.0	3.0	14
part1_UG_gain_f_red_1	67	12-03-2020	1	5.0	1	345.0	3.0	15
part1_UG_gain_f_red_1	67	12-03-2020	1	4.0	1	417.0	3.0	16
part1_UG_gain_f_red_1	67	12-03-2020	0	1.0	0	480.0	3.0	17
part1_UG_gain_f_red_1	67	12-03-2020	1	5.0	1	261.0	3.0	18
part1_UG_gain_f_red_1	67	12-03-2020	1	2.0	1	1716.0	3.0	19
part1_UG_gain_f_red_1	67	12-03-2020	1	3.0	1	347.0	3.0	20
part1_UG_gain_f_red_1	67	12-03-2020	1	4.0	1	367.0	3.0	21
part1_UG_gain_f_red_1	67	12-03-2020	0	1.0	0	496.0	3.0	22
part1_UG_gain_f_red_1	67	12-03-2020	1	5.0	1	174.0	3.0	23
part1_UG_gain_f_red_1	67	12-03-2020	1	3.0	1	1364.0	3.0	24
part1_UG_gain_f_red_1	67	12-03-2020	1	2.0	1	1590.0	3.0	25
part1_UG_gain_f_red_1	67	12-03-2020	1	5.0	1	277.0	3.0	26
part1_UG_gain_f_red_1	67	12-03-2020	1	1.0	1	1974.0	2.0	27
part1_UG_gain_f_red_1	67	12-03-2020	1	4.0	1	855.0	3.0	28
part1_UG_gain_f_red_1	67	12-03-2020	1	3.0	1	181.0	3.0	29
part1_UG_gain_f_red_1	67	12-03-2020	1	2.0	1	640.0	2.0	30
part1_UG_gain_f_red_1	67	12-03-2020	1	1.0	1	982.0	2.0	31
part1_UG_gain_f_red_1	67	12-03-2020	1	3.0	1	147.0	3.0	32
part1_UG_gain_f_red_1	67	12-03-2020	1	4.0	1	149.0	3.0	33
part1_UG_gain_f_red_1	67	12-03-2020	0	2.0	0	708.0	3.0	34
part1_UG_gain_f_red_1	67	12-03-2020	1	5.0	1	160.0	4.0	35
part1_UG_gain_f_red_1	67	12-03-2020	1	3.0	1	1329.0	3.0	36
part1_UG_gain_f_red_1	67	12-03-2020	0	2.0	0	356.0	3.0	37
part1_UG_gain_f_red_1	67	12-03-2020	1	4.0	1	784.0	3.0	38
part1_UG_gain_f_red_1	67	12-03-2020	1	5.0	1	104.0	3.0	39
part1_UG_gain_f_red_1	67	12-03-2020	0	1.0	0	546.0	3.0	40
part1_UG_gain_f_red_1	68	12-03-2020	1	5.0	1	476.0	3.0	1
part1_UG_gain_f_red_1	68	12-03-2020	1	2.0	1	264.0	1.0	2
part1_UG_gain_f_red_1	68	12-03-2020	1	3.0	1	466.0	2.0	3
part1_UG_gain_f_red_1	68	12-03-2020	1	4.0	1	373.0	3.0	4
part1_UG_gain_f_red_1	68	12-03-2020	1	1.0	1	450.0	1.0	5
part1_UG_gain_f_red_1	68	12-03-2020	0	1.0	0	1008.0	2.0	6
part1_UG_gain_f_red_1	68	12-03-2020	1	2.0	1	3503.0	2.0	7
part1_UG_gain_f_red_1	68	12-03-2020	1	3.0	1	438.0	2.0	8
part1_UG_gain_f_red_1	68	12-03-2020	1	5.0	1	131.0	3.0	9
part1_UG_gain_f_red_1	68	12-03-2020	1	4.0	1	420.0	2.0	10
part1_UG_gain_f_red_1	68	12-03-2020	1	5.0	1	131.0	3.0	11
part1_UG_gain_f_red_1	68	12-03-2020	1	2.0	1	1142.0	1.0	12
part1_UG_gain_f_red_1	68	12-03-2020	1	4.0	1	248.0	3.0	13
part1_UG_gain_f_red_1	68	12-03-2020	1	1.0	1	478.0	1.0	14
part1_UG_gain_f_red_1	68	12-03-2020	1	3.0	1	647.0	3.0	15
part1_UG_gain_f_red_1	68	12-03-2020	1	1.0	1	270.0	1.0	16
part1_UG_gain_f_red_1	68	12-03-2020	1	5.0	1	304.0	3.0	17
part1_UG_gain_f_red_1	68	12-03-2020	1	3.0	1	203.0	2.0	18
part1_UG_gain_f_red_1	68	12-03-2020	1	4.0	1	263.0	3.0	19
part1_UG_gain_f_red_1	68	12-03-2020	1	2.0	1	171.0	1.0	20
part1_UG_gain_f_red_1	68	12-03-2020	0	2.0	0	1171.0	2.0	21
part1_UG_gain_f_red_1	68	12-03-2020	1	3.0	1	722.0	2.0	22
part1_UG_gain_f_red_1	68	12-03-2020	1	5.0	1	204.0	3.0	23
part1_UG_gain_f_red_1	68	12-03-2020	1	1.0	1	679.0	1.0	24
part1_UG_gain_f_red_1	68	12-03-2020	1	4.0	1	274.0	2.0	25
part1_UG_gain_f_red_1	68	12-03-2020	1	1.0	1	387.0	1.0	26
part1_UG_gain_f_red_1	68	12-03-2020	1	3.0	1	134.0	2.0	27
part1_UG_gain_f_red_1	68	12-03-2020	1	4.0	1	158.0	3.0	28
part1_UG_gain_f_red_1	68	12-03-2020	1	2.0	1	235.0	2.0	29
part1_UG_gain_f_red_1	68	12-03-2020	1	5.0	1	365.0	3.0	30
part1_UG_gain_f_red_1	68	12-03-2020	1	4.0	1	477.0	3.0	31
part1_UG_gain_f_red_1	68	12-03-2020	1	5.0	1	138.0	5.0	32
part1_UG_gain_f_red_1	68	12-03-2020	1	1.0	1	148.0	1.0	33
part1_UG_gain_f_red_1	68	12-03-2020	1	2.0	1	128.0	2.0	34
part1_UG_gain_f_red_1	68	12-03-2020	1	3.0	1	163.0	2.0	35
part1_UG_gain_f_red_1	68	12-03-2020	1	5.0	1	365.0	4.0	36
part1_UG_gain_f_red_1	68	12-03-2020	1	4.0	1	208.0	3.0	37
part1_UG_gain_f_red_1	68	12-03-2020	1	1.0	1	74.0	1.0	38
part1_UG_gain_f_red_1	68	12-03-2020	1	3.0	1	127.0	2.0	39
part1_UG_gain_f_red_1	68	12-03-2020	1	2.0	1	199.0	2.0	40
part1_UG_gain_f_red_1	69	12-03-2020	0	1.0	0	1728.0	1.0	1
part1_UG_gain_f_red_1	69	12-03-2020	0	3.0	0	499.0	2.0	2
part1_UG_gain_f_red_1	69	12-03-2020	1	5.0	1	359.0	4.0	3
part1_UG_gain_f_red_1	69	12-03-2020	0	2.0	0	374.0	1.0	4
part1_UG_gain_f_red_1	69	12-03-2020	1	4.0	1	701.0	2.0	5
part1_UG_gain_f_red_1	69	12-03-2020	0	2.0	0	265.0	1.0	6
part1_UG_gain_f_red_1	69	12-03-2020	1	4.0	1	465.0	2.0	7
part1_UG_gain_f_red_1	69	12-03-2020	1	5.0	1	478.0	4.0	8
part1_UG_gain_f_red_1	69	12-03-2020	0	1.0	0	341.0	1.0	9
part1_UG_gain_f_red_1	69	12-03-2020	0	3.0	0	512.0	1.0	10
part1_UG_gain_f_red_1	69	12-03-2020	0	3.0	0	369.0	1.0	11
part1_UG_gain_f_red_1	69	12-03-2020	1	5.0	1	195.0	5.0	12
part1_UG_gain_f_red_1	69	12-03-2020	0	1.0	0	268.0	1.0	13
part1_UG_gain_f_red_1	69	12-03-2020	1	4.0	1	178.0	2.0	14
part1_UG_gain_f_red_1	69	12-03-2020	0	2.0	0	234.0	1.0	15
part1_UG_gain_f_red_1	69	12-03-2020	0	1.0	0	138.0	1.0	16
part1_UG_gain_f_red_1	69	12-03-2020	0	3.0	0	448.0	1.0	17
part1_UG_gain_f_red_1	69	12-03-2020	1	4.0	1	332.0	2.0	18
part1_UG_gain_f_red_1	69	12-03-2020	1	5.0	1	156.0	5.0	19
part1_UG_gain_f_red_1	69	12-03-2020	0	2.0	0	128.0	1.0	20
part1_UG_gain_f_red_1	69	12-03-2020	1	5.0	1	196.0	5.0	21
part1_UG_gain_f_red_1	69	12-03-2020	0	3.0	0	192.0	1.0	22
part1_UG_gain_f_red_1	69	12-03-2020	0	2.0	0	379.0	1.0	23
part1_UG_gain_f_red_1	69	12-03-2020	0	1.0	0	141.0	1.0	24
part1_UG_gain_f_red_1	69	12-03-2020	1	4.0	1	319.0	2.0	25
part1_UG_gain_f_red_1	69	12-03-2020	1	4.0	1	231.0	2.0	26
part1_UG_gain_f_red_1	69	12-03-2020	0	1.0	0	227.0	1.0	27
part1_UG_gain_f_red_1	69	12-03-2020	0	2.0	0	263.0	3.0	28
part1_UG_gain_f_red_1	69	12-03-2020	0	3.0	0	541.0	1.0	29
part1_UG_gain_f_red_1	69	12-03-2020	1	5.0	1	338.0	5.0	30
part1_UG_gain_f_red_1	69	12-03-2020	0	3.0	0	473.0	2.0	31
part1_UG_gain_f_red_1	69	12-03-2020	1	5.0	1	96.0	5.0	32
part1_UG_gain_f_red_1	69	12-03-2020	0	2.0	0	821.0	1.0	33
part1_UG_gain_f_red_1	69	12-03-2020	1	4.0	1	873.0	2.0	34
part1_UG_gain_f_red_1	69	12-03-2020	0	1.0	0	252.0	1.0	35
part1_UG_gain_f_red_1	69	12-03-2020	0	1.0	0	165.0	1.0	36
part1_UG_gain_f_red_1	69	12-03-2020	0	2.0	0	209.0	1.0	37
part1_UG_gain_f_red_1	69	12-03-2020	1	5.0	1	118.0	5.0	38
part1_UG_gain_f_red_1	69	12-03-2020	0	3.0	0	209.0	1.0	39
part1_UG_gain_f_red_1	69	12-03-2020	1	4.0	1	205.0	2.0	40
part1_UG_gain_f_red_1	70	12-03-2020	1	4.0	1	1898.0	4.0	1
part1_UG_gain_f_red_1	70	12-03-2020	0	1.0	0	2466.0	1.0	2
part1_UG_gain_f_red_1	70	12-03-2020	1	5.0	1	4094.0	4.0	3
part1_UG_gain_f_red_1	70	12-03-2020	0	2.0	0	1416.0	2.0	4
part1_UG_gain_f_red_1	70	12-03-2020	0	3.0	0	2943.0	2.0	5
part1_UG_gain_f_red_1	70	12-03-2020	1	4.0	1	1891.0	3.0	6
part1_UG_gain_f_red_1	70	12-03-2020	0	1.0	0	784.0	1.0	7
part1_UG_gain_f_red_1	70	12-03-2020	0	3.0	0	1314.0	2.0	8
part1_UG_gain_f_red_1	70	12-03-2020	0	2.0	0	744.0	1.0	9
part1_UG_gain_f_red_1	70	12-03-2020	1	5.0	1	799.0	4.0	10
part1_UG_gain_f_red_1	70	12-03-2020	0	2.0	0	1399.0	1.0	11
part1_UG_gain_f_red_1	70	12-03-2020	1	5.0	1	555.0	4.0	12
part1_UG_gain_f_red_1	70	12-03-2020	0	1.0	0	431.0	1.0	13
part1_UG_gain_f_red_1	70	12-03-2020	1	4.0	1	3097.0	4.0	14
part1_UG_gain_f_red_1	70	12-03-2020	0	3.0	0	2330.0	3.0	15
part1_UG_gain_f_red_1	70	12-03-2020	0	3.0	0	3248.0	2.0	16
part1_UG_gain_f_red_1	70	12-03-2020	0	1.0	0	1972.0	1.0	17
part1_UG_gain_f_red_1	70	12-03-2020	1	5.0	1	792.0	3.0	18
part1_UG_gain_f_red_1	70	12-03-2020	1	4.0	1	727.0	4.0	19
part1_UG_gain_f_red_1	70	12-03-2020	0	2.0	0	1104.0	2.0	20
part1_UG_gain_f_red_1	70	12-03-2020	1	5.0	1	1104.0	4.0	21
part1_UG_gain_f_red_1	70	12-03-2020	0	1.0	0	485.0	2.0	22
part1_UG_gain_f_red_1	70	12-03-2020	1	4.0	1	607.0	3.0	23
part1_UG_gain_f_red_1	70	12-03-2020	0	2.0	0	444.0	2.0	24
part1_UG_gain_f_red_1	70	12-03-2020	1	3.0	1	794.0	3.0	25
part1_UG_gain_f_red_1	70	12-03-2020	1	3.0	1	689.0	3.0	26
part1_UG_gain_f_red_1	70	12-03-2020	0	1.0	0	422.0	1.0	27
part1_UG_gain_f_red_1	70	12-03-2020	1	5.0	1	494.0	5.0	28
part1_UG_gain_f_red_1	70	12-03-2020	0	2.0	0	570.0	2.0	29
part1_UG_gain_f_red_1	70	12-03-2020	1	4.0	1	550.0	3.0	30
part1_UG_gain_f_red_1	70	12-03-2020	1	4.0	1	2286.0	4.0	31
part1_UG_gain_f_red_1	70	12-03-2020	0	2.0	0	1075.0	2.0	32
part1_UG_gain_f_red_1	70	12-03-2020	0	1.0	0	612.0	1.0	33
part1_UG_gain_f_red_1	70	12-03-2020	1	3.0	1	551.0	3.0	34
part1_UG_gain_f_red_1	70	12-03-2020	1	5.0	1	500.0	5.0	35
part1_UG_gain_f_red_1	70	12-03-2020	0	1.0	0	301.0	2.0	36
part1_UG_gain_f_red_1	70	12-03-2020	0	2.0	0	834.0	2.0	37
part1_UG_gain_f_red_1	70	12-03-2020	1	3.0	1	444.0	3.0	38
part1_UG_gain_f_red_1	70	12-03-2020	1	5.0	1	545.0	5.0	39
part1_UG_gain_f_red_1	70	12-03-2020	1	4.0	1	488.0	3.0	40
part1_UG_gain_f_red_1	75	12-06-2020	1	4.0	1	2911.0	4.0	1
part1_UG_gain_f_red_1	75	12-06-2020	0	2.0	0	8671.0	1.0	2
part1_UG_gain_f_red_1	75	12-06-2020	0	1.0	0	544.0	1.0	3
part1_UG_gain_f_red_1	75	12-06-2020	1	5.0	1	712.0	3.0	4
part1_UG_gain_f_red_1	75	12-06-2020	0	3.0	0	894.0	2.0	5
part1_UG_gain_f_red_1	75	12-06-2020	1	5.0	1	423.0	5.0	6
part1_UG_gain_f_red_1	75	12-06-2020	0	2.0	0	512.0	2.0	7
part1_UG_gain_f_red_1	75	12-06-2020	0	1.0	0	508.0	2.0	8
part1_UG_gain_f_red_1	75	12-06-2020	0	3.0	0	328.0	1.0	9
part1_UG_gain_f_red_1	75	12-06-2020	1	4.0	1	1365.0	3.0	10
part1_UG_gain_f_red_1	75	12-06-2020	0	2.0	0	2872.0	1.0	11
part1_UG_gain_f_red_1	75	12-06-2020	1	4.0	1	1197.0	3.0	12
part1_UG_gain_f_red_1	75	12-06-2020	1	5.0	1	255.0	5.0	13
part1_UG_gain_f_red_1	75	12-06-2020	0	1.0	0	346.0	1.0	14
part1_UG_gain_f_red_1	75	12-06-2020	0	3.0	0	1465.0	2.0	15
part1_UG_gain_f_red_1	75	12-06-2020	0	2.0	0	286.0	1.0	16
part1_UG_gain_f_red_1	75	12-06-2020	0	1.0	0	222.0	1.0	17
part1_UG_gain_f_red_1	75	12-06-2020	0	4.0	0	1796.0	4.0	18
part1_UG_gain_f_red_1	75	12-06-2020	0	3.0	0	474.0	1.0	19
part1_UG_gain_f_red_1	75	12-06-2020	1	5.0	1	545.0	3.0	20
part1_UG_gain_f_red_1	75	12-06-2020	0	3.0	0	320.0	1.0	21
part1_UG_gain_f_red_1	75	12-06-2020	0	2.0	0	273.0	1.0	22
part1_UG_gain_f_red_1	75	12-06-2020	0	1.0	0	214.0	1.0	23
part1_UG_gain_f_red_1	75	12-06-2020	1	5.0	1	568.0	5.0	24
part1_UG_gain_f_red_1	75	12-06-2020	0	4.0	0	290.0	3.0	25
part1_UG_gain_f_red_1	75	12-06-2020	1	4.0	1	668.0	3.0	26
part1_UG_gain_f_red_1	75	12-06-2020	1	5.0	1	332.0	3.0	27
part1_UG_gain_f_red_1	75	12-06-2020	0	2.0	0	330.0	1.0	28
part1_UG_gain_f_red_1	75	12-06-2020	0	1.0	0	301.0	1.0	29
part1_UG_gain_f_red_1	75	12-06-2020	0	3.0	0	333.0	2.0	30
part1_UG_gain_f_red_1	75	12-06-2020	0	1.0	0	340.0	1.0	31
part1_UG_gain_f_red_1	75	12-06-2020	1	4.0	1	860.0	3.0	32
