Subject	Context	SessionDate	SessionTime	proposer	receivor	type	choose	Wait2.RT	targettext
205.0	loss	08-09-2021	10:43:14						
205.0	loss	08-09-2021	10:43:14	-1.0	-9.0	unfair	拒绝	8517.0	4.0
205.0	loss	08-09-2021	10:43:14	-5.0	-5.0	fair	接受	3508.0	4.0
205.0	loss	08-09-2021	10:43:14	-3.0	-7.0	7月3日	拒绝	3746.0	2.0
205.0	loss	08-09-2021	10:43:14	-4.0	-6.0	fair	拒绝	4398.0	2.0
205.0	loss	08-09-2021	10:43:14	-2.0	-8.0	unfair	拒绝	5082.0	2.0
205.0	loss	08-09-2021	10:43:14	-5.0	-5.0	fair	接受	3590.0	3.0
205.0	loss	08-09-2021	10:43:14	-4.0	-6.0	fair	拒绝	2880.0	3.0
205.0	loss	08-09-2021	10:43:14	-2.0	-8.0	unfair	拒绝	1914.0	2.0
205.0	loss	08-09-2021	10:43:14	-3.0	-7.0	7月3日	拒绝	3443.0	4.0
205.0	loss	08-09-2021	10:43:14	-1.0	-9.0	unfair	拒绝	10633.0	4.0
205.0	loss	08-09-2021	10:43:14						
205.0	loss	08-09-2021	10:43:14						
205.0	loss	08-09-2021	10:43:14	-3.0	-7.0	7月3日	拒绝	2144.0	3.0
205.0	loss	08-09-2021	10:43:14	-5.0	-5.0	fair	接受	2438.0	3.0
205.0	loss	08-09-2021	10:43:14	-4.0	-6.0	fair	拒绝	4069.0	4.0
205.0	loss	08-09-2021	10:43:14	-2.0	-8.0	unfair	接受	2228.0	4.0
205.0	loss	08-09-2021	10:43:14	-1.0	-9.0	unfair	拒绝	12778.0	2.0
205.0	loss	08-09-2021	10:43:14	-5.0	-5.0	fair	接受	8132.0	4.0
205.0	loss	08-09-2021	10:43:14	-3.0	-7.0	7月3日	拒绝	2231.0	2.0
205.0	loss	08-09-2021	10:43:14	-1.0	-9.0	unfair	拒绝	1711.0	2.0
205.0	loss	08-09-2021	10:43:14	-2.0	-8.0	unfair	拒绝	1787.0	4.0
205.0	loss	08-09-2021	10:43:14	-4.0	-6.0	fair	接受	4807.0	4.0
205.0	loss	08-09-2021	10:43:14						
205.0	loss	08-09-2021	10:43:14						
205.0	loss	08-09-2021	10:43:14	-2.0	-8.0	unfair	拒绝	4631.0	2.0
205.0	loss	08-09-2021	10:43:14	-5.0	-5.0	fair	接受	4538.0	4.0
205.0	loss	08-09-2021	10:43:14	-1.0	-9.0	unfair	拒绝	1550.0	3.0
205.0	loss	08-09-2021	10:43:14	-3.0	-7.0	7月3日	拒绝	6693.0	2.0
205.0	loss	08-09-2021	10:43:14	-4.0	-6.0	fair	接受	1919.0	3.0
205.0	loss	08-09-2021	10:43:14	-5.0	-5.0	fair	接受	5110.0	3.0
205.0	loss	08-09-2021	10:43:14	-1.0	-9.0	unfair	接受	2361.0	4.0
205.0	loss	08-09-2021	10:43:14	-4.0	-6.0	fair	拒绝	4661.0	2.0
205.0	loss	08-09-2021	10:43:14	-2.0	-8.0	unfair	拒绝	1939.0	2.0
205.0	loss	08-09-2021	10:43:14	-3.0	-7.0	7月3日	拒绝	3924.0	2.0
205.0	loss	08-09-2021	10:43:14						
205.0	loss	08-09-2021	10:43:14						
205.0	loss	08-09-2021	10:43:14	-3.0	-7.0	7月3日	拒绝	4257.0	2.0
205.0	loss	08-09-2021	10:43:14	-1.0	-9.0	unfair	拒绝	1986.0	4.0
205.0	loss	08-09-2021	10:43:14	-4.0	-6.0	fair	拒绝	5811.0	2.0
205.0	loss	08-09-2021	10:43:14	-5.0	-5.0	fair	接受	1787.0	4.0
205.0	loss	08-09-2021	10:43:14	-2.0	-8.0	unfair	拒绝	3106.0	2.0
205.0	loss	08-09-2021	10:43:14	-4.0	-6.0	fair	拒绝	2925.0	2.0
205.0	loss	08-09-2021	10:43:14	-1.0	-9.0	unfair	拒绝	2382.0	2.0
205.0	loss	08-09-2021	10:43:14	-5.0	-5.0	fair	接受	1536.0	4.0
205.0	loss	08-09-2021	10:43:14	-3.0	-7.0	7月3日	拒绝	2754.0	2.0
205.0	loss	08-09-2021	10:43:14	-2.0	-8.0	unfair	拒绝	9241.0	2.0
205.0	gain	08-09-2021	10:51:47						
205.0	gain	08-09-2021	10:51:47	6.0	4.0	fair	拒绝	7628.0	2.0
205.0	gain	08-09-2021	10:51:47	8.0	2.0	unfair	拒绝	3964.0	2.0
205.0	gain	08-09-2021	10:51:47	7.0	3.0	unfair	接受	3076.0	3.0
205.0	gain	08-09-2021	10:51:47	9.0	1.0	unfair	拒绝	2080.0	3.0
205.0	gain	08-09-2021	10:51:47	5.0	5.0	fair	接受	2691.0	4.0
205.0	gain	08-09-2021	10:51:47	5.0	5.0	fair	接受	7696.0	4.0
205.0	gain	08-09-2021	10:51:47	7.0	3.0	unfair	拒绝	6159.0	2.0
205.0	gain	08-09-2021	10:51:47	8.0	2.0	unfair	拒绝	2945.0	2.0
205.0	gain	08-09-2021	10:51:47	9.0	1.0	unfair	拒绝	1583.0	2.0
205.0	gain	08-09-2021	10:51:47	6.0	4.0	fair	接受	3164.0	4.0
205.0	gain	08-09-2021	10:51:47						
205.0	gain	08-09-2021	10:51:47						
205.0	gain	08-09-2021	10:51:47	9.0	1.0	unfair	拒绝	3454.0	2.0
205.0	gain	08-09-2021	10:51:47	8.0	2.0	unfair	拒绝	4393.0	2.0
205.0	gain	08-09-2021	10:51:47	7.0	3.0	unfair	拒绝	3047.0	2.0
205.0	gain	08-09-2021	10:51:47	6.0	4.0	fair	接受	4945.0	4.0
205.0	gain	08-09-2021	10:51:47	5.0	5.0	fair	接受	2176.0	4.0
205.0	gain	08-09-2021	10:51:47	5.0	5.0	fair	接受	3453.0	4.0
205.0	gain	08-09-2021	10:51:47	7.0	3.0	unfair	拒绝	2378.0	2.0
205.0	gain	08-09-2021	10:51:47	6.0	4.0	fair	拒绝	14108.0	2.0
