ExperimentName,Subject,Session,Clock.Information,DataFile.Basename,Display.RefreshRate,ExperimentVersion,Group,R1Color,R2Color,R3Color,R4Color,R5Color,R6Color,R7Color,R8Color,R9Color,RandomSeed,RuntimeVersion,SessionDate,SessionStartDateTimeUtc,SessionTime,StudioVersion,Block,choice,DAL,DIA,DIC,DJG,IA_Index,ListQues,ListSess,ListSess.Cycle,ListSess.Sample,other1,other2,other3,other4,other5,other6,other7,other8,other9,otherScore,Procedure,Running,SVO_angle,SVO_type,Trialnum,version,you1,you2,you3,you4,you5,you6,you7,you8,you9,yourScore
SVO Backup1,18,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-01-08T13:34:47Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">1004798846774</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-01-08T13:34:47Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",SVO Backup1-18-1,59.999,1.0.0.18,1,black,black,black,black,black,black,black,black,black,-222755763,2.0.10.182,01-08-2020,2020/1/8 13:34,21:34:47,2.0.10.92,12,5,,,,,,12,1,2,12,100,99,98,96,95,94,93,91,90,,ProcTrial,ListSess,,,12,2,50,56,63,69,75,81,88,94,100,
SVO Backup1,18,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-01-08T13:34:47Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">1004798846774</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-01-08T13:34:47Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",SVO Backup1-18-1,59.999,1.0.0.18,1,black,black,black,black,black,black,black,black,black,-222755763,2.0.10.182,01-08-2020,2020/1/8 13:34,21:34:47,2.0.10.92,13,8,,,,,,13,1,2,13,100,94,88,81,75,69,63,56,50,,ProcTrial,ListSess,,,13,2,50,56,63,69,75,81,88,94,100,
SVO Backup1,18,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-01-08T13:34:47Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">1004798846774</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-01-08T13:34:47Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",SVO Backup1-18-1,59.999,1.0.0.18,1,black,black,black,black,black,black,black,black,black,-222755763,2.0.10.182,01-08-2020,2020/1/8 13:34,21:34:47,2.0.10.92,14,9,,,,,,14,1,2,14,90,91,93,94,95,96,98,99,100,,ProcTrial,ListSess,,,14,2,100,96,93,89,85,81,78,74,70,
SVO Backup1,18,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-01-08T13:34:47Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">1004798846774</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-01-08T13:34:47Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",SVO Backup1-18-1,59.999,1.0.0.18,1,black,black,black,black,black,black,black,black,black,-222755763,2.0.10.182,01-08-2020,2020/1/8 13:34,21:34:47,2.0.10.92,15,9,0.5694444,0.625,0.6805556,0.625,999,15,1,2,15,100,94,88,81,75,69,63,56,50,78,ProcTrial,ListSess,1.322835,2,15,2,90,91,93,94,95,96,98,99,100,71.16666
SVO Backup1,19,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-01-08T13:35:06Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">1004988000865</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-01-08T13:35:06Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",SVO Backup1-19-1,60,1.0.0.19,1,black,black,black,black,black,black,black,black,black,-33627570,2.0.10.182,01-08-2020,2020/1/8 13:35,21:35:06,2.0.10.92,1,9,,,,,,1,1,2,1,85,76,68,59,50,41,33,24,15,,ProcTrial,ListSess,,,1,1,85,85,85,85,85,85,85,85,85,
SVO Backup1,19,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-01-08T13:35:06Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">1004988000865</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-01-08T13:35:06Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",SVO Backup1-19-1,60,1.0.0.19,1,black,black,black,black,black,black,black,black,black,-33627570,2.0.10.182,01-08-2020,2020/1/8 13:35,21:35:06,2.0.10.92,2,1,,,,,,2,1,2,2,15,19,24,28,33,37,41,46,50,,ProcTrial,ListSess,,,2,1,85,87,89,91,93,94,96,98,100,
SVO Backup1,19,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-01-08T13:35:06Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">1004988000865</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-01-08T13:35:06Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",SVO Backup1-19-1,60,1.0.0.19,1,black,black,black,black,black,black,black,black,black,-33627570,2.0.10.182,01-08-2020,2020/1/8 13:35,21:35:06,2.0.10.92,3,9,,,,,,3,1,2,3,100,98,96,94,93,91,89,87,85,,ProcTrial,ListSess,,,3,1,50,54,59,63,68,72,76,81,85,
SVO Backup1,19,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-01-08T13:35:06Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">1004988000865</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-01-08T13:35:06Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",SVO Backup1-19-1,60,1.0.0.19,1,black,black,black,black,black,black,black,black,black,-33627570,2.0.10.182,01-08-2020,2020/1/8 13:35,21:35:06,2.0.10.92,4,9,,,,,,4,1,2,4,100,89,79,68,58,47,36,26,15,,ProcTrial,ListSess,,,4,1,50,54,59,63,68,72,76,81,85,
SVO Backup1,19,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-01-08T13:35:06Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">1004988000865</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-01-08T13:35:06Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",SVO Backup1-19-1,60,1.0.0.19,1,black,black,black,black,black,black,black,black,black,-33627570,2.0.10.182,01-08-2020,2020/1/8 13:35,21:35:06,2.0.10.92,5,1,,,,,,5,1,2,5,50,56,63,69,75,81,88,94,100,,ProcTrial,ListSess,,,5,1,100,94,88,81,75,69,63,56,50,
SVO Backup1,19,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-01-08T13:35:06Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">1004988000865</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-01-08T13:35:06Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",SVO Backup1-19-1,60,1.0.0.19,1,black,black,black,black,black,black,black,black,black,-33627570,2.0.10.182,01-08-2020,2020/1/8 13:35,21:35:06,2.0.10.92,6,1,,,,,,6,1,2,6,50,54,59,63,68,72,76,81,85,,ProcTrial,ListSess,,,6,1,100,98,96,94,93,91,89,87,85,
SVO Backup1,19,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-01-08T13:35:06Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">1004988000865</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-01-08T13:35:06Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",SVO Backup1-19-1,60,1.0.0.19,1,black,black,black,black,black,black,black,black,black,-33627570,2.0.10.182,01-08-2020,2020/1/8 13:35,21:35:06,2.0.10.92,7,1,,,,,,7,1,2,7,50,56,63,69,75,81,88,94,100,,ProcTrial,ListSess,,,7,2,100,96,93,89,85,81,78,74,70,
SVO Backup1,19,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-01-08T13:35:06Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">1004988000865</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-01-08T13:35:06Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",SVO Backup1-19-1,60,1.0.0.19,1,black,black,black,black,black,black,black,black,black,-33627570,2.0.10.182,01-08-2020,2020/1/8 13:35,21:35:06,2.0.10.92,8,8,,,,,,8,1,2,8,100,99,98,96,95,94,93,91,90,,ProcTrial,ListSess,,,8,2,90,91,93,94,95,96,98,99,100,
SVO Backup1,19,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-01-08T13:35:06Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">1004988000865</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-01-08T13:35:06Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",SVO Backup1-19-1,60,1.0.0.19,1,black,black,black,black,black,black,black,black,black,-33627570,2.0.10.182,01-08-2020,2020/1/8 13:35,21:35:06,2.0.10.92,9,1,,,,,,9,1,2,9,70,74,78,81,85,89,93,96,100,,ProcTrial,ListSess,,,9,2,100,94,88,81,75,69,63,56,50,
SVO Backup1,19,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-01-08T13:35:06Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">1004988000865</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-01-08T13:35:06Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",SVO Backup1-19-1,60,1.0.0.19,1,black,black,black,black,black,black,black,black,black,-33627570,2.0.10.182,01-08-2020,2020/1/8 13:35,21:35:06,2.0.10.92,10,1,,,,,,10,1,2,10,70,74,78,81,85,89,93,96,100,,ProcTrial,ListSess,,,10,2,100,99,98,96,95,94,93,91,90,
SVO Backup1,19,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-01-08T13:35:06Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">1004988000865</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-01-08T13:35:06Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",SVO Backup1-19-1,60,1.0.0.19,1,black,black,black,black,black,black,black,black,black,-33627570,2.0.10.182,01-08-2020,2020/1/8 13:35,21:35:06,2.0.10.92,11,9,,,,,,11,1,2,11,100,96,93,89,85,81,78,74,70,,ProcTrial,ListSess,,,11,2,70,74,78,81,85,89,93,96,100,
SVO Backup1,19,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-01-08T13:35:06Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">1004988000865</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-01-08T13:35:06Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",SVO Backup1-19-1,60,1.0.0.19,1,black,black,black,black,black,black,black,black,black,-33627570,2.0.10.182,01-08-2020,2020/1/8 13:35,21:35:06,2.0.10.92,12,9,,,,,,12,1,2,12,100,99,98,96,95,94,93,91,90,,ProcTrial,ListSess,,,12,2,50,56,63,69,75,81,88,94,100,
SVO Backup1,19,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-01-08T13:35:06Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">1004988000865</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-01-08T13:35:06Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",SVO Backup1-19-1,60,1.0.0.19,1,black,black,black,black,black,black,black,black,black,-33627570,2.0.10.182,01-08-2020,2020/1/8 13:35,21:35:06,2.0.10.92,13,9,,,,,,13,1,2,13,100,94,88,81,75,69,63,56,50,,ProcTrial,ListSess,,,13,2,50,56,63,69,75,81,88,94,100,
SVO Backup1,19,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-01-08T13:35:06Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">1004988000865</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-01-08T13:35:06Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",SVO Backup1-19-1,60,1.0.0.19,1,black,black,black,black,black,black,black,black,black,-33627570,2.0.10.182,01-08-2020,2020/1/8 13:35,21:35:06,2.0.10.92,14,1,,,,,,14,1,2,14,90,91,93,94,95,96,98,99,100,,ProcTrial,ListSess,,,14,2,100,96,93,89,85,81,78,74,70,
SVO Backup1,19,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-01-08T13:35:06Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">1004988000865</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-01-08T13:35:06Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",SVO Backup1-19-1,60,1.0.0.19,1,black,black,black,black,black,black,black,black,black,-33627570,2.0.10.182,01-08-2020,2020/1/8 13:35,21:35:06,2.0.10.92,15,9,0.5694444,0.625,0.6805556,0.625,999,15,1,2,15,100,94,88,81,75,69,63,56,50,38.33333,ProcTrial,ListSess,-0.2916667,4,15,2,90,91,93,94,95,96,98,99,100,90
SVO Backup1,2,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-01-08T13:25:28Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">999205969428</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-01-08T13:25:28Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",SVO Backup1-2-1,60,1.0.0.2,1,black,black,black,black,black,black,black,black,black,-1520646470,2.0.10.182,01-08-2020,2020/1/8 13:25,21:25:28,2.0.10.92,1,1,,,,,,1,1,2,1,85,76,68,59,50,41,33,24,15,,ProcTrial,ListSess,,,1,1,85,85,85,85,85,85,85,85,85,
SVO Backup1,2,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-01-08T13:25:28Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">999205969428</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-01-08T13:25:28Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",SVO Backup1-2-1,60,1.0.0.2,1,black,black,black,black,black,black,black,black,black,-1520646470,2.0.10.182,01-08-2020,2020/1/8 13:25,21:25:28,2.0.10.92,2,9,,,,,,2,1,2,2,15,19,24,28,33,37,41,46,50,,ProcTrial,ListSess,,,2,1,85,87,89,91,93,94,96,98,100,
SVO Backup1,2,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-01-08T13:25:28Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">999205969428</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-01-08T13:25:28Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",SVO Backup1-2-1,60,1.0.0.2,1,black,black,black,black,black,black,black,black,black,-1520646470,2.0.10.182,01-08-2020,2020/1/8 13:25,21:25:28,2.0.10.92,3,9,,,,,,3,1,2,3,100,98,96,94,93,91,89,87,85,,ProcTrial,ListSess,,,3,1,50,54,59,63,68,72,76,81,85,
SVO Backup1,2,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-01-08T13:25:28Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">999205969428</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-01-08T13:25:28Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",SVO Backup1-2-1,60,1.0.0.2,1,black,black,black,black,black,black,black,black,black,-1520646470,2.0.10.182,01-08-2020,2020/1/8 13:25,21:25:28,2.0.10.92,4,5,,,,,,4,1,2,4,100,89,79,68,58,47,36,26,15,,ProcTrial,ListSess,,,4,1,50,54,59,63,68,72,76,81,85,
SVO Backup1,2,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-01-08T13:25:28Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">999205969428</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-01-08T13:25:28Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",SVO Backup1-2-1,60,1.0.0.2,1,black,black,black,black,black,black,black,black,black,-1520646470,2.0.10.182,01-08-2020,2020/1/8 13:25,21:25:28,2.0.10.92,5,5,,,,,,5,1,2,5,50,56,63,69,75,81,88,94,100,,ProcTrial,ListSess,,,5,1,100,94,88,81,75,69,63,56,50,
SVO Backup1,2,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-01-08T13:25:28Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">999205969428</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-01-08T13:25:28Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",SVO Backup1-2-1,60,1.0.0.2,1,black,black,black,black,black,black,black,black,black,-1520646470,2.0.10.182,01-08-2020,2020/1/8 13:25,21:25:28,2.0.10.92,6,9,,,,,,6,1,2,6,50,54,59,63,68,72,76,81,85,,ProcTrial,ListSess,,,6,1,100,98,96,94,93,91,89,87,85,
SVO Backup1,2,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-01-08T13:25:28Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">999205969428</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-01-08T13:25:28Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",SVO Backup1-2-1,60,1.0.0.2,1,black,black,black,black,black,black,black,black,black,-1520646470,2.0.10.182,01-08-2020,2020/1/8 13:25,21:25:28,2.0.10.92,7,6,,,,,,7,1,2,7,50,56,63,69,75,81,88,94,100,,ProcTrial,ListSess,,,7,2,100,96,93,89,85,81,78,74,70,
SVO Backup1,2,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-01-08T13:25:28Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">999205969428</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-01-08T13:25:28Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",SVO Backup1-2-1,60,1.0.0.2,1,black,black,black,black,black,black,black,black,black,-1520646470,2.0.10.182,01-08-2020,2020/1/8 13:25,21:25:28,2.0.10.92,8,5,,,,,,8,1,2,8,100,99,98,96,95,94,93,91,90,,ProcTrial,ListSess,,,8,2,90,91,93,94,95,96,98,99,100,
SVO Backup1,2,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-01-08T13:25:28Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">999205969428</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-01-08T13:25:28Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",SVO Backup1-2-1,60,1.0.0.2,1,black,black,black,black,black,black,black,black,black,-1520646470,2.0.10.182,01-08-2020,2020/1/8 13:25,21:25:28,2.0.10.92,9,4,,,,,,9,1,2,9,70,74,78,81,85,89,93,96,100,,ProcTrial,ListSess,,,9,2,100,94,88,81,75,69,63,56,50,
SVO Backup1,2,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-01-08T13:25:28Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">999205969428</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-01-08T13:25:28Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",SVO Backup1-2-1,60,1.0.0.2,1,black,black,black,black,black,black,black,black,black,-1520646470,2.0.10.182,01-08-2020,2020/1/8 13:25,21:25:28,2.0.10.92,10,7,,,,,,10,1,2,10,70,74,78,81,85,89,93,96,100,,ProcTrial,ListSess,,,10,2,100,99,98,96,95,94,93,91,90,
