ExperimentName,Subject,Session,Clock.Information,DataFile.Basename,Display.RefreshRate,ExperimentVersion,Group,R1Color[Session],R2Color[Session],R3Color[Session],R4Color[Session],R5Color[Session],R6Color[Session],R7Color[Session],R8Color[Session],R9Color[Session],RandomSeed,RuntimeVersion,SessionDate,SessionStartDateTimeUtc,SessionTime,StudioVersion,Block,DAL,DIA,DIC,DJG,IA_Index,ListQues,ListSess,ListSess.Cycle,ListSess.Sample,other1,other2,other3,other4,other5,other6,other7,other8,other9,otherScore,Procedure,R0Color,R1Color[Block],R2Color[Block],R3Color[Block],R4Color[Block],R5Color[Block],R6Color[Block],R7Color[Block],R8Color[Block],R9Color[Block],RespDur,Running,SlideFB.ACC,SlideFB.CRESP,SlideFB.DurationError,SlideFB.OnsetDelay,SlideFB.OnsetTime,SlideFB.RESP,SlideFB.RT,SlideFB.RTTime,SlideTarget.ACC,SlideTarget.CRESP,SlideTarget.DurationError,SlideTarget.OnsetDelay,SlideTarget.OnsetTime,SlideTarget.RESP,SlideTarget.RT,SlideTarget.RTTime,SVO_angle,SVO_type,Trialnum,version,you1,you2,you3,you4,you5,you6,you7,you8,you9,yourScore
SVO,6011,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2021-08-14T09:22:26Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312734</Frequency><Timestamp dt:dt=""r8"">41823190491</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2021-08-14T09:22:26Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",SVO-06011-1,59.908,1.0.0.181,1,black,black,black,black,black,black,black,black,black,-1125810174,2.0.10.182,08-14-2021,2021/8/14 9:22,17:22:26,2.0.10.92,11,,,,,,11,1,2,11,100,96,93,89,85,81,78,74,70,,ProcTrial,,cyan,black,black,black,black,black,black,black,black,-1326,ListSess,0,,-999999,116,147876,{SPACE},915,148791,0,,-999999,101,142934,1,4826,147760,,,11,2,70,74,78,81,85,89,93,96,100,
SVO,6011,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2021-08-14T09:22:26Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312734</Frequency><Timestamp dt:dt=""r8"">41823190491</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2021-08-14T09:22:26Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",SVO-06011-1,59.908,1.0.0.181,1,black,black,black,black,black,black,black,black,black,-1125810174,2.0.10.182,08-14-2021,2021/8/14 9:22,17:22:26,2.0.10.92,12,,,,,,12,1,2,12,100,99,98,96,95,94,93,91,90,,ProcTrial,,black,black,black,black,black,black,black,black,cyan,-3680,ListSess,0,,-999999,116,156708,{SPACE},808,157516,0,,-999999,101,149412,9,7180,156592,,,12,2,50,56,63,69,75,81,88,94,100,
SVO,6011,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2021-08-14T09:22:26Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312734</Frequency><Timestamp dt:dt=""r8"">41823190491</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2021-08-14T09:22:26Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",SVO-06011-1,59.908,1.0.0.181,1,black,black,black,black,black,black,black,black,black,-1125810174,2.0.10.182,08-14-2021,2021/8/14 9:22,17:22:26,2.0.10.92,13,,,,,,13,1,2,13,100,94,88,81,75,69,63,56,50,,ProcTrial,,black,black,black,black,black,black,black,black,cyan,-2831,ListSess,0,,-999999,113,164572,{SPACE},1113,165685,0,,-999999,101,158127,9,6331,164458,,,13,2,50,56,63,69,75,81,88,94,100,
SVO,6011,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2021-08-14T09:22:26Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312734</Frequency><Timestamp dt:dt=""r8"">41823190491</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2021-08-14T09:22:26Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",SVO-06011-1,59.908,1.0.0.181,1,black,black,black,black,black,black,black,black,black,-1125810174,2.0.10.182,08-14-2021,2021/8/14 9:22,17:22:26,2.0.10.92,14,,,,,,14,1,2,14,90,91,93,94,95,96,98,99,100,,ProcTrial,,black,black,cyan,black,black,black,black,black,black,-7147,ListSess,0,,-999999,122,177078,{SPACE},395,177473,0,,-999999,101,166309,3,10647,176956,,,14,2,100,96,93,89,85,81,78,74,70,
SVO,6011,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2021-08-14T09:22:26Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312734</Frequency><Timestamp dt:dt=""r8"">41823190491</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2021-08-14T09:22:26Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",SVO-06011-1,59.908,1.0.0.181,1,black,black,black,black,black,black,black,black,black,-1125810174,2.0.10.182,08-14-2021,2021/8/14 9:22,17:22:26,2.0.10.92,15,0.6111111,0.2222222,0.3888889,0.2291667,999,15,1,2,15,100,94,88,81,75,69,63,56,50,54.33333,ProcTrial,,black,black,black,cyan,black,black,black,black,black,-4977,ListSess,0,,-999999,121,186695,{SPACE},1674,188369,0,,-999999,101,178096,4,8477,186573,0.1019608,3,15,2,90,91,93,94,95,96,98,99,100,92.5
SVO,6021,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2021-08-14T07:56:02Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312734</Frequency><Timestamp dt:dt=""r8"">24652548632</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2021-08-14T07:56:02Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",SVO-06021-1,59.893,1.0.0.179,1,black,black,black,black,black,black,black,black,black,-1116589712,2.0.10.182,08-14-2021,2021/8/14 7:56,15:56:03,2.0.10.92,1,,,,,,1,1,2,1,85,76,68,59,50,41,33,24,15,,ProcTrial,,cyan,black,black,black,black,black,black,black,black,-1467,ListSess,0,,-999999,92,20390,{SPACE},2258,22648,0,,-999999,134,15331,1,4967,20298,,,1,1,85,85,85,85,85,85,85,85,85,
SVO,6021,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2021-08-14T07:56:02Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312734</Frequency><Timestamp dt:dt=""r8"">24652548632</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2021-08-14T07:56:02Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",SVO-06021-1,59.893,1.0.0.179,1,black,black,black,black,black,black,black,black,black,-1116589712,2.0.10.182,08-14-2021,2021/8/14 7:56,15:56:03,2.0.10.92,2,,,,,,2,1,2,2,15,19,24,28,33,37,41,46,50,,ProcTrial,,black,black,black,black,black,black,black,black,cyan,-51336,ListSess,0,,-999999,111,78210,{SPACE},1278,79488,0,,-999999,101,23262,9,54836,78098,,,2,1,85,87,89,91,93,94,96,98,100,
SVO,6021,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2021-08-14T07:56:02Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312734</Frequency><Timestamp dt:dt=""r8"">24652548632</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2021-08-14T07:56:02Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",SVO-06021-1,59.893,1.0.0.179,1,black,black,black,black,black,black,black,black,black,-1116589712,2.0.10.182,08-14-2021,2021/8/14 7:56,15:56:03,2.0.10.92,3,,,,,,3,1,2,3,100,98,96,94,93,91,89,87,85,,ProcTrial,,black,black,black,black,black,black,black,black,cyan,-2464,ListSess,0,,-999999,113,86191,{SPACE},1166,87357,0,,-999999,101,80113,9,5964,86077,,,3,1,50,54,59,63,68,72,76,81,85,
SVO,6021,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2021-08-14T07:56:02Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312734</Frequency><Timestamp dt:dt=""r8"">24652548632</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2021-08-14T07:56:02Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",SVO-06021-1,59.893,1.0.0.179,1,black,black,black,black,black,black,black,black,black,-1116589712,2.0.10.182,08-14-2021,2021/8/14 7:56,15:56:03,2.0.10.92,4,,,,,,4,1,2,4,100,89,79,68,58,47,36,26,15,,ProcTrial,,black,black,cyan,black,black,black,black,black,black,-11539,ListSess,0,,-999999,121,103138,{SPACE},874,104012,0,,-999999,101,87977,3,15039,103016,,,4,1,50,54,59,63,68,72,76,81,85,
SVO,6021,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2021-08-14T07:56:02Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312734</Frequency><Timestamp dt:dt=""r8"">24652548632</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2021-08-14T07:56:02Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",SVO-06021-1,59.893,1.0.0.179,1,black,black,black,black,black,black,black,black,black,-1116589712,2.0.10.182,08-14-2021,2021/8/14 7:56,15:56:03,2.0.10.92,5,,,,,,5,1,2,5,50,56,63,69,75,81,88,94,100,,ProcTrial,,black,black,black,black,cyan,black,black,black,black,-6468,ListSess,0,,-999999,115,114708,{SPACE},230,114938,0,,-999999,101,104624,5,9968,114592,,,5,1,100,94,88,81,75,69,63,56,50,
SVO,6021,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2021-08-14T07:56:02Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312734</Frequency><Timestamp dt:dt=""r8"">24652548632</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2021-08-14T07:56:02Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",SVO-06021-1,59.893,1.0.0.179,1,black,black,black,black,black,black,black,black,black,-1116589712,2.0.10.182,08-14-2021,2021/8/14 7:56,15:56:03,2.0.10.92,6,,,,,,6,1,2,6,50,54,59,63,68,72,76,81,85,,ProcTrial,,black,black,black,black,black,black,black,cyan,black,-16657,ListSess,0,,-999999,112,135829,{SPACE},440,136269,0,,-999999,101,115560,8,20157,135717,,,6,1,100,98,96,94,93,91,89,87,85,
SVO,6021,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2021-08-14T07:56:02Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312734</Frequency><Timestamp dt:dt=""r8"">24652548632</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2021-08-14T07:56:02Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",SVO-06021-1,59.893,1.0.0.179,1,black,black,black,black,black,black,black,black,black,-1116589712,2.0.10.182,08-14-2021,2021/8/14 7:56,15:56:03,2.0.10.92,7,,,,,,7,1,2,7,50,56,63,69,75,81,88,94,100,,ProcTrial,,black,black,black,black,black,cyan,black,black,black,-2510,ListSess,0,,-999999,118,143009,{SPACE},527,143536,0,,-999999,101,136881,6,6010,142891,,,7,2,100,96,93,89,85,81,78,74,70,
SVO,6021,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2021-08-14T07:56:02Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312734</Frequency><Timestamp dt:dt=""r8"">24652548632</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2021-08-14T07:56:02Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",SVO-06021-1,59.893,1.0.0.179,1,black,black,black,black,black,black,black,black,black,-1116589712,2.0.10.182,08-14-2021,2021/8/14 7:56,15:56:03,2.0.10.92,8,,,,,,8,1,2,8,100,99,98,96,95,94,93,91,90,,ProcTrial,,black,black,black,black,cyan,black,black,black,black,-607,ListSess,0,,-999999,116,148385,{SPACE},532,148917,0,,-999999,101,144161,5,4107,148268,,,8,2,90,91,93,94,95,96,98,99,100,
SVO,6021,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2021-08-14T07:56:02Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312734</Frequency><Timestamp dt:dt=""r8"">24652548632</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2021-08-14T07:56:02Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",SVO-06021-1,59.893,1.0.0.179,1,black,black,black,black,black,black,black,black,black,-1116589712,2.0.10.182,08-14-2021,2021/8/14 7:56,15:56:03,2.0.10.92,9,,,,,,9,1,2,9,70,74,78,81,85,89,93,96,100,,ProcTrial,,black,black,black,cyan,black,black,black,black,black,717,ListSess,0,,-999999,122,152442,{SPACE},555,152997,0,,-999999,101,149537,4,2783,152320,,,9,2,100,94,88,81,75,69,63,56,50,
SVO,6021,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2021-08-14T07:56:02Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312734</Frequency><Timestamp dt:dt=""r8"">24652548632</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2021-08-14T07:56:02Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",SVO-06021-1,59.893,1.0.0.179,1,black,black,black,black,black,black,black,black,black,-1116589712,2.0.10.182,08-14-2021,2021/8/14 7:56,15:56:03,2.0.10.92,10,,,,,,10,1,2,10,70,74,78,81,85,89,93,96,100,,ProcTrial,,black,black,black,black,black,black,cyan,black,black,-3007,ListSess,0,,-999999,121,160239,{SPACE},332,160571,0,,-999999,101,153611,7,6507,160118,,,10,2,100,99,98,96,95,94,93,91,90,
SVO,6021,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2021-08-14T07:56:02Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312734</Frequency><Timestamp dt:dt=""r8"">24652548632</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2021-08-14T07:56:02Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",SVO-06021-1,59.893,1.0.0.179,1,black,black,black,black,black,black,black,black,black,-1116589712,2.0.10.182,08-14-2021,2021/8/14 7:56,15:56:03,2.0.10.92,11,,,,,,11,1,2,11,100,96,93,89,85,81,78,74,70,,ProcTrial,,black,black,black,black,cyan,black,black,black,black,-3736,ListSess,0,,-999999,111,168521,{SPACE},476,168997,0,,-999999,84,161174,5,7236,168410,,,11,2,70,74,78,81,85,89,93,96,100,
SVO,6021,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2021-08-14T07:56:02Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312734</Frequency><Timestamp dt:dt=""r8"">24652548632</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2021-08-14T07:56:02Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",SVO-06021-1,59.893,1.0.0.179,1,black,black,black,black,black,black,black,black,black,-1116589712,2.0.10.182,08-14-2021,2021/8/14 7:56,15:56:03,2.0.10.92,12,,,,,,12,1,2,12,100,99,98,96,95,94,93,91,90,,ProcTrial,black,black,black,black,black,black,black,black,cyan,black,1598,ListSess,0,,-999999,118,190710,{SPACE},525,191235,0,,-999999,105,188690,8,1902,190592,,,12,2,50,56,63,69,75,81,88,94,100,
SVO,6021,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2021-08-14T07:56:02Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312734</Frequency><Timestamp dt:dt=""r8"">24652548632</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2021-08-14T07:56:02Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",SVO-06021-1,59.893,1.0.0.179,1,black,black,black,black,black,black,black,black,black,-1116589712,2.0.10.182,08-14-2021,2021/8/14 7:56,15:56:03,2.0.10.92,13,,,,,,13,1,2,13,100,94,88,81,75,69,63,56,50,,ProcTrial,,black,black,black,black,cyan,black,black,black,black,1245,ListSess,0,,-999999,114,194216,{SPACE},253,194469,0,,-999999,101,191846,5,2255,194101,,,13,2,50,56,63,69,75,81,88,94,100,
SVO,6021,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2021-08-14T07:56:02Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312734</Frequency><Timestamp dt:dt=""r8"">24652548632</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2021-08-14T07:56:02Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",SVO-06021-1,59.893,1.0.0.179,1,black,black,black,black,black,black,black,black,black,-1116589712,2.0.10.182,08-14-2021,2021/8/14 7:56,15:56:03,2.0.10.92,14,,,,,,14,1,2,14,90,91,93,94,95,96,98,99,100,,ProcTrial,,black,black,black,black,cyan,black,black,black,black,2284,ListSess,0,,-999999,119,196420,{SPACE},152,196572,0,,-999999,101,195085,5,1216,196301,,,14,2,100,96,93,89,85,81,78,74,70,
SVO,6021,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2021-08-14T07:56:02Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312734</Frequency><Timestamp dt:dt=""r8"">24652548632</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2021-08-14T07:56:02Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",SVO-06021-1,59.893,1.0.0.179,1,black,black,black,black,black,black,black,black,black,-1116589712,2.0.10.182,08-14-2021,2021/8/14 7:56,15:56:03,2.0.10.92,15,0.4722222,2.78E-02,0.5277778,0.2916667,8.70E-02,15,1,2,15,100,94,88,81,75,69,63,56,50,75.83334,ProcTrial,,black,cyan,black,black,black,black,black,black,black,-8843,ListSess,0,,-999999,113,209644,{SPACE},486,210130,0,,-999999,101,197188,2,12343,209531,0.8115183,2,15,2,90,91,93,94,95,96,98,99,100,81.83334
SVO,6111,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2021-08-15T10:04:55Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312675</Frequency><Timestamp dt:dt=""r8"">46693461624</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2021-08-15T10:04:55Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",SVO-06111-1,59.892,1.0.0.185,1,black,black,black,black,black,black,black,black,black,-550534007,2.0.10.182,08-15-2021,2021/8/15 10:04,18:04:55,2.0.10.92,1,,,,,,1,1,2,1,85,76,68,59,50,41,33,24,15,,ProcTrial,,black,black,black,black,black,black,black,black,cyan,923,ListSess,0,,-999999,128,24573,{SPACE},3487,28060,0,,-999999,134,21868,9,2577,24445,,,1,1,85,85,85,85,85,85,85,85,85,
SVO,6111,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2021-08-15T10:04:55Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312675</Frequency><Timestamp dt:dt=""r8"">46693461624</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2021-08-15T10:04:55Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",SVO-06111-1,59.892,1.0.0.185,1,black,black,black,black,black,black,black,black,black,-550534007,2.0.10.182,08-15-2021,2021/8/15 10:04,18:04:55,2.0.10.92,2,,,,,,2,1,2,2,15,19,24,28,33,37,41,46,50,,ProcTrial,,black,black,black,black,black,black,black,black,cyan,2164,ListSess,0,,-999999,116,30133,{SPACE},439,30572,0,,-999999,101,28681,9,1336,30017,,,2,1,85,87,89,91,93,94,96,98,100,
SVO,6111,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2021-08-15T10:04:55Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312675</Frequency><Timestamp dt:dt=""r8"">46693461624</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2021-08-15T10:04:55Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",SVO-06111-1,59.892,1.0.0.185,1,black,black,black,black,black,black,black,black,black,-550534007,2.0.10.182,08-15-2021,2021/8/15 10:04,18:04:55,2.0.10.92,3,,,,,,3,1,2,3,100,98,96,94,93,91,89,87,85,,ProcTrial,,black,black,black,black,black,black,black,black,cyan,2898,ListSess,0,,-999999,116,31903,{SPACE},430,32333,0,,-999999,101,31185,9,602,31787,,,3,1,50,54,59,63,68,72,76,81,85,
SVO,6111,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2021-08-15T10:04:55Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312675</Frequency><Timestamp dt:dt=""r8"">46693461624</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2021-08-15T10:04:55Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",SVO-06111-1,59.892,1.0.0.185,1,black,black,black,black,black,black,black,black,black,-550534007,2.0.10.182,08-15-2021,2021/8/15 10:04,18:04:55,2.0.10.92,4,,,,,,4,1,2,4,100,89,79,68,58,47,36,26,15,,ProcTrial,,black,black,black,black,black,black,black,black,cyan,2925,ListSess,0,,-999999,110,33623,{SPACE},457,34080,0,,-999999,84,32938,9,575,33513,,,4,1,50,54,59,63,68,72,76,81,85,
SVO,6111,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2021-08-15T10:04:55Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312675</Frequency><Timestamp dt:dt=""r8"">46693461624</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2021-08-15T10:04:55Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",SVO-06111-1,59.892,1.0.0.185,1,black,black,black,black,black,black,black,black,black,-550534007,2.0.10.182,08-15-2021,2021/8/15 10:04,18:04:55,2.0.10.92,5,,,,,,5,1,2,5,50,56,63,69,75,81,88,94,100,,ProcTrial,,black,black,black,black,black,black,black,black,cyan,3057,ListSess,0,,-999999,107,35242,{SPACE},5957,41199,0,,-999999,102,34692,9,443,35135,,,5,1,100,94,88,81,75,69,63,56,50,
