ExperimentName,Subject,Session,Clock.Information,DataFile.Basename,Display.RefreshRate,ExperimentVersion,Group,R1Color[Session],R2Color[Session],R3Color[Session],R4Color[Session],R5Color[Session],R6Color[Session],R7Color[Session],R8Color[Session],R9Color[Session],RandomSeed,RuntimeVersion,SessionDate,SessionStartDateTimeUtc,SessionTime,StudioVersion,Block,DAL,DIA,DIC,DJG,IA_Index,ListQues,ListSess,ListSess.Cycle,ListSess.Sample,other1,other2,other3,other4,other5,other6,other7,other8,other9,otherScore,Procedure,R0Color,R1Color[Block],R2Color[Block],R3Color[Block],R4Color[Block],R5Color[Block],R6Color[Block],R7Color[Block],R8Color[Block],R9Color[Block],RespDur,Running,SlideFB.ACC,SlideFB.CRESP,SlideFB.DurationError,SlideFB.OnsetDelay,SlideFB.OnsetTime,SlideFB.RESP,SlideFB.RT,SlideFB.RTTime,SlideTarget.ACC,SlideTarget.CRESP,SlideTarget.DurationError,SlideTarget.OnsetDelay,SlideTarget.OnsetTime,SlideTarget.RESP,SlideTarget.RT,SlideTarget.RTTime,SVO_angle,SVO_type,Trialnum,version,you1,you2,you3,you4,you5,you6,you7,you8,you9,yourScore
SVO,1341,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2021-08-02T09:01:15Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312724</Frequency><Timestamp dt:dt=""r8"">30365887784</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2021-08-02T09:01:15Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",SVO-001341-1,59.893,1.0.0.156,1,black,black,black,black,black,black,black,black,black,301752515,2.0.10.182,08-02-2021,2021/8/2 9:01,17:01:15,2.0.10.92,3,,,,,,3,1,2,3,100,98,96,94,93,91,89,87,85,,ProcTrial,,black,black,black,black,black,black,black,black,cyan,-1597,ListSess,0,,-999999,96,78115,{SPACE},836,78951,0,,-999999,101,72922,9,5097,78019,,,3,1,50,54,59,63,68,72,76,81,85,
SVO,1341,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2021-08-02T09:01:15Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312724</Frequency><Timestamp dt:dt=""r8"">30365887784</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2021-08-02T09:01:15Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",SVO-001341-1,59.893,1.0.0.156,1,black,black,black,black,black,black,black,black,black,301752515,2.0.10.182,08-02-2021,2021/8/2 9:01,17:01:15,2.0.10.92,4,,,,,,4,1,2,4,100,89,79,68,58,47,36,26,15,,ProcTrial,,cyan,black,black,black,black,black,black,black,black,-2341,ListSess,0,,-999999,119,85511,{SPACE},1006,86517,0,,-999999,85,79551,1,5841,85392,,,4,1,50,54,59,63,68,72,76,81,85,
SVO,1341,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2021-08-02T09:01:15Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312724</Frequency><Timestamp dt:dt=""r8"">30365887784</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2021-08-02T09:01:15Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",SVO-001341-1,59.893,1.0.0.156,1,black,black,black,black,black,black,black,black,black,301752515,2.0.10.182,08-02-2021,2021/8/2 9:01,17:01:15,2.0.10.92,5,,,,,,5,1,2,5,50,56,63,69,75,81,88,94,100,,ProcTrial,,cyan,black,black,black,black,black,black,black,black,-1041,ListSess,0,,-999999,117,91789,{SPACE},1146,92935,0,,-999999,101,87131,1,4541,91672,,,5,1,100,94,88,81,75,69,63,56,50,
SVO,1341,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2021-08-02T09:01:15Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312724</Frequency><Timestamp dt:dt=""r8"">30365887784</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2021-08-02T09:01:15Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",SVO-001341-1,59.893,1.0.0.156,1,black,black,black,black,black,black,black,black,black,301752515,2.0.10.182,08-02-2021,2021/8/2 9:01,17:01:15,2.0.10.92,6,,,,,,6,1,2,6,50,54,59,63,68,72,76,81,85,,ProcTrial,,black,black,black,black,cyan,black,black,black,black,-1758,ListSess,0,,-999999,118,98935,{SPACE},908,99843,0,,-999999,101,93559,5,5258,98817,,,6,1,100,98,96,94,93,91,89,87,85,
SVO,1341,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2021-08-02T09:01:15Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312724</Frequency><Timestamp dt:dt=""r8"">30365887784</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2021-08-02T09:01:15Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",SVO-001341-1,59.893,1.0.0.156,1,black,black,black,black,black,black,black,black,black,301752515,2.0.10.182,08-02-2021,2021/8/2 9:01,17:01:15,2.0.10.92,7,,,,,,7,1,2,7,50,56,63,69,75,81,88,94,100,,ProcTrial,,black,black,black,black,black,cyan,black,black,black,-1581,ListSess,0,,-999999,111,105647,{SPACE},1240,106887,0,,-999999,101,100455,6,5081,105536,,,7,2,100,96,93,89,85,81,78,74,70,
SVO,1341,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2021-08-02T09:01:15Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312724</Frequency><Timestamp dt:dt=""r8"">30365887784</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2021-08-02T09:01:15Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",SVO-001341-1,59.893,1.0.0.156,1,black,black,black,black,black,black,black,black,black,301752515,2.0.10.182,08-02-2021,2021/8/2 9:01,17:01:15,2.0.10.92,8,,,,,,8,1,2,8,100,99,98,96,95,94,93,91,90,,ProcTrial,,black,black,black,black,cyan,black,black,black,black,-3720,ListSess,0,,-999999,108,114830,{SPACE},876,115706,0,,-999999,101,107501,5,7220,114721,,,8,2,90,91,93,94,95,96,98,99,100,
SVO,1341,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2021-08-02T09:01:15Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312724</Frequency><Timestamp dt:dt=""r8"">30365887784</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2021-08-02T09:01:15Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",SVO-001341-1,59.893,1.0.0.156,1,black,black,black,black,black,black,black,black,black,301752515,2.0.10.182,08-02-2021,2021/8/2 9:01,17:01:15,2.0.10.92,9,,,,,,9,1,2,9,70,74,78,81,85,89,93,96,100,,ProcTrial,,black,black,black,cyan,black,black,black,black,black,-464,ListSess,0,,-999999,109,120390,{SPACE},636,121026,0,,-999999,100,116316,4,3964,120280,,,9,2,100,94,88,81,75,69,63,56,50,
SVO,1341,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2021-08-02T09:01:15Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312724</Frequency><Timestamp dt:dt=""r8"">30365887784</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2021-08-02T09:01:15Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",SVO-001341-1,59.893,1.0.0.156,1,black,black,black,black,black,black,black,black,black,301752515,2.0.10.182,08-02-2021,2021/8/2 9:01,17:01:15,2.0.10.92,10,,,,,,10,1,2,10,70,74,78,81,85,89,93,96,100,,ProcTrial,,black,black,black,black,black,black,cyan,black,black,-2880,ListSess,0,,-999999,115,128121,{SPACE},1239,129360,0,,-999999,84,121626,7,6380,128006,,,10,2,100,99,98,96,95,94,93,91,90,
SVO,1341,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2021-08-02T09:01:15Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312724</Frequency><Timestamp dt:dt=""r8"">30365887784</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2021-08-02T09:01:15Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",SVO-001341-1,59.893,1.0.0.156,1,black,black,black,black,black,black,black,black,black,301752515,2.0.10.182,08-02-2021,2021/8/2 9:01,17:01:15,2.0.10.92,11,,,,,,11,1,2,11,100,96,93,89,85,81,78,74,70,,ProcTrial,,black,black,black,black,cyan,black,black,black,black,-4492,ListSess,0,,-999999,123,138089,{SPACE},709,138798,0,,-999999,101,129974,5,7992,137966,,,11,2,70,74,78,81,85,89,93,96,100,
SVO,1341,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2021-08-02T09:01:15Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312724</Frequency><Timestamp dt:dt=""r8"">30365887784</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2021-08-02T09:01:15Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",SVO-001341-1,59.893,1.0.0.156,1,black,black,black,black,black,black,black,black,black,301752515,2.0.10.182,08-02-2021,2021/8/2 9:01,17:01:15,2.0.10.92,12,,,,,,12,1,2,12,100,99,98,96,95,94,93,91,90,,ProcTrial,,black,black,black,black,black,black,black,black,cyan,-6998,ListSess,0,,-999999,121,150027,{SPACE},905,150932,0,,-999999,101,139408,9,10498,149906,,,12,2,50,56,63,69,75,81,88,94,100,
SVO,1341,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2021-08-02T09:01:15Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312724</Frequency><Timestamp dt:dt=""r8"">30365887784</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2021-08-02T09:01:15Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",SVO-001341-1,59.893,1.0.0.156,1,black,black,black,black,black,black,black,black,black,301752515,2.0.10.182,08-02-2021,2021/8/2 9:01,17:01:15,2.0.10.92,13,,,,,,13,1,2,13,100,94,88,81,75,69,63,56,50,,ProcTrial,,black,black,black,black,black,black,black,black,cyan,581,ListSess,0,,-999999,119,154568,{SPACE},873,155441,0,,-999999,84,151529,9,2919,154448,,,13,2,50,56,63,69,75,81,88,94,100,
SVO,1341,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2021-08-02T09:01:15Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312724</Frequency><Timestamp dt:dt=""r8"">30365887784</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2021-08-02T09:01:15Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",SVO-001341-1,59.893,1.0.0.156,1,black,black,black,black,black,black,black,black,black,301752515,2.0.10.182,08-02-2021,2021/8/2 9:01,17:01:15,2.0.10.92,14,,,,,,14,1,2,14,90,91,93,94,95,96,98,99,100,,ProcTrial,,black,black,cyan,black,black,black,black,black,black,-2209,ListSess,0,,-999999,118,161881,{SPACE},1123,163004,0,,-999999,101,156054,3,5709,161763,,,14,2,100,96,93,89,85,81,78,74,70,
SVO,1341,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2021-08-02T09:01:15Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312724</Frequency><Timestamp dt:dt=""r8"">30365887784</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2021-08-02T09:01:15Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",SVO-001341-1,59.893,1.0.0.156,1,black,black,black,black,black,black,black,black,black,301752515,2.0.10.182,08-02-2021,2021/8/2 9:01,17:01:15,2.0.10.92,15,0.5555556,8.33E-02,0.4444444,0.2083333,0.2857143,15,1,2,15,100,94,88,81,75,69,63,56,50,67.16666,ProcTrial,,cyan,black,black,black,black,black,black,black,black,-386,ListSess,0,,-999999,121,167625,{SPACE},731,168356,0,,-999999,101,163618,1,3886,167504,0.5202019,2,15,2,90,91,93,94,95,96,98,99,100,83
SVO,1351,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2021-08-02T07:36:39Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312724</Frequency><Timestamp dt:dt=""r8"">13550901240</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2021-08-02T07:36:39Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",SVO-001351-1,59.893,1.0.0.155,1,black,black,black,black,black,black,black,black,black,666649170,2.0.10.182,08-02-2021,2021/8/2 7:36,15:36:39,2.0.10.92,1,,,,,,1,1,2,1,85,76,68,59,50,41,33,24,15,,ProcTrial,,cyan,black,black,black,black,black,black,black,black,-17159,ListSess,0,,-999999,95,39186,{SPACE},2380,41566,0,,-999999,135,18432,1,20659,39091,,,1,1,85,85,85,85,85,85,85,85,85,
SVO,1351,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2021-08-02T07:36:39Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312724</Frequency><Timestamp dt:dt=""r8"">13550901240</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2021-08-02T07:36:39Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",SVO-001351-1,59.893,1.0.0.155,1,black,black,black,black,black,black,black,black,black,666649170,2.0.10.182,08-02-2021,2021/8/2 7:36,15:36:39,2.0.10.92,2,,,,,,2,1,2,2,15,19,24,28,33,37,41,46,50,,ProcTrial,,black,black,black,black,cyan,black,black,black,black,-17255,ListSess,0,,-999999,115,63062,{SPACE},927,63989,0,,-999999,101,42191,5,20755,62946,,,2,1,85,87,89,91,93,94,96,98,100,
SVO,1351,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2021-08-02T07:36:39Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312724</Frequency><Timestamp dt:dt=""r8"">13550901240</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2021-08-02T07:36:39Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",SVO-001351-1,59.893,1.0.0.155,1,black,black,black,black,black,black,black,black,black,666649170,2.0.10.182,08-02-2021,2021/8/2 7:36,15:36:39,2.0.10.92,3,,,,,,3,1,2,3,100,98,96,94,93,91,89,87,85,,ProcTrial,,black,black,black,cyan,black,black,black,black,black,-2045,ListSess,0,,-999999,115,70274,{SPACE},962,71236,0,,-999999,101,64614,4,5545,70159,,,3,1,50,54,59,63,68,72,76,81,85,
SVO,1351,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2021-08-02T07:36:39Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312724</Frequency><Timestamp dt:dt=""r8"">13550901240</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2021-08-02T07:36:39Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",SVO-001351-1,59.893,1.0.0.155,1,black,black,black,black,black,black,black,black,black,666649170,2.0.10.182,08-02-2021,2021/8/2 7:36,15:36:39,2.0.10.92,4,,,,,,4,1,2,4,100,89,79,68,58,47,36,26,15,,ProcTrial,,black,black,black,black,cyan,black,black,black,black,-8451,ListSess,0,,-999999,120,83932,{SPACE},578,84510,0,,-999999,101,71861,5,11951,83812,,,4,1,50,54,59,63,68,72,76,81,85,
SVO,1351,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2021-08-02T07:36:39Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312724</Frequency><Timestamp dt:dt=""r8"">13550901240</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2021-08-02T07:36:39Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",SVO-001351-1,59.893,1.0.0.155,1,black,black,black,black,black,black,black,black,black,666649170,2.0.10.182,08-02-2021,2021/8/2 7:36,15:36:39,2.0.10.92,5,,,,,,5,1,2,5,50,56,63,69,75,81,88,94,100,,ProcTrial,,black,black,cyan,black,black,black,black,black,black,-1087,ListSess,0,,-999999,120,89826,{SPACE},642,90468,0,,-999999,85,85118,3,4587,89705,,,5,1,100,94,88,81,75,69,63,56,50,
SVO,1351,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2021-08-02T07:36:39Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312724</Frequency><Timestamp dt:dt=""r8"">13550901240</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2021-08-02T07:36:39Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",SVO-001351-1,59.893,1.0.0.155,1,black,black,black,black,black,black,black,black,black,666649170,2.0.10.182,08-02-2021,2021/8/2 7:36,15:36:39,2.0.10.92,6,,,,,,6,1,2,6,50,54,59,63,68,72,76,81,85,,ProcTrial,,black,black,black,cyan,black,black,black,black,black,-2715,ListSess,0,,-999999,113,97390,{SPACE},333,97723,0,,-999999,85,91062,4,6215,97277,,,6,1,100,98,96,94,93,91,89,87,85,
SVO,1351,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2021-08-02T07:36:39Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312724</Frequency><Timestamp dt:dt=""r8"">13550901240</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2021-08-02T07:36:39Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",SVO-001351-1,59.893,1.0.0.155,1,black,black,black,black,black,black,black,black,black,666649170,2.0.10.182,08-02-2021,2021/8/2 7:36,15:36:39,2.0.10.92,7,,,,,,7,1,2,7,50,56,63,69,75,81,88,94,100,,ProcTrial,,black,black,black,cyan,black,black,black,black,black,-713,ListSess,0,,-999999,110,102649,{SPACE},351,103000,0,,-999999,85,98325,4,4213,102538,,,7,2,100,96,93,89,85,81,78,74,70,
SVO,1351,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2021-08-02T07:36:39Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312724</Frequency><Timestamp dt:dt=""r8"">13550901240</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2021-08-02T07:36:39Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",SVO-001351-1,59.893,1.0.0.155,1,black,black,black,black,black,black,black,black,black,666649170,2.0.10.182,08-02-2021,2021/8/2 7:36,15:36:39,2.0.10.92,8,,,,,,8,1,2,8,100,99,98,96,95,94,93,91,90,,ProcTrial,,black,black,black,black,cyan,black,black,black,black,-449,ListSess,0,,-999999,109,107675,{SPACE},427,108102,0,,-999999,101,103617,5,3949,107566,,,8,2,90,91,93,94,95,96,98,99,100,
SVO,1351,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2021-08-02T07:36:39Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312724</Frequency><Timestamp dt:dt=""r8"">13550901240</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2021-08-02T07:36:39Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",SVO-001351-1,59.893,1.0.0.155,1,black,black,black,black,black,black,black,black,black,666649170,2.0.10.182,08-02-2021,2021/8/2 7:36,15:36:39,2.0.10.92,9,,,,,,9,1,2,9,70,74,78,81,85,89,93,96,100,,ProcTrial,,black,cyan,black,black,black,black,black,black,black,-5397,ListSess,0,,-999999,119,117743,{SPACE},255,117998,0,,-999999,101,108727,2,8897,117624,,,9,2,100,94,88,81,75,69,63,56,50,
SVO,1351,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2021-08-02T07:36:39Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312724</Frequency><Timestamp dt:dt=""r8"">13550901240</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2021-08-02T07:36:39Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",SVO-001351-1,59.893,1.0.0.155,1,black,black,black,black,black,black,black,black,black,666649170,2.0.10.182,08-02-2021,2021/8/2 7:36,15:36:39,2.0.10.92,10,,,,,,10,1,2,10,70,74,78,81,85,89,93,96,100,,ProcTrial,,black,black,black,black,black,black,cyan,black,black,-2825,ListSess,0,,-999999,120,125056,{SPACE},341,125397,0,,-999999,101,118611,7,6325,124936,,,10,2,100,99,98,96,95,94,93,91,90,
SVO,1351,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2021-08-02T07:36:39Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312724</Frequency><Timestamp dt:dt=""r8"">13550901240</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2021-08-02T07:36:39Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",SVO-001351-1,59.893,1.0.0.155,1,black,black,black,black,black,black,black,black,black,666649170,2.0.10.182,08-02-2021,2021/8/2 7:36,15:36:39,2.0.10.92,11,,,,,,11,1,2,11,100,96,93,89,85,81,78,74,70,,ProcTrial,,black,black,black,black,cyan,black,black,black,black,734,ListSess,0,,-999999,121,128896,{SPACE},399,129295,0,,-999999,85,126008,5,2766,128774,,,11,2,70,74,78,81,85,89,93,96,100,
SVO,1351,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2021-08-02T07:36:39Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312724</Frequency><Timestamp dt:dt=""r8"">13550901240</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2021-08-02T07:36:39Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",SVO-001351-1,59.893,1.0.0.155,1,black,black,black,black,black,black,black,black,black,666649170,2.0.10.182,08-02-2021,2021/8/2 7:36,15:36:39,2.0.10.92,12,,,,,,12,1,2,12,100,99,98,96,95,94,93,91,90,,ProcTrial,,black,black,black,black,black,black,black,cyan,black,-6725,ListSess,0,,-999999,125,140266,{SPACE},429,140695,0,,-999999,102,129915,8,10225,140140,,,12,2,50,56,63,69,75,81,88,94,100,
