Subject	SessionDate	SessionTime	Block	choose	outcome	partnerlabel	slideInvestment.RT	targettext
68	01-31-2021	15:53:34	1					
68	01-31-2021	15:53:34	2	独占	DC	人	158.0	5.0
68	01-31-2021	15:53:34	3	分享	CC	人	3681.0	4.0
68	01-31-2021	15:53:34	4	分享	CC	人	1872.0	4.0
68	01-31-2021	15:53:34	5	独占	DD	人	1283.0	2.0
68	01-31-2021	15:53:34	6	分享	CD	人	1888.0	1.0
68	01-31-2021	15:53:34	7	独占	DD	人	3311.0	3.0
68	01-31-2021	15:53:34	8	分享	CD	人	2811.0	1.0
68	01-31-2021	15:53:34	9	独占	DC	人	1757.0	3.0
68	01-31-2021	15:53:34	10	分享	CD	人	2308.0	4.0
68	01-31-2021	15:53:34	11	独占	DD	人	1502.0	3.0
68	01-31-2021	15:53:34	12					
68	01-31-2021	15:53:34	13					
68	01-31-2021	15:53:34	14	分享	CD	电脑	1312.0	1.0
68	01-31-2021	15:53:34	15	独占	DC	电脑	1012.0	4.0
68	01-31-2021	15:53:34	16	独占	DC	电脑	1437.0	4.0
68	01-31-2021	15:53:34	17	独占	DC	电脑	926.0	4.0
68	01-31-2021	15:53:34	18	分享	CC	电脑	1269.0	1.0
68	01-31-2021	15:53:34	19	独占	DC	电脑	1142.0	5.0
68	01-31-2021	15:53:34	20	独占	DD	电脑	984.0	3.0
68	01-31-2021	15:53:34	21	独占	DC	电脑	2380.0	5.0
68	01-31-2021	15:53:34	22	独占	DC	电脑	2112.0	5.0
68	01-31-2021	15:53:34	23	独占	DC	电脑	1420.0	5.0
68	01-31-2021	15:53:34	24					
68	01-31-2021	15:53:34	25					
68	01-31-2021	15:53:34	26	独占	DC	人	1177.0	5.0
68	01-31-2021	15:53:34	27	独占	DC	人	441.0	5.0
68	01-31-2021	15:53:34	28	独占	DD	人	653.0	3.0
68	01-31-2021	15:53:34	29	独占	DC	人	1282.0	3.0
68	01-31-2021	15:53:34	30	独占	DC	人	1225.0	5.0
68	01-31-2021	15:53:34	31	分享	CD	人	535.0	1.0
68	01-31-2021	15:53:34	32	独占	DC	人	569.0	5.0
68	01-31-2021	15:53:34	33	独占	DD	人	351.0	3.0
68	01-31-2021	15:53:34	34	独占	DD	人	361.0	3.0
68	01-31-2021	15:53:34	35	独占	DC	人	1076.0	5.0
68	01-31-2021	15:53:34	36					
68	01-31-2021	15:53:34	37					
68	01-31-2021	15:53:34	38	独占	DC	电脑	1119.0	5.0
68	01-31-2021	15:53:34	39	独占	DD	电脑	351.0	3.0
68	01-31-2021	15:53:34	40	独占	DD	电脑	1052.0	3.0
68	01-31-2021	15:53:34	41	独占	DD	电脑	597.0	3.0
68	01-31-2021	15:53:34	42	独占	DC	电脑	1004.0	5.0
68	01-31-2021	15:53:34	43	独占	DD	电脑	435.0	3.0
68	01-31-2021	15:53:34	44	独占	DD	电脑	478.0	3.0
68	01-31-2021	15:53:34	45	独占	DD	电脑	95.0	3.0
68	01-31-2021	15:53:34	46	独占	DD	电脑	81.0	3.0
68	01-31-2021	15:53:34	47	独占	DD	电脑	1728.0	3.0
