ExperimentName,Subject,SessionDate,choose,receivor,Wait2.RT,targettext,trail,sub,wave
part1_UG_gain_f_red_F,213,07-21-2021,拒绝,1.0,3205.0,5.0,1,sub-213,wave1
part1_UG_gain_f_red_F,213,07-21-2021,接受,3.0,10492.0,3.0,2,sub-213,wave1
part1_UG_gain_f_red_F,213,07-21-2021,接受,5.0,1921.0,5.0,3,sub-213,wave1
part1_UG_gain_f_red_F,213,07-21-2021,拒绝,2.0,3660.0,2.0,4,sub-213,wave1
part1_UG_gain_f_red_F,213,07-21-2021,拒绝,4.0,3137.0,4.0,5,sub-213,wave1
part1_UG_gain_f_red_F,213,07-21-2021,拒绝,2.0,1858.0,3.0,6,sub-213,wave1
part1_UG_gain_f_red_F,213,07-21-2021,拒绝,1.0,1380.0,3.0,7,sub-213,wave1
part1_UG_gain_f_red_F,213,07-21-2021,拒绝,3.0,722.0,3.0,8,sub-213,wave1
part1_UG_gain_f_red_F,213,07-21-2021,接受,4.0,2108.0,2.0,9,sub-213,wave1
part1_UG_gain_f_red_F,213,07-21-2021,接受,5.0,1701.0,3.0,10,sub-213,wave1
part1_UG_gain_f_red_F,213,07-21-2021,拒绝,1.0,1510.0,3.0,11,sub-213,wave1
part1_UG_gain_f_red_F,213,07-21-2021,拒绝,2.0,2142.0,3.0,12,sub-213,wave1
part1_UG_gain_f_red_F,213,07-21-2021,接受,5.0,1149.0,3.0,13,sub-213,wave1
part1_UG_gain_f_red_F,213,07-21-2021,接受,4.0,765.0,3.0,14,sub-213,wave1
part1_UG_gain_f_red_F,213,07-21-2021,接受,3.0,255.0,3.0,15,sub-213,wave1
part1_UG_gain_f_red_F,213,07-21-2021,接受,5.0,47.0,5.0,16,sub-213,wave1
part1_UG_gain_f_red_F,213,07-21-2021,接受,4.0,251.0,3.0,17,sub-213,wave1
part1_UG_gain_f_red_F,213,07-21-2021,接受,3.0,371.0,3.0,18,sub-213,wave1
part1_UG_gain_f_red_F,213,07-21-2021,接受,2.0,510.0,3.0,19,sub-213,wave1
part1_UG_gain_f_red_F,213,07-21-2021,拒绝,1.0,2059.0,3.0,20,sub-213,wave1
part1_UG_gain_f_red_F,213,07-21-2021,拒绝,1.0,1759.0,5.0,21,sub-213,wave1
part1_UG_gain_f_red_F,213,07-21-2021,接受,3.0,868.0,3.0,22,sub-213,wave1
part1_UG_gain_f_red_F,213,07-21-2021,接受,4.0,96.0,3.0,23,sub-213,wave1
part1_UG_gain_f_red_F,213,07-21-2021,接受,5.0,830.0,5.0,24,sub-213,wave1
part1_UG_gain_f_red_F,213,07-21-2021,接受,2.0,587.0,2.0,25,sub-213,wave1
part1_UG_gain_f_red_F,213,07-21-2021,接受,3.0,478.0,3.0,26,sub-213,wave1
part1_UG_gain_f_red_F,213,07-21-2021,接受,1.0,748.0,3.0,27,sub-213,wave1
part1_UG_gain_f_red_F,213,07-21-2021,接受,5.0,680.0,3.0,28,sub-213,wave1
part1_UG_gain_f_red_F,213,07-21-2021,接受,2.0,755.0,3.0,29,sub-213,wave1
part1_UG_gain_f_red_F,213,07-21-2021,拒绝,4.0,2954.0,4.0,30,sub-213,wave1
part1_UG_gain_f_red_F,213,07-21-2021,接受,3.0,5841.0,3.0,31,sub-213,wave1
part1_UG_gain_f_red_F,213,07-21-2021,接受,5.0,172.0,3.0,32,sub-213,wave1
part1_UG_gain_f_red_F,213,07-21-2021,接受,2.0,424.0,3.0,33,sub-213,wave1
part1_UG_gain_f_red_F,213,07-21-2021,接受,4.0,299.0,3.0,34,sub-213,wave1
part1_UG_gain_f_red_F,213,07-21-2021,接受,1.0,1026.0,3.0,35,sub-213,wave1
part1_UG_gain_f_red_F,213,07-21-2021,接受,1.0,222.0,3.0,36,sub-213,wave1
part1_UG_gain_f_red_F,213,07-21-2021,接受,5.0,97.0,4.0,37,sub-213,wave1
part1_UG_gain_f_red_F,213,07-21-2021,接受,4.0,302.0,3.0,38,sub-213,wave1
part1_UG_gain_f_red_F,213,07-21-2021,接受,2.0,376.0,3.0,39,sub-213,wave1
part1_UG_gain_f_red_F,213,07-21-2021,接受,3.0,119.0,3.0,40,sub-213,wave1
part2_UG_loss_f_red_F,213,07-21-2021,接受,-5.0,1166.0,3.0,1,sub-213,wave1
part2_UG_loss_f_red_F,213,07-21-2021,拒绝,-6.0,5455.0,4.0,2,sub-213,wave1
part2_UG_loss_f_red_F,213,07-21-2021,拒绝,-7.0,2677.0,3.0,3,sub-213,wave1
part2_UG_loss_f_red_F,213,07-21-2021,拒绝,-9.0,1080.0,3.0,4,sub-213,wave1
part2_UG_loss_f_red_F,213,07-21-2021,拒绝,-8.0,731.0,3.0,5,sub-213,wave1
part2_UG_loss_f_red_F,213,07-21-2021,拒绝,-8.0,924.0,3.0,6,sub-213,wave1
part2_UG_loss_f_red_F,213,07-21-2021,拒绝,-7.0,487.0,3.0,7,sub-213,wave1
part2_UG_loss_f_red_F,213,07-21-2021,拒绝,-9.0,615.0,3.0,8,sub-213,wave1
part2_UG_loss_f_red_F,213,07-21-2021,接受,-5.0,736.0,3.0,9,sub-213,wave1
part2_UG_loss_f_red_F,213,07-21-2021,接受,-6.0,1293.0,3.0,10,sub-213,wave1
part2_UG_loss_f_red_F,213,07-21-2021,拒绝,-8.0,725.0,3.0,11,sub-213,wave1
part2_UG_loss_f_red_F,213,07-21-2021,接受,-7.0,444.0,3.0,12,sub-213,wave1
part2_UG_loss_f_red_F,213,07-21-2021,接受,-5.0,270.0,3.0,13,sub-213,wave1
part2_UG_loss_f_red_F,213,07-21-2021,接受,-6.0,469.0,3.0,14,sub-213,wave1
part2_UG_loss_f_red_F,213,07-21-2021,接受,-9.0,446.0,3.0,15,sub-213,wave1
part2_UG_loss_f_red_F,213,07-21-2021,接受,-5.0,601.0,3.0,16,sub-213,wave1
part2_UG_loss_f_red_F,213,07-21-2021,接受,-9.0,531.0,3.0,17,sub-213,wave1
part2_UG_loss_f_red_F,213,07-21-2021,接受,-8.0,219.0,3.0,18,sub-213,wave1
part2_UG_loss_f_red_F,213,07-21-2021,拒绝,-6.0,205.0,3.0,19,sub-213,wave1
part2_UG_loss_f_red_F,213,07-21-2021,接受,-7.0,188.0,3.0,20,sub-213,wave1
part2_UG_loss_f_red_F,213,07-21-2021,接受,-5.0,1144.0,3.0,21,sub-213,wave1
part2_UG_loss_f_red_F,213,07-21-2021,接受,-9.0,330.0,3.0,22,sub-213,wave1
part2_UG_loss_f_red_F,213,07-21-2021,接受,-6.0,281.0,3.0,23,sub-213,wave1
part2_UG_loss_f_red_F,213,07-21-2021,接受,-7.0,163.0,3.0,24,sub-213,wave1
part2_UG_loss_f_red_F,213,07-21-2021,拒绝,-8.0,1149.0,3.0,25,sub-213,wave1
part2_UG_loss_f_red_F,213,07-21-2021,拒绝,-6.0,2833.0,3.0,26,sub-213,wave1
part2_UG_loss_f_red_F,213,07-21-2021,接受,-5.0,1475.0,3.0,27,sub-213,wave1
part2_UG_loss_f_red_F,213,07-21-2021,接受,-7.0,287.0,3.0,28,sub-213,wave1
part2_UG_loss_f_red_F,213,07-21-2021,拒绝,-9.0,970.0,3.0,29,sub-213,wave1
part2_UG_loss_f_red_F,213,07-21-2021,拒绝,-8.0,1127.0,3.0,30,sub-213,wave1
part2_UG_loss_f_red_F,213,07-21-2021,拒绝,-6.0,453.0,3.0,31,sub-213,wave1
part2_UG_loss_f_red_F,213,07-21-2021,接受,-5.0,838.0,3.0,32,sub-213,wave1
part2_UG_loss_f_red_F,213,07-21-2021,接受,-7.0,1359.0,3.0,33,sub-213,wave1
part2_UG_loss_f_red_F,213,07-21-2021,接受,-8.0,402.0,3.0,34,sub-213,wave1
part2_UG_loss_f_red_F,213,07-21-2021,拒绝,-9.0,930.0,3.0,35,sub-213,wave1
part2_UG_loss_f_red_F,213,07-21-2021,拒绝,-6.0,207.0,3.0,36,sub-213,wave1
part2_UG_loss_f_red_F,213,07-21-2021,拒绝,-7.0,97.0,3.0,37,sub-213,wave1
part2_UG_loss_f_red_F,213,07-21-2021,接受,-5.0,928.0,3.0,38,sub-213,wave1
part2_UG_loss_f_red_F,213,07-21-2021,拒绝,-8.0,993.0,3.0,39,sub-213,wave1
part2_UG_loss_f_red_F,213,07-21-2021,拒绝,-9.0,290.0,3.0,40,sub-213,wave1
part1_UG_loss_j_gray_J,222,08-19-2021,拒绝,-9.0,33475.0,1.0,1,sub-222,wave1
part1_UG_loss_j_gray_J,222,08-19-2021,拒绝,-7.0,23493.0,1.0,2,sub-222,wave1
part1_UG_loss_j_gray_J,222,08-19-2021,拒绝,-6.0,10060.0,3.0,3,sub-222,wave1
part1_UG_loss_j_gray_J,222,08-19-2021,拒绝,-8.0,17370.0,3.0,4,sub-222,wave1
part1_UG_loss_j_gray_J,222,08-19-2021,接受,-5.0,8289.0,3.0,5,sub-222,wave1
part1_UG_loss_j_gray_J,222,08-19-2021,接受,-5.0,4348.0,3.0,6,sub-222,wave1
part1_UG_loss_j_gray_J,222,08-19-2021,拒绝,-9.0,8119.0,3.0,7,sub-222,wave1
part1_UG_loss_j_gray_J,222,08-19-2021,拒绝,-7.0,2357.0,4.0,8,sub-222,wave1
part1_UG_loss_j_gray_J,222,08-19-2021,拒绝,-8.0,1754.0,3.0,9,sub-222,wave1
part1_UG_loss_j_gray_J,222,08-19-2021,拒绝,-6.0,2560.0,3.0,10,sub-222,wave1
part1_UG_loss_j_gray_J,222,08-19-2021,拒绝,-6.0,1792.0,3.0,11,sub-222,wave1
part1_UG_loss_j_gray_J,222,08-19-2021,接受,-5.0,1741.0,3.0,12,sub-222,wave1
part1_UG_loss_j_gray_J,222,08-19-2021,拒绝,-8.0,1392.0,3.0,13,sub-222,wave1
part1_UG_loss_j_gray_J,222,08-19-2021,拒绝,-7.0,13045.0,1.0,14,sub-222,wave1
part1_UG_loss_j_gray_J,222,08-19-2021,拒绝,-9.0,2549.0,3.0,15,sub-222,wave1
part1_UG_loss_j_gray_J,222,08-19-2021,拒绝,-8.0,1622.0,1.0,16,sub-222,wave1
part1_UG_loss_j_gray_J,222,08-19-2021,拒绝,-9.0,2744.0,2.0,17,sub-222,wave1
part1_UG_loss_j_gray_J,222,08-19-2021,接受,-5.0,3323.0,3.0,18,sub-222,wave1
part1_UG_loss_j_gray_J,222,08-19-2021,拒绝,-6.0,2093.0,2.0,19,sub-222,wave1
part1_UG_loss_j_gray_J,222,08-19-2021,拒绝,-7.0,37528.0,2.0,20,sub-222,wave1
part1_UG_loss_j_gray_J,222,08-19-2021,拒绝,-9.0,3438.0,1.0,21,sub-222,wave1
part1_UG_loss_j_gray_J,222,08-19-2021,拒绝,-5.0,7164.0,5.0,22,sub-222,wave1
part1_UG_loss_j_gray_J,222,08-19-2021,拒绝,-7.0,1448.0,3.0,23,sub-222,wave1
part1_UG_loss_j_gray_J,222,08-19-2021,拒绝,-6.0,1356.0,2.0,24,sub-222,wave1
part1_UG_loss_j_gray_J,222,08-19-2021,拒绝,-8.0,4756.0,2.0,25,sub-222,wave1
part1_UG_loss_j_gray_J,222,08-19-2021,拒绝,-6.0,3809.0,2.0,26,sub-222,wave1
part1_UG_loss_j_gray_J,222,08-19-2021,接受,-5.0,2994.0,5.0,27,sub-222,wave1
part1_UG_loss_j_gray_J,222,08-19-2021,拒绝,-7.0,7237.0,1.0,28,sub-222,wave1
part1_UG_loss_j_gray_J,222,08-19-2021,拒绝,-9.0,13516.0,3.0,29,sub-222,wave1
part1_UG_loss_j_gray_J,222,08-19-2021,拒绝,-8.0,1107.0,3.0,30,sub-222,wave1
part1_UG_loss_j_gray_J,222,08-19-2021,拒绝,-8.0,4944.0,1.0,31,sub-222,wave1
part1_UG_loss_j_gray_J,222,08-19-2021,拒绝,-9.0,5785.0,3.0,32,sub-222,wave1
part1_UG_loss_j_gray_J,222,08-19-2021,接受,-6.0,1818.0,4.0,33,sub-222,wave1
part1_UG_loss_j_gray_J,222,08-19-2021,接受,-5.0,2298.0,4.0,34,sub-222,wave1
part1_UG_loss_j_gray_J,222,08-19-2021,拒绝,-7.0,3489.0,3.0,35,sub-222,wave1
part1_UG_loss_j_gray_J,222,08-19-2021,拒绝,-9.0,2780.0,1.0,36,sub-222,wave1
part1_UG_loss_j_gray_J,222,08-19-2021,拒绝,-7.0,2399.0,2.0,37,sub-222,wave1
part1_UG_loss_j_gray_J,222,08-19-2021,接受,-5.0,1855.0,2.0,38,sub-222,wave1
part1_UG_loss_j_gray_J,222,08-19-2021,拒绝,-8.0,1450.0,1.0,39,sub-222,wave1
part1_UG_loss_j_gray_J,222,08-19-2021,拒绝,-6.0,1859.0,1.0,40,sub-222,wave1
part2_UG_gain_j_gray_J,222,08-19-2021,拒绝,2.0,10350.0,1.0,1,sub-222,wave1
part2_UG_gain_j_gray_J,222,08-19-2021,拒绝,3.0,2673.0,2.0,2,sub-222,wave1
part2_UG_gain_j_gray_J,222,08-19-2021,拒绝,4.0,6335.0,2.0,3,sub-222,wave1
part2_UG_gain_j_gray_J,222,08-19-2021,接受,5.0,5801.0,5.0,4,sub-222,wave1
part2_UG_gain_j_gray_J,222,08-19-2021,拒绝,1.0,9599.0,3.0,5,sub-222,wave1
part2_UG_gain_j_gray_J,222,08-19-2021,拒绝,3.0,3081.0,1.0,6,sub-222,wave1
part2_UG_gain_j_gray_J,222,08-19-2021,拒绝,4.0,3155.0,2.0,7,sub-222,wave1
part2_UG_gain_j_gray_J,222,08-19-2021,拒绝,5.0,1134.0,4.0,8,sub-222,wave1
part2_UG_gain_j_gray_J,222,08-19-2021,拒绝,2.0,3330.0,3.0,9,sub-222,wave1
part2_UG_gain_j_gray_J,222,08-19-2021,接受,1.0,2174.0,3.0,10,sub-222,wave1
part2_UG_gain_j_gray_J,222,08-19-2021,接受,5.0,2608.0,4.0,11,sub-222,wave1
part2_UG_gain_j_gray_J,222,08-19-2021,接受,3.0,2191.0,4.0,12,sub-222,wave1
part2_UG_gain_j_gray_J,222,08-19-2021,接受,4.0,2171.0,5.0,13,sub-222,wave1
part2_UG_gain_j_gray_J,222,08-19-2021,接受,1.0,9877.0,4.0,14,sub-222,wave1
part2_UG_gain_j_gray_J,222,08-19-2021,接受,2.0,1412.0,4.0,15,sub-222,wave1
part2_UG_gain_j_gray_J,222,08-19-2021,接受,4.0,3014.0,2.0,16,sub-222,wave1
part2_UG_gain_j_gray_J,222,08-19-2021,接受,5.0,2679.0,4.0,17,sub-222,wave1
part2_UG_gain_j_gray_J,222,08-19-2021,拒绝,1.0,40293.0,3.0,18,sub-222,wave1
part2_UG_gain_j_gray_J,222,08-19-2021,接受,3.0,1612.0,5.0,19,sub-222,wave1
part2_UG_gain_j_gray_J,222,08-19-2021,接受,2.0,1574.0,5.0,20,sub-222,wave1
part2_UG_gain_j_gray_J,222,08-19-2021,拒绝,4.0,1755.0,4.0,21,sub-222,wave1
part2_UG_gain_j_gray_J,222,08-19-2021,拒绝,3.0,1246.0,4.0,22,sub-222,wave1
part2_UG_gain_j_gray_J,222,08-19-2021,接受,5.0,1473.0,5.0,23,sub-222,wave1
part2_UG_gain_j_gray_J,222,08-19-2021,接受,2.0,1842.0,2.0,24,sub-222,wave1
part2_UG_gain_j_gray_J,222,08-19-2021,拒绝,1.0,1450.0,3.0,25,sub-222,wave1
part2_UG_gain_j_gray_J,222,08-19-2021,拒绝,3.0,2245.0,1.0,26,sub-222,wave1
part2_UG_gain_j_gray_J,222,08-19-2021,接受,5.0,1547.0,5.0,27,sub-222,wave1
part2_UG_gain_j_gray_J,222,08-19-2021,拒绝,1.0,1380.0,2.0,28,sub-222,wave1
part2_UG_gain_j_gray_J,222,08-19-2021,接受,2.0,3775.0,2.0,29,sub-222,wave1
part2_UG_gain_j_gray_J,222,08-19-2021,接受,4.0,6483.0,4.0,30,sub-222,wave1
part2_UG_gain_j_gray_J,222,08-19-2021,拒绝,2.0,11573.0,4.0,31,sub-222,wave1
part2_UG_gain_j_gray_J,222,08-19-2021,接受,5.0,2219.0,4.0,32,sub-222,wave1
part2_UG_gain_j_gray_J,222,08-19-2021,拒绝,3.0,40907.0,1.0,33,sub-222,wave1
part2_UG_gain_j_gray_J,222,08-19-2021,拒绝,4.0,1205.0,1.0,34,sub-222,wave1
part2_UG_gain_j_gray_J,222,08-19-2021,拒绝,1.0,2657.0,1.0,35,sub-222,wave1
part2_UG_gain_j_gray_J,222,08-19-2021,拒绝,3.0,2040.0,1.0,36,sub-222,wave1
part2_UG_gain_j_gray_J,222,08-19-2021,接受,4.0,2694.0,1.0,37,sub-222,wave1
part2_UG_gain_j_gray_J,222,08-19-2021,拒绝,1.0,10239.0,2.0,38,sub-222,wave1
part2_UG_gain_j_gray_J,222,08-19-2021,拒绝,2.0,1375.0,1.0,39,sub-222,wave1
part2_UG_gain_j_gray_J,222,08-19-2021,接受,5.0,2118.0,4.0,40,sub-222,wave1
part1_UG_loss_j_gray_J,225,08-20-2021,拒绝,-5.0,2807.0,3.0,1,sub-225,wave1
part1_UG_loss_j_gray_J,225,08-20-2021,接受,-7.0,3458.0,3.0,2,sub-225,wave1
part1_UG_loss_j_gray_J,225,08-20-2021,拒绝,-6.0,2583.0,3.0,3,sub-225,wave1
part1_UG_loss_j_gray_J,225,08-20-2021,拒绝,-9.0,2031.0,3.0,4,sub-225,wave1
part1_UG_loss_j_gray_J,225,08-20-2021,拒绝,-8.0,2312.0,1.0,5,sub-225,wave1
part1_UG_loss_j_gray_J,225,08-20-2021,接受,-5.0,2616.0,3.0,6,sub-225,wave1
part1_UG_loss_j_gray_J,225,08-20-2021,接受,-8.0,2163.0,1.0,7,sub-225,wave1
part1_UG_loss_j_gray_J,225,08-20-2021,拒绝,-7.0,1696.0,3.0,8,sub-225,wave1
part1_UG_loss_j_gray_J,225,08-20-2021,接受,-9.0,1188.0,1.0,9,sub-225,wave1
part1_UG_loss_j_gray_J,225,08-20-2021,拒绝,-6.0,2201.0,1.0,10,sub-225,wave1
part1_UG_loss_j_gray_J,225,08-20-2021,拒绝,-7.0,2758.0,1.0,11,sub-225,wave1
part1_UG_loss_j_gray_J,225,08-20-2021,拒绝,-6.0,1181.0,3.0,12,sub-225,wave1
part1_UG_loss_j_gray_J,225,08-20-2021,拒绝,-8.0,1886.0,1.0,13,sub-225,wave1
part1_UG_loss_j_gray_J,225,08-20-2021,拒绝,-5.0,1571.0,3.0,14,sub-225,wave1
part1_UG_loss_j_gray_J,225,08-20-2021,拒绝,-9.0,1421.0,1.0,15,sub-225,wave1
part1_UG_loss_j_gray_J,225,08-20-2021,拒绝,-8.0,1184.0,1.0,16,sub-225,wave1
part1_UG_loss_j_gray_J,225,08-20-2021,拒绝,-5.0,610.0,1.0,17,sub-225,wave1
part1_UG_loss_j_gray_J,225,08-20-2021,拒绝,-6.0,1616.0,1.0,18,sub-225,wave1
part1_UG_loss_j_gray_J,225,08-20-2021,拒绝,-9.0,4554.0,1.0,19,sub-225,wave1
part1_UG_loss_j_gray_J,225,08-20-2021,拒绝,-7.0,787.0,1.0,20,sub-225,wave1
part1_UG_loss_j_gray_J,225,08-20-2021,拒绝,-9.0,6190.0,1.0,21,sub-225,wave1
part1_UG_loss_j_gray_J,225,08-20-2021,拒绝,-8.0,617.0,1.0,22,sub-225,wave1
part1_UG_loss_j_gray_J,225,08-20-2021,拒绝,-6.0,641.0,2.0,23,sub-225,wave1
part1_UG_loss_j_gray_J,225,08-20-2021,拒绝,-7.0,946.0,1.0,24,sub-225,wave1
part1_UG_loss_j_gray_J,225,08-20-2021,接受,-5.0,1153.0,5.0,25,sub-225,wave1
part1_UG_loss_j_gray_J,225,08-20-2021,拒绝,-8.0,1139.0,1.0,26,sub-225,wave1
part1_UG_loss_j_gray_J,225,08-20-2021,拒绝,-9.0,1133.0,1.0,27,sub-225,wave1
part1_UG_loss_j_gray_J,225,08-20-2021,拒绝,-7.0,511.0,1.0,28,sub-225,wave1
part1_UG_loss_j_gray_J,225,08-20-2021,拒绝,-6.0,927.0,1.0,29,sub-225,wave1
part1_UG_loss_j_gray_J,225,08-20-2021,接受,-5.0,981.0,4.0,30,sub-225,wave1
part1_UG_loss_j_gray_J,225,08-20-2021,拒绝,-5.0,1319.0,5.0,31,sub-225,wave1
part1_UG_loss_j_gray_J,225,08-20-2021,拒绝,-9.0,1203.0,1.0,32,sub-225,wave1
part1_UG_loss_j_gray_J,225,08-20-2021,拒绝,-8.0,462.0,1.0,33,sub-225,wave1
part1_UG_loss_j_gray_J,225,08-20-2021,拒绝,-7.0,471.0,1.0,34,sub-225,wave1
part1_UG_loss_j_gray_J,225,08-20-2021,拒绝,-6.0,485.0,3.0,35,sub-225,wave1
part1_UG_loss_j_gray_J,225,08-20-2021,拒绝,-8.0,453.0,1.0,36,sub-225,wave1
part1_UG_loss_j_gray_J,225,08-20-2021,拒绝,-6.0,497.0,1.0,37,sub-225,wave1
part1_UG_loss_j_gray_J,225,08-20-2021,拒绝,-7.0,621.0,1.0,38,sub-225,wave1
part1_UG_loss_j_gray_J,225,08-20-2021,拒绝,-9.0,551.0,1.0,39,sub-225,wave1
part1_UG_loss_j_gray_J,225,08-20-2021,接受,-5.0,956.0,5.0,40,sub-225,wave1
part2_UG_gain_j_gray_J,225,08-20-2021,拒绝,4.0,2812.0,2.0,1,sub-225,wave1
part2_UG_gain_j_gray_J,225,08-20-2021,拒绝,2.0,1450.0,1.0,2,sub-225,wave1
part2_UG_gain_j_gray_J,225,08-20-2021,接受,5.0,1641.0,5.0,3,sub-225,wave1
part2_UG_gain_j_gray_J,225,08-20-2021,拒绝,3.0,1112.0,1.0,4,sub-225,wave1
part2_UG_gain_j_gray_J,225,08-20-2021,拒绝,1.0,3037.0,1.0,5,sub-225,wave1
part2_UG_gain_j_gray_J,225,08-20-2021,拒绝,3.0,586.0,1.0,6,sub-225,wave1
part2_UG_gain_j_gray_J,225,08-20-2021,接受,5.0,663.0,4.0,7,sub-225,wave1
part2_UG_gain_j_gray_J,225,08-20-2021,接受,2.0,610.0,1.0,8,sub-225,wave1
part2_UG_gain_j_gray_J,225,08-20-2021,拒绝,4.0,978.0,1.0,9,sub-225,wave1
part2_UG_gain_j_gray_J,225,08-20-2021,拒绝,1.0,2249.0,1.0,10,sub-225,wave1
part2_UG_gain_j_gray_J,225,08-20-2021,拒绝,2.0,501.0,1.0,11,sub-225,wave1
part2_UG_gain_j_gray_J,225,08-20-2021,接受,5.0,1117.0,3.0,12,sub-225,wave1
part2_UG_gain_j_gray_J,225,08-20-2021,拒绝,1.0,1331.0,1.0,13,sub-225,wave1
part2_UG_gain_j_gray_J,225,08-20-2021,拒绝,3.0,851.0,1.0,14,sub-225,wave1
part2_UG_gain_j_gray_J,225,08-20-2021,拒绝,4.0,703.0,1.0,15,sub-225,wave1
part2_UG_gain_j_gray_J,225,08-20-2021,拒绝,4.0,516.0,3.0,16,sub-225,wave1
part2_UG_gain_j_gray_J,225,08-20-2021,拒绝,3.0,391.0,1.0,17,sub-225,wave1
part2_UG_gain_j_gray_J,225,08-20-2021,接受,5.0,834.0,3.0,18,sub-225,wave1
part2_UG_gain_j_gray_J,225,08-20-2021,接受,1.0,958.0,1.0,19,sub-225,wave1
part2_UG_gain_j_gray_J,225,08-20-2021,接受,2.0,563.0,1.0,20,sub-225,wave1
part2_UG_gain_j_gray_J,225,08-20-2021,拒绝,4.0,850.0,1.0,21,sub-225,wave1
part2_UG_gain_j_gray_J,225,08-20-2021,拒绝,2.0,803.0,1.0,22,sub-225,wave1
part2_UG_gain_j_gray_J,225,08-20-2021,拒绝,1.0,356.0,1.0,23,sub-225,wave1
part2_UG_gain_j_gray_J,225,08-20-2021,接受,5.0,2016.0,1.0,24,sub-225,wave1
part2_UG_gain_j_gray_J,225,08-20-2021,接受,3.0,646.0,1.0,25,sub-225,wave1
part2_UG_gain_j_gray_J,225,08-20-2021,拒绝,2.0,471.0,1.0,26,sub-225,wave1
part2_UG_gain_j_gray_J,225,08-20-2021,接受,5.0,1756.0,2.0,27,sub-225,wave1
part2_UG_gain_j_gray_J,225,08-20-2021,拒绝,4.0,2131.0,1.0,28,sub-225,wave1
part2_UG_gain_j_gray_J,225,08-20-2021,拒绝,1.0,632.0,1.0,29,sub-225,wave1
part2_UG_gain_j_gray_J,225,08-20-2021,拒绝,3.0,514.0,1.0,30,sub-225,wave1
part2_UG_gain_j_gray_J,225,08-20-2021,拒绝,2.0,563.0,1.0,31,sub-225,wave1
part2_UG_gain_j_gray_J,225,08-20-2021,拒绝,3.0,268.0,1.0,32,sub-225,wave1
part2_UG_gain_j_gray_J,225,08-20-2021,拒绝,4.0,324.0,1.0,33,sub-225,wave1
part2_UG_gain_j_gray_J,225,08-20-2021,拒绝,1.0,578.0,1.0,34,sub-225,wave1
part2_UG_gain_j_gray_J,225,08-20-2021,接受,5.0,1144.0,5.0,35,sub-225,wave1
part2_UG_gain_j_gray_J,225,08-20-2021,拒绝,3.0,2033.0,5.0,36,sub-225,wave1
part2_UG_gain_j_gray_J,225,08-20-2021,接受,1.0,1255.0,5.0,37,sub-225,wave1
part2_UG_gain_j_gray_J,225,08-20-2021,拒绝,4.0,627.0,5.0,38,sub-225,wave1
part2_UG_gain_j_gray_J,225,08-20-2021,接受,5.0,1016.0,5.0,39,sub-225,wave1
part2_UG_gain_j_gray_J,225,08-20-2021,接受,2.0,204.0,5.0,40,sub-225,wave1
part1_UG_gain_f_red_F,271,02-24-2022,拒绝,1.0,2825.0,4.0,1,sub-271,wave1
part1_UG_gain_f_red_F,271,02-24-2022,拒绝,2.0,3087.0,4.0,2,sub-271,wave1
part1_UG_gain_f_red_F,271,02-24-2022,接受,3.0,1510.0,4.0,3,sub-271,wave1
part1_UG_gain_f_red_F,271,02-24-2022,接受,5.0,1520.0,3.0,4,sub-271,wave1
part1_UG_gain_f_red_F,271,02-24-2022,拒绝,4.0,1292.0,3.0,5,sub-271,wave1
part1_UG_gain_f_red_F,271,02-24-2022,拒绝,4.0,987.0,3.0,6,sub-271,wave1
part1_UG_gain_f_red_F,271,02-24-2022,拒绝,2.0,784.0,3.0,7,sub-271,wave1
part1_UG_gain_f_red_F,271,02-24-2022,拒绝,1.0,799.0,3.0,8,sub-271,wave1
part1_UG_gain_f_red_F,271,02-24-2022,接受,5.0,1293.0,3.0,9,sub-271,wave1
part1_UG_gain_f_red_F,271,02-24-2022,拒绝,3.0,682.0,3.0,10,sub-271,wave1
part1_UG_gain_f_red_F,271,02-24-2022,拒绝,3.0,680.0,3.0,11,sub-271,wave1
part1_UG_gain_f_red_F,271,02-24-2022,拒绝,1.0,680.0,3.0,12,sub-271,wave1
part1_UG_gain_f_red_F,271,02-24-2022,拒绝,2.0,1873.0,3.0,13,sub-271,wave1
part1_UG_gain_f_red_F,271,02-24-2022,接受,5.0,752.0,3.0,14,sub-271,wave1
part1_UG_gain_f_red_F,271,02-24-2022,拒绝,4.0,1073.0,3.0,15,sub-271,wave1
part1_UG_gain_f_red_F,271,02-24-2022,拒绝,1.0,750.0,3.0,16,sub-271,wave1
part1_UG_gain_f_red_F,271,02-24-2022,拒绝,3.0,777.0,3.0,17,sub-271,wave1
part1_UG_gain_f_red_F,271,02-24-2022,接受,5.0,1393.0,3.0,18,sub-271,wave1
part1_UG_gain_f_red_F,271,02-24-2022,拒绝,2.0,702.0,3.0,19,sub-271,wave1
part1_UG_gain_f_red_F,271,02-24-2022,拒绝,4.0,710.0,3.0,20,sub-271,wave1
part1_UG_gain_f_red_F,271,02-24-2022,拒绝,3.0,572.0,3.0,21,sub-271,wave1
part1_UG_gain_f_red_F,271,02-24-2022,接受,5.0,1620.0,3.0,22,sub-271,wave1
part1_UG_gain_f_red_F,271,02-24-2022,拒绝,2.0,762.0,3.0,23,sub-271,wave1
