C:\Users\xinlai\OneDrive - mails.ucas.edu.cn\beh_2023\convert\step2_merge\SVO\New_SVO_wave1.emrg2
ExperimentName	Subject	Session	Clock.Information	DataFile.Basename	Display.RefreshRate	ExperimentVersion	Group	R1Color[Session]	R2Color[Session]	R3Color[Session]	R4Color[Session]	R5Color[Session]	R6Color[Session]	R7Color[Session]	R8Color[Session]	R9Color[Session]	RandomSeed	RuntimeVersion	RuntimeVersionExpected	SessionDate	SessionStartDateTimeUtc	SessionTime	StudioVersion	Block	DAL	DIA	DIC	DJG	IA_Index	ListQues	ListSess	ListSess.Cycle	ListSess.Sample	other1	other2	other3	other4	other5	other6	other7	other8	other9	otherScore	Procedure	R0Color	R1Color[Block]	R2Color[Block]	R3Color[Block]	R4Color[Block]	R5Color[Block]	R6Color[Block]	R7Color[Block]	R8Color[Block]	R9Color[Block]	RespDur	Running	SlideTarget.ACC	SlideTarget.CRESP	SlideTarget.DurationError	SlideTarget.OnsetDelay	SlideTarget.OnsetTime	SlideTarget.OnsetToOnsetTime	SlideTarget.RESP	SlideTarget.RT	SlideTarget.RTTime	SVO_angle	SVO_type	Trialnum	version	you1	you2	you3	you4	you5	you6	you7	you8	you9	yourScore
SVO	17	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2018-07-22T02:54:56Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2742246</Frequency><Timestamp dt:dt="r8">14641593720</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2018-07-22T02:54:56Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	SVO-017-1	60.064	1.0.0.2	1	black	black	black	black	black	black	black	black	black	1757234576	2.0.10.182		07-22-2018	2018/7/22 2:54:56	10:54:56	2.0.10.92	4						4	1	2	4	100	89	79	68	58	47	36	26	15		ProcTrial		black	black	black	black	black	cyan	black	black	black	-4819	ListSess	0		-999999	32	156338		6	8319	164657			4	1	50	54	59	63	68	72	76	81	85	
SVO	17	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2018-07-22T02:54:56Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2742246</Frequency><Timestamp dt:dt="r8">14641593720</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2018-07-22T02:54:56Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	SVO-017-1	60.064	1.0.0.2	1	black	black	black	black	black	black	black	black	black	1757234576	2.0.10.182		07-22-2018	2018/7/22 2:54:56	10:54:56	2.0.10.92	5						5	1	2	5	50	56	63	69	75	81	88	94	100		ProcTrial	black	black	cyan	black	black	black	black	black	black	black	-2291	ListSess	0		-999999	31	178581		2	5791	184372			5	1	100	94	88	81	75	69	63	56	50	
SVO	17	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2018-07-22T02:54:56Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2742246</Frequency><Timestamp dt:dt="r8">14641593720</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2018-07-22T02:54:56Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	SVO-017-1	60.064	1.0.0.2	1	black	black	black	black	black	black	black	black	black	1757234576	2.0.10.182		07-22-2018	2018/7/22 2:54:56	10:54:56	2.0.10.92	6						6	1	2	6	50	54	59	63	68	72	76	81	85		ProcTrial		cyan	black	black	black	black	black	black	black	black	1177	ListSess	0		-999999	33	185924		1	2323	188247			6	1	100	98	96	94	93	91	89	87	85	
SVO	17	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2018-07-22T02:54:56Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2742246</Frequency><Timestamp dt:dt="r8">14641593720</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2018-07-22T02:54:56Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	SVO-017-1	60.064	1.0.0.2	1	black	black	black	black	black	black	black	black	black	1757234576	2.0.10.182		07-22-2018	2018/7/22 2:54:56	10:54:56	2.0.10.92	7						7	1	2	7	50	56	63	69	75	81	88	94	100		ProcTrial		black	black	cyan	black	black	black	black	black	black	-4185	ListSess	0		-999999	32	189353		3	7685	197038			7	2	100	96	93	89	85	81	78	74	70	
SVO	17	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2018-07-22T02:54:56Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2742246</Frequency><Timestamp dt:dt="r8">14641593720</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2018-07-22T02:54:56Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	SVO-017-1	60.064	1.0.0.2	1	black	black	black	black	black	black	black	black	black	1757234576	2.0.10.182		07-22-2018	2018/7/22 2:54:56	10:54:56	2.0.10.92	8						8	1	2	8	100	99	98	96	95	94	93	91	90		ProcTrial		black	black	black	black	black	black	black	black	cyan	-7005	ListSess	0		-999999	33	198161		9	10505	208666			8	2	90	91	93	94	95	96	98	99	100	
SVO	17	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2018-07-22T02:54:56Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2742246</Frequency><Timestamp dt:dt="r8">14641593720</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2018-07-22T02:54:56Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	SVO-017-1	60.064	1.0.0.2	1	black	black	black	black	black	black	black	black	black	1757234576	2.0.10.182		07-22-2018	2018/7/22 2:54:56	10:54:56	2.0.10.92	9						9	1	2	9	70	74	78	81	85	89	93	96	100		ProcTrial	black	cyan	black	black	black	black	black	black	black	black	444	ListSess	0		-999999	45	217756		1	3056	220812			9	2	100	94	88	81	75	69	63	56	50	
SVO	17	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2018-07-22T02:54:56Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2742246</Frequency><Timestamp dt:dt="r8">14641593720</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2018-07-22T02:54:56Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	SVO-017-1	60.064	1.0.0.2	1	black	black	black	black	black	black	black	black	black	1757234576	2.0.10.182		07-22-2018	2018/7/22 2:54:56	10:54:56	2.0.10.92	10						10	1	2	10	70	74	78	81	85	89	93	96	100		ProcTrial		black	cyan	black	black	black	black	black	black	black	411	ListSess	0		-999999	32	225348		2	3089	228437			10	2	100	99	98	96	95	94	93	91	90	
SVO	17	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2018-07-22T02:54:56Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2742246</Frequency><Timestamp dt:dt="r8">14641593720</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2018-07-22T02:54:56Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	SVO-017-1	60.064	1.0.0.2	1	black	black	black	black	black	black	black	black	black	1757234576	2.0.10.182		07-22-2018	2018/7/22 2:54:56	10:54:56	2.0.10.92	11						11	1	2	11	100	96	93	89	85	81	78	74	70		ProcTrial		black	black	black	black	black	black	black	cyan	black	-1670	ListSess	0		-999999	33	229527		8	5170	234697			11	2	70	74	78	81	85	89	93	96	100	
SVO	17	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2018-07-22T02:54:56Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2742246</Frequency><Timestamp dt:dt="r8">14641593720</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2018-07-22T02:54:56Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	SVO-017-1	60.064	1.0.0.2	1	black	black	black	black	black	black	black	black	black	1757234576	2.0.10.182		07-22-2018	2018/7/22 2:54:56	10:54:56	2.0.10.92	12						12	1	2	12	100	99	98	96	95	94	93	91	90		ProcTrial		black	black	black	black	black	black	black	black	cyan	-2203	ListSess	0		-999999	33	237086		9	5703	242789			12	2	50	56	63	69	75	81	88	94	100	
SVO	17	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2018-07-22T02:54:56Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2742246</Frequency><Timestamp dt:dt="r8">14641593720</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2018-07-22T02:54:56Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	SVO-017-1	60.064	1.0.0.2	1	black	black	black	black	black	black	black	black	black	1757234576	2.0.10.182		07-22-2018	2018/7/22 2:54:56	10:54:56	2.0.10.92	13						13	1	2	13	100	94	88	81	75	69	63	56	50		ProcTrial		black	black	black	black	black	black	cyan	black	black	-1459	ListSess	0		-999999	33	244428		7	4959	249387			13	2	50	56	63	69	75	81	88	94	100	
SVO	17	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2018-07-22T02:54:56Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2742246</Frequency><Timestamp dt:dt="r8">14641593720</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2018-07-22T02:54:56Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	SVO-017-1	60.064	1.0.0.2	1	black	black	black	black	black	black	black	black	black	1757234576	2.0.10.182		07-22-2018	2018/7/22 2:54:56	10:54:56	2.0.10.92	14						14	1	2	14	90	91	93	94	95	96	98	99	100		ProcTrial		cyan	black	black	black	black	black	black	black	black	-7469	ListSess	0		-999999	32	250954		1	10969	261923			14	2	100	96	93	89	85	81	78	74	70	
SVO	17	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2018-07-22T02:54:56Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2742246</Frequency><Timestamp dt:dt="r8">14641593720</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2018-07-22T02:54:56Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	SVO-017-1	60.064	1.0.0.2	1	black	black	black	black	black	black	black	black	black	1757234576	2.0.10.182		07-22-2018	2018/7/22 2:54:56	10:54:56	2.0.10.92	15	0.875	0.375	0.125	0.375	999	15	1	2	15	100	94	88	81	75	69	63	56	50	57.83333	ProcTrial		black	black	black	black	black	cyan	black	black	black	-4812	ListSess	0		-999999	33	263941		6	8312	272253	0.1991525	3	15	2	90	91	93	94	95	96	98	99	100	89.33334
SVO	19	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2018-08-19T09:12:17Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2742236</Frequency><Timestamp dt:dt="r8">5830943833</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2018-08-19T09:12:17Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	SVO-019-1	60.064	1.0.0.4	1	black	black	black	black	black	black	black	black	black	1536534154	2.0.10.182		08-19-2018	2018-8-19 9:12:17	17:12:17	2.0.10.92	1						1	1	2	1	85	76	68	59	50	41	33	24	15		ProcTrial		cyan	black	black	black	black	black	black	black	black	-12045	ListSess	0		-999999	50	52040		1	15545	67585			1	1	85	85	85	85	85	85	85	85	85	
SVO	19	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2018-08-19T09:12:17Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2742236</Frequency><Timestamp dt:dt="r8">5830943833</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2018-08-19T09:12:17Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	SVO-019-1	60.064	1.0.0.4	1	black	black	black	black	black	black	black	black	black	1536534154	2.0.10.182		08-19-2018	2018-8-19 9:12:17	17:12:17	2.0.10.92	2						2	1	2	2	15	19	24	28	33	37	41	46	50		ProcTrial		black	black	black	black	black	black	black	black	cyan	-5378	ListSess	0		-999999	33	71686		9	8878	80564			2	1	85	87	89	91	93	94	96	98	100	
SVO	19	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2018-08-19T09:12:17Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2742236</Frequency><Timestamp dt:dt="r8">5830943833</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2018-08-19T09:12:17Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	SVO-019-1	60.064	1.0.0.4	1	black	black	black	black	black	black	black	black	black	1536534154	2.0.10.182		08-19-2018	2018-8-19 9:12:17	17:12:17	2.0.10.92	3						3	1	2	3	100	98	96	94	93	91	89	87	85		ProcTrial		black	black	black	black	black	black	black	black	cyan	-859	ListSess	0		-999999	33	84805		9	4359	89164			3	1	50	54	59	63	68	72	76	81	85	
SVO	19	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2018-08-19T09:12:17Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2742236</Frequency><Timestamp dt:dt="r8">5830943833</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2018-08-19T09:12:17Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	SVO-019-1	60.064	1.0.0.4	1	black	black	black	black	black	black	black	black	black	1536534154	2.0.10.182		08-19-2018	2018-8-19 9:12:17	17:12:17	2.0.10.92	4						4	1	2	4	100	89	79	68	58	47	36	26	15		ProcTrial		black	black	black	black	black	black	black	black	cyan	-106	ListSess	0		-999999	33	90616		9	3606	94222			4	1	50	54	59	63	68	72	76	81	85	
SVO	19	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2018-08-19T09:12:17Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2742236</Frequency><Timestamp dt:dt="r8">5830943833</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2018-08-19T09:12:17Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	SVO-019-1	60.064	1.0.0.4	1	black	black	black	black	black	black	black	black	black	1536534154	2.0.10.182		08-19-2018	2018-8-19 9:12:17	17:12:17	2.0.10.92	5						5	1	2	5	50	56	63	69	75	81	88	94	100		ProcTrial		cyan	black	black	black	black	black	black	black	black	-1567	ListSess	0		-999999	33	106682		1	5067	111749			5	1	100	94	88	81	75	69	63	56	50	
SVO	19	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2018-08-19T09:12:17Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2742236</Frequency><Timestamp dt:dt="r8">5830943833</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2018-08-19T09:12:17Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	SVO-019-1	60.064	1.0.0.4	1	black	black	black	black	black	black	black	black	black	1536534154	2.0.10.182		08-19-2018	2018-8-19 9:12:17	17:12:17	2.0.10.92	6						6	1	2	6	50	54	59	63	68	72	76	81	85		ProcTrial		cyan	black	black	black	black	black	black	black	black	-578	ListSess	0		-999999	33	113541		1	4078	117619			6	1	100	98	96	94	93	91	89	87	85	
SVO	19	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2018-08-19T09:12:17Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2742236</Frequency><Timestamp dt:dt="r8">5830943833</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2018-08-19T09:12:17Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	SVO-019-1	60.064	1.0.0.4	1	black	black	black	black	black	black	black	black	black	1536534154	2.0.10.182		08-19-2018	2018-8-19 9:12:17	17:12:17	2.0.10.92	7						7	1	2	7	50	56	63	69	75	81	88	94	100		ProcTrial		cyan	black	black	black	black	black	black	black	black	1471	ListSess	0		-999999	33	118886		1	2029	120915			7	2	100	96	93	89	85	81	78	74	70	
SVO	19	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2018-08-19T09:12:17Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2742236</Frequency><Timestamp dt:dt="r8">5830943833</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2018-08-19T09:12:17Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	SVO-019-1	60.064	1.0.0.4	1	black	black	black	black	black	black	black	black	black	1536534154	2.0.10.182		08-19-2018	2018-8-19 9:12:17	17:12:17	2.0.10.92	8						8	1	2	8	100	99	98	96	95	94	93	91	90		ProcTrial		black	black	black	black	black	black	black	black	cyan	-1449	ListSess	0		-999999	33	122399		9	4949	127348			8	2	90	91	93	94	95	96	98	99	100	
SVO	19	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2018-08-19T09:12:17Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2742236</Frequency><Timestamp dt:dt="r8">5830943833</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2018-08-19T09:12:17Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	SVO-019-1	60.064	1.0.0.4	1	black	black	black	black	black	black	black	black	black	1536534154	2.0.10.182		08-19-2018	2018-8-19 9:12:17	17:12:17	2.0.10.92	9						9	1	2	9	70	74	78	81	85	89	93	96	100		ProcTrial		cyan	black	black	black	black	black	black	black	black	1090	ListSess	0		-999999	33	128675		1	2410	131085			9	2	100	94	88	81	75	69	63	56	50	
SVO	19	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2018-08-19T09:12:17Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2742236</Frequency><Timestamp dt:dt="r8">5830943833</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2018-08-19T09:12:17Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	SVO-019-1	60.064	1.0.0.4	1	black	black	black	black	black	black	black	black	black	1536534154	2.0.10.182		08-19-2018	2018-8-19 9:12:17	17:12:17	2.0.10.92	10						10	1	2	10	70	74	78	81	85	89	93	96	100		ProcTrial		cyan	black	black	black	black	black	black	black	black	-2343	ListSess	0		-999999	49	133370		1	5843	139213			10	2	100	99	98	96	95	94	93	91	90	
SVO	19	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2018-08-19T09:12:17Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2742236</Frequency><Timestamp dt:dt="r8">5830943833</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2018-08-19T09:12:17Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	SVO-019-1	60.064	1.0.0.4	1	black	black	black	black	black	black	black	black	black	1536534154	2.0.10.182		08-19-2018	2018-8-19 9:12:17	17:12:17	2.0.10.92	11						11	1	2	11	100	96	93	89	85	81	78	74	70		ProcTrial	black	black	black	black	black	black	black	black	black	cyan	3416	ListSess	0		-999999	40	158177		9	84	158261			11	2	70	74	78	81	85	89	93	96	100	
SVO	19	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2018-08-19T09:12:17Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2742236</Frequency><Timestamp dt:dt="r8">5830943833</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2018-08-19T09:12:17Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	SVO-019-1	60.064	1.0.0.4	1	black	black	black	black	black	black	black	black	black	1536534154	2.0.10.182		08-19-2018	2018-8-19 9:12:17	17:12:17	2.0.10.92	12						12	1	2	12	100	99	98	96	95	94	93	91	90		ProcTrial		black	black	black	black	black	black	black	black	cyan	-14580	ListSess	0		-999999	33	162173		9	18080	180253			12	2	50	56	63	69	75	81	88	94	100	
SVO	19	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2018-08-19T09:12:17Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2742236</Frequency><Timestamp dt:dt="r8">5830943833</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2018-08-19T09:12:17Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	SVO-019-1	60.064	1.0.0.4	1	black	black	black	black	black	black	black	black	black	1536534154	2.0.10.182		08-19-2018	2018-8-19 9:12:17	17:12:17	2.0.10.92	13						13	1	2	13	100	94	88	81	75	69	63	56	50		ProcTrial		black	black	black	black	black	black	black	black	cyan	-3089	ListSess	0		-999999	33	182285		9	6589	188874			13	2	50	56	63	69	75	81	88	94	100	
SVO	19	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2018-08-19T09:12:17Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2742236</Frequency><Timestamp dt:dt="r8">5830943833</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2018-08-19T09:12:17Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	SVO-019-1	60.064	1.0.0.4	1	black	black	black	black	black	black	black	black	black	1536534154	2.0.10.182		08-19-2018	2018-8-19 9:12:17	17:12:17	2.0.10.92	14						14	1	2	14	90	91	93	94	95	96	98	99	100		ProcTrial		cyan	black	black	black	black	black	black	black	black	-181	ListSess	0		-999999	49	191658		1	3681	195339			14	2	100	96	93	89	85	81	78	74	70	
SVO	19	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2018-08-19T09:12:17Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2742236</Frequency><Timestamp dt:dt="r8">5830943833</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2018-08-19T09:12:17Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	SVO-019-1	60.064	1.0.0.4	1	black	black	black	black	black	black	black	black	black	1536534154	2.0.10.182		08-19-2018	2018-8-19 9:12:17	17:12:17	2.0.10.92	15	0.8888889	0.4166667	0.1111111	0.3333333	999	15	1	2	15	100	94	88	81	75	69	63	56	50	55.83333	ProcTrial		cyan	black	black	black	black	black	black	black	black	3244	ListSess	0		-999999	33	196420		1	256	196676	0.1372549	3	15	2	90	91	93	94	95	96	98	99	100	92.5
